voltage_spot_3_run_2	absJ_spot_3_run_2	J_spot_3_run_2	current_spot_3_run_2	time_spot_3_run_2	
0.000000E+0	7.654149E-7	-7.654149E-7	-9.618487E-12	0.000000E+0
5.000000E-2	2.245411E-4	2.245411E-4	2.821667E-9	1.115234E+0
1.000000E-1	5.270777E-4	5.270777E-4	6.623454E-9	1.482422E+0
1.500000E-1	8.363043E-4	8.363043E-4	1.050931E-8	2.596680E+0
2.000000E-1	1.332250E-3	1.332250E-3	1.674155E-8	2.964844E+0
2.500000E-1	1.999889E-3	1.999889E-3	2.513135E-8	3.332031E+0
3.000000E-1	2.738589E-3	2.738589E-3	3.441413E-8	3.700195E+0
3.500000E-1	3.800001E-3	3.800001E-3	4.775222E-8	4.068359E+0
4.000000E-1	4.885746E-3	4.885746E-3	6.139610E-8	4.435547E+0
4.500000E-1	6.228530E-3	6.228530E-3	7.827002E-8	4.803711E+0
5.000000E-1	7.891179E-3	7.891179E-3	9.916348E-8	5.171875E+0
5.000000E-1	7.913916E-3	7.913916E-3	9.944920E-8	5.539063E+0
4.500000E-1	6.277812E-3	6.277812E-3	7.888931E-8	5.907227E+0
4.000000E-1	4.825470E-3	4.825470E-3	6.063865E-8	6.274414E+0
3.500000E-1	3.628757E-3	3.628757E-3	4.560031E-8	6.642578E+0
3.000000E-1	2.644296E-3	2.644296E-3	3.322921E-8	7.010742E+0
2.500000E-1	1.874547E-3	1.874547E-3	2.355625E-8	7.377930E+0
2.000000E-1	1.235658E-3	1.235658E-3	1.552773E-8	7.746094E+0
1.500000E-1	7.869029E-4	7.869029E-4	9.888513E-9	8.487305E+0
1.000000E-1	4.335977E-4	4.335977E-4	5.448750E-9	8.854492E+0
5.000000E-2	1.824707E-4	1.824707E-4	2.292995E-9	9.222656E+0
0.000000E+0	5.234254E-7	-5.234254E-7	-6.577558E-12	1.039648E+1
-5.000000E-2	1.847630E-4	-1.847630E-4	-2.321800E-9	1.151270E+1
-1.000000E-1	4.264376E-4	-4.264376E-4	-5.358773E-9	1.187988E+1
-1.500000E-1	7.291980E-4	-7.291980E-4	-9.163372E-9	1.224805E+1
-2.000000E-1	1.853083E-3	-1.853083E-3	-2.328653E-8	1.336230E+1
-2.500000E-1	2.739395E-3	-2.739395E-3	-3.442425E-8	1.372949E+1
-3.000000E-1	3.880466E-3	-3.880466E-3	-4.876337E-8	1.409766E+1
-3.500000E-1	5.108223E-3	-5.108223E-3	-6.419182E-8	1.446582E+1
-4.000000E-1	6.580087E-3	-6.580087E-3	-8.268781E-8	1.483301E+1
-4.500000E-1	7.776093E-3	-7.776093E-3	-9.771726E-8	1.520117E+1
-5.000000E-1	3.617979E-2	-3.617979E-2	-4.546486E-7	1.632129E+1
-5.000000E-1	4.082537E-2	-4.082537E-2	-5.130267E-7	1.668848E+1
-4.500000E-1	3.134791E-2	-3.134791E-2	-3.939294E-7	1.705664E+1
-4.000000E-1	2.707129E-2	-2.707129E-2	-3.401879E-7	1.742383E+1
-3.500000E-1	1.969335E-2	-1.969335E-2	-2.474740E-7	1.779199E+1
-3.000000E-1	1.516625E-2	-1.516625E-2	-1.905847E-7	1.816016E+1
-2.500000E-1	1.106512E-2	-1.106512E-2	-1.390484E-7	1.852734E+1
-2.000000E-1	7.683938E-3	-7.683938E-3	-9.655921E-8	1.926855E+1
-1.500000E-1	4.835975E-3	-4.835975E-3	-6.077066E-8	1.963672E+1
-1.000000E-1	2.951418E-3	-2.951418E-3	-3.708861E-8	2.000391E+1
-5.000000E-2	1.356402E-3	-1.356402E-3	-1.704505E-8	2.037207E+1
0.000000E+0	2.962754E-6	-2.962754E-6	-3.723107E-11	2.154590E+1
