voltage_spot_8_run_2_20	absJ_spot_8_run_2_20	J_spot_8_run_2_20	current_spot_8_run_2_20	time_spot_8_run_2_20	
0.000000E+0	3.135421E-6	-3.135421E-6	-1.216076E-11	0.000000E+0
5.000000E-2	1.007636E-3	1.007636E-3	3.908124E-9	1.115234E+0
1.000000E-1	2.501064E-3	2.501064E-3	9.700400E-9	1.482422E+0
1.500000E-1	4.917895E-3	4.917895E-3	1.907410E-8	2.596680E+0
2.000000E-1	8.687796E-3	8.687796E-3	3.369570E-8	2.964844E+0
2.500000E-1	1.430204E-2	1.430204E-2	5.547060E-8	3.333008E+0
3.000000E-1	2.147665E-2	2.147665E-2	8.329737E-8	3.700195E+0
3.500000E-1	3.229710E-2	3.229710E-2	1.252646E-7	4.820313E+0
4.000000E-1	4.520384E-2	4.520384E-2	1.753235E-7	5.188477E+0
4.500000E-1	6.119583E-2	6.119583E-2	2.373486E-7	5.555664E+0
5.000000E-1	8.027658E-2	8.027658E-2	3.113535E-7	5.923828E+0
5.000000E-1	8.199312E-2	8.199312E-2	3.180111E-7	6.291016E+0
4.500000E-1	6.558543E-2	6.558543E-2	2.543737E-7	6.659180E+0
4.000000E-1	4.993181E-2	4.993181E-2	1.936610E-7	7.027344E+0
3.500000E-1	3.681822E-2	3.681822E-2	1.427998E-7	7.394531E+0
3.000000E-1	2.648169E-2	2.648169E-2	1.027095E-7	7.762695E+0
2.500000E-1	1.816506E-2	1.816506E-2	7.045335E-8	8.503906E+0
2.000000E-1	1.167562E-2	1.167562E-2	4.528399E-8	8.871094E+0
1.500000E-1	6.660626E-3	6.660626E-3	2.583330E-8	9.239258E+0
1.000000E-1	3.521657E-3	3.521657E-3	1.365878E-8	9.607422E+0
5.000000E-2	1.432028E-3	1.432028E-3	5.554133E-9	1.034766E+1
0.000000E+0	4.369150E-6	-4.369150E-6	-1.694579E-11	1.152246E+1
-5.000000E-2	1.417666E-3	-1.417666E-3	-5.498430E-9	1.263770E+1
-1.000000E-1	3.400090E-3	-3.400090E-3	-1.318728E-8	1.375195E+1
-1.500000E-1	6.343099E-3	-6.343099E-3	-2.460177E-8	1.412012E+1
-2.000000E-1	1.095249E-2	-1.095249E-2	-4.247933E-8	1.448828E+1
-2.500000E-1	1.715115E-2	-1.715115E-2	-6.652090E-8	1.485547E+1
-3.000000E-1	2.537680E-2	-2.537680E-2	-9.842417E-8	1.522363E+1
-3.500000E-1	3.786171E-2	-3.786171E-2	-1.468470E-7	1.634375E+1
-4.000000E-1	5.181975E-2	-5.181975E-2	-2.009834E-7	1.671094E+1
-4.500000E-1	6.810970E-2	-6.810970E-2	-2.641641E-7	1.707910E+1
-5.000000E-1	9.734116E-2	-9.734116E-2	-3.775386E-7	1.744629E+1
-5.000000E-1	1.029652E-1	-1.029652E-1	-3.993513E-7	1.781445E+1
-4.500000E-1	8.427059E-2	-8.427059E-2	-3.268443E-7	1.818262E+1
-4.000000E-1	6.133186E-2	-6.133186E-2	-2.378762E-7	1.854980E+1
-3.500000E-1	4.671978E-2	-4.671978E-2	-1.812031E-7	1.891797E+1
-3.000000E-1	3.069945E-2	-3.069945E-2	-1.190681E-7	1.928613E+1
-2.500000E-1	2.040706E-2	-2.040706E-2	-7.914896E-8	2.002734E+1
