J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0008602
1.5849e-008	-7.8	0	0.0018854
2.1544e-008	-7.6667	0	0.004015
2.9286e-008	-7.5333	0	0.008307
3.9811e-008	-7.4	0	0.016699
5.4117e-008	-7.2667	0	0.032614
7.3564e-008	-7.1333	0	0.061887
1e-007	-7	0	0.1141
1.3594e-007	-6.8667	0	0.20437
1.8478e-007	-6.7333	0	0.35568
2.5119e-007	-6.6	0	0.6014
3.4145e-007	-6.4667	0	0.98799
4.6416e-007	-6.3333	0	1.5769
6.3096e-007	-6.2	0	2.4455
8.577e-007	-6.0667	0	3.6845
1.1659e-006	-5.9333	0	5.3937
1.5849e-006	-5.8	9	7.6712
2.1544e-006	-5.6667	49	10.6
2.9286e-006	-5.5333	16	14.232
3.9811e-006	-5.4	4	18.564
5.4117e-006	-5.2667	23	23.527
7.3564e-006	-5.1333	21	28.969
1e-005	-5	40	34.656
1.3594e-005	-4.8667	58	40.282
1.8478e-005	-4.7333	47	45.49
2.5119e-005	-4.6	40	49.912
3.4145e-005	-4.4667	41	53.207
4.6416e-005	-4.3333	41	55.107
6.3096e-005	-4.2	57	55.453
8.577e-005	-4.0667	52	54.216
0.00011659	-3.9333	62	51.499
0.00015849	-3.8	41	47.529
0.00021544	-3.6667	35	42.618
0.00029286	-3.5333	84	37.128
0.00039811	-3.4	45	31.426
0.00054117	-3.2667	20	25.844
0.00073564	-3.1333	6	20.649
0.001	-3	3	16.03
0.0013594	-2.8667	0	12.09
0.0018478	-2.7333	0	8.8596
0.0025119	-2.6	0	6.3077
0.0034145	-2.4667	0	4.3633
0.0046416	-2.3333	0	2.9324
0.0063096	-2.2	0	1.9148
0.008577	-2.0667	0	1.2148
0.011659	-1.9333	0	0.74877
0.015849	-1.8	0	0.44841
0.021544	-1.6667	0	0.26091
0.029286	-1.5333	0	0.14749
0.039811	-1.4	0	0.08101
0.054117	-1.2667	0	0.04323
0.073564	-1.1333	0	0.022413
0.1	-1	0	0.01129
0.13594	-0.86667	0	0.0055256
0.18478	-0.73333	0	0.0026275
0.25119	-0.6	0	0.0012139
0.34145	-0.46667	0	0.00054486
0.46416	-0.33333	0	0.00023762
0.63096	-0.2	0	0.00010068
0.8577	-0.066667	0	4.1447e-005
1.1659	0.066667	0	1.6578e-005
1.5849	0.2	0	6.4421e-006
2.1544	0.33333	0	2.4323e-006
2.9286	0.46667	0	8.9223e-007
3.9811	0.6	0	3.1799e-007
5.4117	0.73333	0	1.1011e-007
7.3564	0.86667	0	3.7045e-008
10	1	0	1.2109e-008
13.594	1.1333	0	3.8456e-009
18.478	1.2667	0	1.1866e-009
25.119	1.4	0	3.5572e-010
34.145	1.5333	0	1.0361e-010
46.416	1.6667	0	2.932e-011
63.096	1.8	0	8.0613e-012
85.77	1.9333	6	2.1534e-012
