J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	2.8901e-009
1.5849e-008	-7.8	0	1.1736e-008
2.1544e-008	-7.6667	0	4.568e-008
2.9286e-008	-7.5333	0	1.7042e-007
3.9811e-008	-7.4	0	6.0937e-007
5.4117e-008	-7.2667	0	2.0885e-006
7.3564e-008	-7.1333	0	6.8607e-006
1e-007	-7	0	2.1602e-005
1.3594e-007	-6.8667	0	6.5192e-005
1.8478e-007	-6.7333	0	0.00018857
2.5119e-007	-6.6	0	0.00052283
3.4145e-007	-6.4667	0	0.0013894
4.6416e-007	-6.3333	0	0.0035388
6.3096e-007	-6.2	0	0.0086395
8.577e-007	-6.0667	0	0.020216
1.1659e-006	-5.9333	0	0.045342
1.5849e-006	-5.8	0	0.097472
2.1544e-006	-5.6667	0	0.20084
2.9286e-006	-5.5333	0	0.39664
3.9811e-006	-5.4	0	0.75081
5.4117e-006	-5.2667	0	1.3622
7.3564e-006	-5.1333	0	2.3689
1e-005	-5	4	3.9486
1.3594e-005	-4.8667	33	6.3083
1.8478e-005	-4.7333	0	9.6599
2.5119e-005	-4.6	2	14.178
3.4145e-005	-4.4667	8	19.945
4.6416e-005	-4.3333	26	26.894
6.3096e-005	-4.2	14	34.757
8.577e-005	-4.0667	43	43.055
0.00011659	-3.9333	74	51.12
0.00015849	-3.8	95	58.175
0.00021544	-3.6667	64	63.455
0.00029286	-3.5333	51	66.342
0.00039811	-3.4	38	66.479
0.00054117	-3.2667	70	63.852
0.00073564	-3.1333	58	58.782
0.001	-3	34	51.868
0.0013594	-2.8667	37	43.867
0.0018478	-2.7333	71	35.56
0.0025119	-2.6	62	27.629
0.0034145	-2.4667	5	20.576
0.0046416	-2.3333	1	14.687
0.0063096	-2.2	2	10.049
0.008577	-2.0667	0	6.5895
0.011659	-1.9333	0	4.1417
0.015849	-1.8	0	2.4952
0.021544	-1.6667	0	1.4408
0.029286	-1.5333	0	0.79741
0.039811	-1.4	0	0.42301
0.054117	-1.2667	0	0.21508
0.073564	-1.1333	0	0.10482
0.1	-1	0	0.048963
0.13594	-0.86667	0	0.021922
0.18478	-0.73333	0	0.0094073
0.25119	-0.6	0	0.0038694
0.34145	-0.46667	0	0.0015255
0.46416	-0.33333	0	0.00057643
0.63096	-0.2	0	0.00020877
0.8577	-0.066667	0	7.2475e-005
1.1659	0.066667	0	2.4115e-005
1.5849	0.2	0	7.6907e-006
2.1544	0.33333	0	2.3509e-006
2.9286	0.46667	0	6.8879e-007
3.9811	0.6	0	1.9343e-007
5.4117	0.73333	0	5.2065e-008
7.3564	0.86667	0	1.3432e-008
10	1	0	3.3215e-009
13.594	1.1333	0	7.8725e-010
18.478	1.2667	0	1.7884e-010
25.119	1.4	0	3.8941e-011
34.145	1.5333	0	8.1272e-012
46.416	1.6667	0	1.6257e-012
63.096	1.8	0	3.1171e-013
85.77	1.9333	8	5.7283e-014
