J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00010485
1.5849e-008	-7.8	0	0.00025482
2.1544e-008	-7.6667	0	0.00060044
2.9286e-008	-7.5333	0	0.0013718
3.9811e-008	-7.4	0	0.0030385
5.4117e-008	-7.2667	0	0.0065255
7.3564e-008	-7.1333	0	0.013588
1e-007	-7	0	0.027431
1.3594e-007	-6.8667	0	0.053693
1.8478e-007	-6.7333	0	0.1019
2.5119e-007	-6.6	0	0.1875
3.4145e-007	-6.4667	0	0.33449
4.6416e-007	-6.3333	0	0.57857
6.3096e-007	-6.2	0	0.97029
8.577e-007	-6.0667	0	1.5777
1.1659e-006	-5.9333	0	2.4872
1.5849e-006	-5.8	0	3.8016
2.1544e-006	-5.6667	5	5.6339
2.9286e-006	-5.5333	46	8.095
3.9811e-006	-5.4	20	11.277
5.4117e-006	-5.2667	7	15.232
7.3564e-006	-5.1333	14	19.947
1e-005	-5	20	25.327
1.3594e-005	-4.8667	51	31.179
1.8478e-005	-4.7333	26	37.215
2.5119e-005	-4.6	37	43.067
3.4145e-005	-4.4667	50	48.321
4.6416e-005	-4.3333	50	52.567
6.3096e-005	-4.2	45	55.444
8.577e-005	-4.0667	56	56.699
0.00011659	-3.9333	48	56.217
0.00015849	-3.8	69	54.042
0.00021544	-3.6667	58	50.369
0.00029286	-3.5333	35	45.518
0.00039811	-3.4	28	39.881
0.00054117	-3.2667	84	33.878
0.00073564	-3.1333	33	27.903
0.001	-3	8	22.282
0.0013594	-2.8667	4	17.252
0.0018478	-2.7333	0	12.951
0.0025119	-2.6	0	9.4258
0.0034145	-2.4667	0	6.6514
0.0046416	-2.3333	0	4.5508
0.0063096	-2.2	0	3.0188
0.008577	-2.0667	0	1.9416
0.011659	-1.9333	0	1.2107
0.015849	-1.8	0	0.732
0.021544	-1.6667	0	0.42909
0.029286	-1.5333	0	0.24387
0.039811	-1.4	0	0.13439
0.054117	-1.2667	0	0.071798
0.073564	-1.1333	0	0.037192
0.1	-1	0	0.018679
0.13594	-0.86667	0	0.0090957
0.18478	-0.73333	0	0.0042943
0.25119	-0.6	0	0.0019657
0.34145	-0.46667	0	0.0008724
0.46416	-0.33333	0	0.0003754
0.63096	-0.2	0	0.00015662
0.8577	-0.066667	0	6.3352e-005
1.1659	0.066667	0	2.4846e-005
1.5849	0.2	0	9.4476e-006
2.1544	0.33333	0	3.4831e-006
2.9286	0.46667	0	1.245e-006
3.9811	0.6	0	4.3149e-007
5.4117	0.73333	0	1.4499e-007
7.3564	0.86667	0	4.7235e-008
10	1	0	1.492e-008
13.594	1.1333	0	4.5694e-009
18.478	1.2667	0	1.3568e-009
25.119	1.4	0	3.9061e-010
34.145	1.5333	0	1.0903e-010
46.416	1.6667	0	2.9507e-011
63.096	1.8	0	7.7423e-012
85.77	1.9333	6	1.9697e-012
