J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	3.2595e-016
1.5849e-008	-7.8	0	2.6151e-015
2.1544e-008	-7.6667	0	1.9844e-014
2.9286e-008	-7.5333	0	1.4242e-013
3.9811e-008	-7.4	0	9.6675e-013
5.4117e-008	-7.2667	0	6.2064e-012
7.3564e-008	-7.1333	0	3.7685e-011
1e-007	-7	0	2.1642e-010
1.3594e-007	-6.8667	0	1.1755e-009
1.8478e-007	-6.7333	0	6.0384e-009
2.5119e-007	-6.6	0	2.9338e-008
3.4145e-007	-6.4667	0	1.3481e-007
4.6416e-007	-6.3333	0	5.8592e-007
6.3096e-007	-6.2	0	2.4084e-006
8.577e-007	-6.0667	0	9.3632e-006
1.1659e-006	-5.9333	0	3.4428e-005
1.5849e-006	-5.8	0	0.00011973
2.1544e-006	-5.6667	0	0.00039379
2.9286e-006	-5.5333	0	0.001225
3.9811e-006	-5.4	0	0.0036042
5.4117e-006	-5.2667	0	0.010029
7.3564e-006	-5.1333	0	0.026396
1e-005	-5	0	0.065704
1.3594e-005	-4.8667	2	0.15468
1.8478e-005	-4.7333	0	0.34442
2.5119e-005	-4.6	6	0.72533
3.4145e-005	-4.4667	0	1.4447
4.6416e-005	-4.3333	0	2.7215
6.3096e-005	-4.2	7	4.8489
8.577e-005	-4.0667	11	8.1708
0.00011659	-3.9333	20	13.022
0.00015849	-3.8	26	19.629
0.00021544	-3.6667	24	27.984
0.00029286	-3.5333	40	37.733
0.00039811	-3.4	55	48.12
0.00054117	-3.2667	39	58.04
0.00073564	-3.1333	48	66.209
0.001	-3	79	71.435
0.0013594	-2.8667	104	72.894
0.0018478	-2.7333	61	70.352
0.0025119	-2.6	68	64.217
0.0034145	-2.4667	53	55.44
0.0046416	-2.3333	38	45.268
0.0063096	-2.2	25	34.959
0.008577	-2.0667	30	25.534
0.011659	-1.9333	15	17.639
0.015849	-1.8	15	11.525
0.021544	-1.6667	12	7.1215
0.029286	-1.5333	12	4.1621
0.039811	-1.4	3	2.3006
0.054117	-1.2667	5	1.2028
0.073564	-1.1333	1	0.59472
0.1	-1	0	0.27812
0.13594	-0.86667	0	0.12301
0.18478	-0.73333	0	0.05146
0.25119	-0.6	0	0.02036
0.34145	-0.46667	0	0.0076188
0.46416	-0.33333	0	0.0026964
0.63096	-0.2	0	0.00090258
0.8577	-0.066667	0	0.00028575
1.1659	0.066667	0	8.556e-005
1.5849	0.2	0	2.423e-005
2.1544	0.33333	0	6.4899e-006
2.9286	0.46667	0	1.644e-006
3.9811	0.6	0	3.939e-007
5.4117	0.73333	0	8.9259e-008
7.3564	0.86667	0	1.913e-008
10	1	0	3.8777e-009
13.594	1.1333	0	7.434e-010
18.478	1.2667	0	1.348e-010
25.119	1.4	0	2.3116e-011
34.145	1.5333	0	3.7494e-012
46.416	1.6667	0	5.7517e-013
63.096	1.8	0	8.3451e-014
85.77	1.9333	9	1.1451e-014
