J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	8.4095e-022
1.5849e-008	-7.8	0	9.8633e-021
2.1544e-008	-7.6667	0	1.0909e-019
2.9286e-008	-7.5333	0	1.1377e-018
3.9811e-008	-7.4	0	1.1189e-017
5.4117e-008	-7.2667	0	1.0376e-016
7.3564e-008	-7.1333	0	9.0739e-016
1e-007	-7	0	7.4826e-015
1.3594e-007	-6.8667	0	5.8186e-014
1.8478e-007	-6.7333	0	4.2666e-013
2.5119e-007	-6.6	0	2.9501e-012
3.4145e-007	-6.4667	0	1.9236e-011
4.6416e-007	-6.3333	0	1.1827e-010
6.3096e-007	-6.2	0	6.8572e-010
8.577e-007	-6.0667	0	3.749e-009
1.1659e-006	-5.9333	0	1.9328e-008
1.5849e-006	-5.8	0	9.3964e-008
2.1544e-006	-5.6667	0	4.3076e-007
2.9286e-006	-5.5333	0	1.8621e-006
3.9811e-006	-5.4	0	7.5908e-006
5.4117e-006	-5.2667	0	2.9179e-005
7.3564e-006	-5.1333	0	0.00010577
1e-005	-5	0	0.00036152
1.3594e-005	-4.8667	0	0.0011652
1.8478e-005	-4.7333	0	0.0035416
2.5119e-005	-4.6	0	0.010151
3.4145e-005	-4.4667	0	0.027433
4.6416e-005	-4.3333	0	0.069915
6.3096e-005	-4.2	0	0.16802
8.577e-005	-4.0667	0	0.38076
0.00011659	-3.9333	0	0.81367
0.00015849	-3.8	0	1.6396
0.00021544	-3.6667	0	3.1156
0.00029286	-3.5333	5	5.5827
0.00039811	-3.4	14	9.4329
0.00054117	-3.2667	19	15.03
0.00073564	-3.1333	18	22.581
0.001	-3	17	31.993
0.0013594	-2.8667	55	42.743
0.0018478	-2.7333	72	53.849
0.0025119	-2.6	40	63.971
0.0034145	-2.4667	74	71.663
0.0046416	-2.3333	70	75.702
0.0063096	-2.2	93	75.409
0.008577	-2.0667	68	70.834
0.011659	-1.9333	68	62.742
0.015849	-1.8	45	52.406
0.021544	-1.6667	29	41.276
0.029286	-1.5333	33	30.657
0.039811	-1.4	23	21.471
0.054117	-1.2667	15	14.18
0.073564	-1.1333	16	8.8308
0.1	-1	12	5.186
0.13594	-0.86667	7	2.8718
0.18478	-0.73333	4	1.4997
0.25119	-0.6	3	0.73846
0.34145	-0.46667	1	0.3429
0.46416	-0.33333	0	0.15014
0.63096	-0.2	0	0.061992
0.8577	-0.066667	0	0.024137
1.1659	0.066667	0	0.0088617
1.5849	0.2	0	0.003068
2.1544	0.33333	0	0.0010016
2.9286	0.46667	0	0.00030835
3.9811	0.6	0	8.9515e-005
5.4117	0.73333	0	2.4505e-005
7.3564	0.86667	0	6.3255e-006
10	1	0	1.5397e-006
13.594	1.1333	0	3.5343e-007
18.478	1.2667	0	7.65e-008
25.119	1.4	0	1.5614e-008
34.145	1.5333	0	3.0052e-009
46.416	1.6667	0	5.4542e-010
63.096	1.8	0	9.3346e-011
85.77	1.9333	7	1.5065e-011
