J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.1928e-014
1.5849e-008	-7.8	0	8.8969e-014
2.1544e-008	-7.6667	0	6.2677e-013
2.9286e-008	-7.5333	0	4.1703e-012
3.9811e-008	-7.4	0	2.6207e-011
5.4117e-008	-7.2667	0	1.5554e-010
7.3564e-008	-7.1333	0	8.7193e-010
1e-007	-7	0	4.6163e-009
1.3594e-007	-6.8667	0	2.3083e-008
1.8478e-007	-6.7333	0	1.0902e-007
2.5119e-007	-6.6	0	4.8626e-007
3.4145e-007	-6.4667	0	2.0485e-006
4.6416e-007	-6.3333	0	8.1507e-006
6.3096e-007	-6.2	0	3.063e-005
8.577e-007	-6.0667	0	0.00010871
1.1659e-006	-5.9333	0	0.00036442
1.5849e-006	-5.8	0	0.0011538
2.1544e-006	-5.6667	0	0.00345
2.9286e-006	-5.5333	0	0.0097433
3.9811e-006	-5.4	0	0.025989
5.4117e-006	-5.2667	0	0.065471
7.3564e-006	-5.1333	0	0.15578
1e-005	-5	0	0.35007
1.3594e-005	-4.8667	8	0.74299
1.8478e-005	-4.7333	3	1.4894
2.5119e-005	-4.6	10	2.8198
3.4145e-005	-4.4667	10	5.0422
4.6416e-005	-4.3333	12	8.5154
6.3096e-005	-4.2	12	13.583
8.577e-005	-4.0667	17	20.462
0.00011659	-3.9333	38	29.114
0.00015849	-3.8	28	39.124
0.00021544	-3.6667	74	49.657
0.00029286	-3.5333	25	59.525
0.00039811	-3.4	64	67.392
0.00054117	-3.2667	75	72.062
0.00073564	-3.1333	100	72.776
0.001	-3	59	69.417
0.0013594	-2.8667	74	62.536
0.0018478	-2.7333	46	53.209
0.0025119	-2.6	30	42.759
0.0034145	-2.4667	25	32.453
0.0046416	-2.3333	29	23.263
0.0063096	-2.2	16	15.75
0.008577	-2.0667	14	10.071
0.011659	-1.9333	12	6.0822
0.015849	-1.8	12	3.4692
0.021544	-1.6667	2	1.8689
0.029286	-1.5333	4	0.95092
0.039811	-1.4	0	0.45697
0.054117	-1.2667	0	0.2074
0.073564	-1.1333	0	0.088906
0.1	-1	0	0.035994
0.13594	-0.86667	0	0.013763
0.18478	-0.73333	0	0.0049706
0.25119	-0.6	0	0.0016954
0.34145	-0.46667	0	0.00054619
0.46416	-0.33333	0	0.00016619
0.63096	-0.2	0	4.7756e-005
0.8577	-0.066667	0	1.2962e-005
1.1659	0.066667	0	3.3225e-006
1.5849	0.2	0	8.044e-007
2.1544	0.33333	0	1.8394e-007
2.9286	0.46667	0	3.9724e-008
3.9811	0.6	0	8.1025e-009
5.4117	0.73333	0	1.5609e-009
7.3564	0.86667	0	2.84e-010
10	1	0	4.8804e-011
13.594	1.1333	0	7.9211e-012
18.478	1.2667	0	1.2142e-012
25.119	1.4	1	1.7579e-013
34.145	1.5333	0	2.4038e-014
46.416	1.6667	0	3.1043e-015
63.096	1.8	0	3.7865e-016
85.77	1.9333	8	4.3621e-017
