J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	5.1998e-017
1.5849e-008	-7.8	0	4.2694e-016
2.1544e-008	-7.6667	0	3.3197e-015
2.9286e-008	-7.5333	0	2.4445e-014
3.9811e-008	-7.4	0	1.7047e-013
5.4117e-008	-7.2667	0	1.1258e-012
7.3564e-008	-7.1333	0	7.041e-012
1e-007	-7	0	4.1703e-011
1.3594e-007	-6.8667	0	2.3391e-010
1.8478e-007	-6.7333	0	1.2425e-009
2.5119e-007	-6.6	0	6.2505e-009
3.4145e-007	-6.4667	0	2.9777e-008
4.6416e-007	-6.3333	0	1.3434e-007
6.3096e-007	-6.2	0	5.7399e-007
8.577e-007	-6.0667	0	2.3225e-006
1.1659e-006	-5.9333	0	8.8993e-006
1.5849e-006	-5.8	0	3.2294e-005
2.1544e-006	-5.6667	0	0.00011098
2.9286e-006	-5.5333	0	0.00036119
3.9811e-006	-5.4	0	0.0011132
5.4117e-006	-5.2667	0	0.0032492
7.3564e-006	-5.1333	0	0.0089814
1e-005	-5	0	0.023511
1.3594e-005	-4.8667	0	0.058284
1.8478e-005	-4.7333	0	0.13683
2.5119e-005	-4.6	1	0.30422
3.4145e-005	-4.4667	0	0.64054
4.6416e-005	-4.3333	0	1.2772
6.3096e-005	-4.2	0	2.4118
8.577e-005	-4.0667	2	4.313
0.00011659	-3.9333	20	7.3043
0.00015849	-3.8	23	11.715
0.00021544	-3.6667	23	17.793
0.00029286	-3.5333	22	25.593
0.00039811	-3.4	28	34.862
0.00054117	-3.2667	50	44.973
0.00073564	-3.1333	49	54.942
0.001	-3	40	63.565
0.0013594	-2.8667	81	69.644
0.0018478	-2.7333	86	72.263
0.0025119	-2.6	77	71.008
0.0034145	-2.4667	60	66.078
0.0046416	-2.3333	70	58.232
0.0063096	-2.2	41	48.6
0.008577	-2.0667	22	38.411
0.011659	-1.9333	28	28.751
0.015849	-1.8	21	20.379
0.021544	-1.6667	18	13.68
0.029286	-1.5333	13	8.6969
0.039811	-1.4	12	5.2358
0.054117	-1.2667	6	2.9852
0.073564	-1.1333	4	1.6118
0.1	-1	2	0.82417
0.13594	-0.86667	0	0.39909
0.18478	-0.73333	0	0.18302
0.25119	-0.6	0	0.079483
0.34145	-0.46667	0	0.03269
0.46416	-0.33333	0	0.012733
0.63096	-0.2	0	0.0046965
0.8577	-0.066667	0	0.0016406
1.1659	0.066667	0	0.00054271
1.5849	0.2	0	0.00017002
2.1544	0.33333	0	5.0443e-005
2.9286	0.46667	0	1.4173e-005
3.9811	0.6	0	3.7711e-006
5.4117	0.73333	0	9.5025e-007
7.3564	0.86667	0	2.2676e-007
10	1	0	5.1246e-008
13.594	1.1333	0	1.0968e-008
18.478	1.2667	0	2.2229e-009
25.119	1.4	0	4.2667e-010
34.145	1.5333	0	7.7558e-011
46.416	1.6667	0	1.3351e-011
63.096	1.8	0	2.1765e-012
85.77	1.9333	9	3.3602e-013
