J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	6.03e-019
1.5849e-008	-7.8	0	5.9141e-018
2.1544e-008	-7.6667	0	5.4747e-017
2.9286e-008	-7.5333	0	4.7835e-016
3.9811e-008	-7.4	0	3.945e-015
5.4117e-008	-7.2667	0	3.0708e-014
7.3564e-008	-7.1333	0	2.2562e-013
1e-007	-7	0	1.5646e-012
1.3594e-007	-6.8667	0	1.0241e-011
1.8478e-007	-6.7333	0	6.3268e-011
2.5119e-007	-6.6	0	3.6893e-010
3.4145e-007	-6.4667	0	2.0305e-009
4.6416e-007	-6.3333	0	1.0548e-008
6.3096e-007	-6.2	0	5.1722e-008
8.577e-007	-6.0667	0	2.3937e-007
1.1659e-006	-5.9333	0	1.0457e-006
1.5849e-006	-5.8	0	4.3113e-006
2.1544e-006	-5.6667	0	1.6778e-005
2.9286e-006	-5.5333	0	6.1628e-005
3.9811e-006	-5.4	0	0.00021366
5.4117e-006	-5.2667	0	0.00069918
7.3564e-006	-5.1333	0	0.0021596
1e-005	-5	0	0.0062957
1.3594e-005	-4.8667	0	0.017324
1.8478e-005	-4.7333	0	0.044992
2.5119e-005	-4.6	0	0.11029
3.4145e-005	-4.4667	0	0.2552
4.6416e-005	-4.3333	0	0.55733
6.3096e-005	-4.2	0	1.1488
8.577e-005	-4.0667	0	2.2352
0.00011659	-3.9333	6	4.1046
0.00015849	-3.8	13	7.1145
0.00021544	-3.6667	19	11.639
0.00029286	-3.5333	12	17.973
0.00039811	-3.4	15	26.196
0.00054117	-3.2667	42	36.037
0.00073564	-3.1333	59	46.792
0.001	-3	56	57.347
0.0013594	-2.8667	42	66.337
0.0018478	-2.7333	74	72.429
0.0025119	-2.6	94	74.642
0.0034145	-2.4667	73	72.604
0.0046416	-2.3333	66	66.657
0.0063096	-2.2	66	57.762
0.008577	-2.0667	35	47.245
0.011659	-1.9333	21	36.473
0.015849	-1.8	30	26.577
0.021544	-1.6667	21	18.278
0.029286	-1.5333	17	11.866
0.039811	-1.4	15	7.2702
0.054117	-1.2667	12	4.2045
0.073564	-1.1333	5	2.2951
0.1	-1	4	1.1825
0.13594	-0.86667	2	0.57503
0.18478	-0.73333	0	0.26394
0.25119	-0.6	0	0.11435
0.34145	-0.46667	0	0.046758
0.46416	-0.33333	0	0.018047
0.63096	-0.2	0	0.0065743
0.8577	-0.066667	0	0.0022605
1.1659	0.066667	0	0.00073365
1.5849	0.2	0	0.00022473
2.1544	0.33333	0	6.4978e-005
2.9286	0.46667	0	1.7732e-005
3.9811	0.6	0	4.5675e-006
5.4117	0.73333	0	1.1105e-006
7.3564	0.86667	0	2.5482e-007
10	1	0	5.5193e-008
13.594	1.1333	0	1.1283e-008
18.478	1.2667	0	2.1772e-009
25.119	1.4	0	3.9654e-010
34.145	1.5333	0	6.8166e-011
46.416	1.6667	0	1.106e-011
63.096	1.8	0	1.6938e-012
85.77	1.9333	9	2.4484e-013
