J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	3.9437e-020
1.5849e-008	-7.8	0	4.2371e-019
2.1544e-008	-7.6667	0	4.2917e-018
2.9286e-008	-7.5333	0	4.0982e-017
3.9811e-008	-7.4	0	3.6893e-016
5.4117e-008	-7.2667	0	3.1311e-015
7.3564e-008	-7.1333	0	2.5052e-014
1e-007	-7	0	1.8897e-013
1.3594e-007	-6.8667	0	1.3438e-012
1.8478e-007	-6.7333	0	9.0086e-012
2.5119e-007	-6.6	0	5.6936e-011
3.4145e-007	-6.4667	0	3.3925e-010
4.6416e-007	-6.3333	0	1.9056e-009
6.3096e-007	-6.2	0	1.0091e-008
8.577e-007	-6.0667	0	5.0381e-008
1.1659e-006	-5.9333	0	2.3713e-007
1.5849e-006	-5.8	0	1.0522e-006
2.1544e-006	-5.6667	0	4.4013e-006
2.9286e-006	-5.5333	0	1.7357e-005
3.9811e-006	-5.4	0	6.4532e-005
5.4117e-006	-5.2667	0	0.00022619
7.3564e-006	-5.1333	0	0.0007474
1e-005	-5	0	0.0023283
1.3594e-005	-4.8667	0	0.0068377
1.8478e-005	-4.7333	0	0.018931
2.5119e-005	-4.6	0	0.049414
3.4145e-005	-4.4667	0	0.1216
4.6416e-005	-4.3333	0	0.28208
6.3096e-005	-4.2	0	0.61693
8.577e-005	-4.0667	0	1.272
0.00011659	-3.9333	0	2.4725
0.00015849	-3.8	5	4.5309
0.00021544	-3.6667	22	7.8275
0.00029286	-3.5333	12	12.749
0.00039811	-3.4	12	19.575
0.00054117	-3.2667	14	28.335
0.00073564	-3.1333	43	38.667
0.001	-3	71	49.747
0.0013594	-2.8667	47	60.337
0.0018478	-2.7333	57	68.991
0.0025119	-2.6	80	74.37
0.0034145	-2.4667	92	75.58
0.0046416	-2.3333	65	72.411
0.0063096	-2.2	72	65.403
0.008577	-2.0667	50	55.692
0.011659	-1.9333	30	44.707
0.015849	-1.8	36	33.835
0.021544	-1.6667	27	24.14
0.029286	-1.5333	16	16.237
0.039811	-1.4	17	10.296
0.054117	-1.2667	15	6.1554
0.073564	-1.1333	9	3.4691
0.1	-1	3	1.8432
0.13594	-0.86667	4	0.92328
0.18478	-0.73333	1	0.436
0.25119	-0.6	0	0.1941
0.34145	-0.46667	0	0.081466
0.46416	-0.33333	0	0.032234
0.63096	-0.2	1	0.012024
0.8577	-0.066667	0	0.0042284
1.1659	0.066667	0	0.0014019
1.5849	0.2	0	0.00043815
2.1544	0.33333	0	0.00012911
2.9286	0.46667	0	3.5864e-005
3.9811	0.6	0	9.3922e-006
5.4117	0.73333	0	2.3189e-006
7.3564	0.86667	0	5.3973e-007
10	1	0	1.1843e-007
13.594	1.1333	0	2.45e-008
18.478	1.2667	0	4.7781e-009
25.119	1.4	0	8.7851e-010
34.145	1.5333	0	1.5227e-010
46.416	1.6667	0	2.4883e-011
63.096	1.8	0	3.8333e-012
85.77	1.9333	7	5.5673e-013
