J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	5.7968e-025
1.5849e-008	-7.8	0	8.1392e-024
2.1544e-008	-7.6667	0	1.077e-022
2.9286e-008	-7.5333	0	1.3429e-021
3.9811e-008	-7.4	0	1.5781e-020
5.4117e-008	-7.2667	0	1.7477e-019
7.3564e-008	-7.1333	0	1.824e-018
1e-007	-7	0	1.7939e-017
1.3594e-007	-6.8667	0	1.6627e-016
1.8478e-007	-6.7333	0	1.4523e-015
2.5119e-007	-6.6	0	1.1955e-014
3.4145e-007	-6.4667	0	9.2735e-014
4.6416e-007	-6.3333	0	6.7793e-013
6.3096e-007	-6.2	0	4.6705e-012
8.577e-007	-6.0667	0	3.0322e-011
1.1659e-006	-5.9333	0	1.8552e-010
1.5849e-006	-5.8	0	1.0697e-009
2.1544e-006	-5.6667	0	5.8126e-009
2.9286e-006	-5.5333	0	2.9765e-008
3.9811e-006	-5.4	0	1.4364e-007
5.4117e-006	-5.2667	0	6.5322e-007
7.3564e-006	-5.1333	0	2.7995e-006
1e-005	-5	0	1.1307e-005
1.3594e-005	-4.8667	0	4.3036e-005
1.8478e-005	-4.7333	0	0.00015437
2.5119e-005	-4.6	0	0.00052181
3.4145e-005	-4.4667	0	0.0016623
4.6416e-005	-4.3333	0	0.0049902
6.3096e-005	-4.2	0	0.014118
8.577e-005	-4.0667	0	0.03764
0.00011659	-3.9333	0	0.094572
0.00015849	-3.8	0	0.22393
0.00021544	-3.6667	0	0.49967
0.00029286	-3.5333	0	1.0507
0.00039811	-3.4	0	2.0822
0.00054117	-3.2667	0	3.8887
0.00073564	-3.1333	8	6.844
0.001	-3	12	11.351
0.0013594	-2.8667	20	17.742
0.0018478	-2.7333	18	26.134
0.0025119	-2.6	37	36.278
0.0034145	-2.4667	61	47.457
0.0046416	-2.3333	59	58.506
0.0063096	-2.2	45	67.971
0.008577	-2.0667	80	74.419
0.011659	-1.9333	86	76.784
0.015849	-1.8	85	74.661
0.021544	-1.6667	59	68.414
0.029286	-1.5333	63	59.079
0.039811	-1.4	40	48.078
0.054117	-1.2667	31	36.872
0.073564	-1.1333	23	26.649
0.1	-1	27	18.151
0.13594	-0.86667	14	11.65
0.18478	-0.73333	14	7.0471
0.25119	-0.6	8	4.0172
0.34145	-0.46667	4	2.158
0.46416	-0.33333	5	1.0925
0.63096	-0.2	1	0.52123
0.8577	-0.066667	0	0.23435
1.1659	0.066667	0	0.099296
1.5849	0.2	0	0.039649
2.1544	0.33333	0	0.01492
2.9286	0.46667	0	0.0052908
3.9811	0.6	0	0.0017681
5.4117	0.73333	0	0.00055685
7.3564	0.86667	0	0.00016527
10	1	0	4.6226e-005
13.594	1.1333	0	1.2185e-005
18.478	1.2667	0	3.0266e-006
25.119	1.4	0	7.0851e-007
34.145	1.5333	0	1.563e-007
46.416	1.6667	0	3.2494e-008
63.096	1.8	0	6.3663e-009
85.77	1.9333	8	1.1754e-009
