J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.6266e-014
1.5849e-008	-7.8	0	1.18e-013
2.1544e-008	-7.6667	0	8.0939e-013
2.9286e-008	-7.5333	0	5.2493e-012
3.9811e-008	-7.4	0	3.219e-011
5.4117e-008	-7.2667	0	1.8664e-010
7.3564e-008	-7.1333	0	1.0232e-009
1e-007	-7	0	5.3035e-009
1.3594e-007	-6.8667	0	2.5993e-008
1.8478e-007	-6.7333	0	1.2045e-007
2.5119e-007	-6.6	0	5.2775e-007
3.4145e-007	-6.4667	0	2.1864e-006
4.6416e-007	-6.3333	0	8.5641e-006
6.3096e-007	-6.2	0	3.1718e-005
8.577e-007	-6.0667	0	0.00011107
1.1659e-006	-5.9333	0	0.00036777
1.5849e-006	-5.8	0	0.0011513
2.1544e-006	-5.6667	0	0.0034081
2.9286e-006	-5.5333	0	0.0095385
3.9811e-006	-5.4	0	0.025242
5.4117e-006	-5.2667	0	0.063158
7.3564e-006	-5.1333	0	0.14942
1e-005	-5	0	0.33423
1.3594e-005	-4.8667	3	0.70691
1.8478e-005	-4.7333	0	1.4137
2.5119e-005	-4.6	9	2.673
3.4145e-005	-4.4667	9	4.7787
4.6416e-005	-4.3333	9	8.0779
6.3096e-005	-4.2	15	12.911
8.577e-005	-4.0667	12	19.511
0.00011659	-3.9333	27	27.879
0.00015849	-3.8	37	37.664
0.00021544	-3.6667	76	48.113
0.00029286	-3.5333	27	58.111
0.00039811	-3.4	56	66.363
0.00054117	-3.2667	74	71.657
0.00073564	-3.1333	100	73.158
0.001	-3	65	70.621
0.0013594	-2.8667	68	64.457
0.0018478	-2.7333	55	55.626
0.0025119	-2.6	30	45.39
0.0034145	-2.4667	28	35.019
0.0046416	-2.3333	33	25.546
0.0063096	-2.2	15	17.62
0.008577	-2.0667	16	11.491
0.011659	-1.9333	16	7.0855
0.015849	-1.8	11	4.131
0.021544	-1.6667	4	2.2773
0.029286	-1.5333	4	1.187
0.039811	-1.4	1	0.58496
0.054117	-1.2667	0	0.27258
0.073564	-1.1333	0	0.12009
0.1	-1	0	0.050028
0.13594	-0.86667	1	0.019705
0.18478	-0.73333	0	0.0073387
0.25119	-0.6	0	0.0025842
0.34145	-0.46667	0	0.00086039
0.46416	-0.33333	0	0.00027085
0.63096	-0.2	0	8.062e-005
0.8577	-0.066667	0	2.2689e-005
1.1659	0.066667	0	6.0376e-006
1.5849	0.2	0	1.5191e-006
2.1544	0.33333	0	3.6138e-007
2.9286	0.46667	0	8.1285e-008
3.9811	0.6	0	1.7288e-008
5.4117	0.73333	0	3.4763e-009
7.3564	0.86667	0	6.6096e-010
10	1	0	1.1882e-010
13.594	1.1333	0	2.0197e-011
18.478	1.2667	0	3.2461e-012
25.119	1.4	1	4.9327e-013
34.145	1.5333	0	7.0874e-014
46.416	1.6667	0	9.6283e-015
63.096	1.8	0	1.2368e-015
85.77	1.9333	6	1.5021e-016
