J	logJ	Histogram	Fit				
1.2589e-08	-7.9	1	0.085398
1.9953e-08	-7.7	0	0.26983
3.1623e-08	-7.5	0	0.76953
5.0119e-08	-7.3	2	1.9808
7.9433e-08	-7.1	0	4.6019
1.2589e-07	-6.9	2	9.6498
1.9953e-07	-6.7	3	18.263
3.1623e-07	-6.5	6	31.198
5.0119e-07	-6.3	16	48.102
7.9433e-07	-6.1	96	66.939
1.2589e-06	-5.9	145	84.078
1.9953e-06	-5.7	81	95.316
3.1623e-06	-5.5	72	97.529
5.0119e-06	-5.3	81	90.071
7.9433e-06	-5.1	82	75.079
1.2589e-05	-4.9	30	56.486
1.9953e-05	-4.7	51	38.357
3.1623e-05	-4.5	48	23.509
5.0119e-05	-4.3	9	13.005
7.9433e-05	-4.1	39	6.4931
0.00012589	-3.9	21	2.9261
0.00019953	-3.7	11	1.1902
0.00031623	-3.5	2	0.43694
0.00050119	-3.3	0	0.14478
0.00079433	-3.1	0	0.0433
0.0012589	-2.9	0	0.011688
0.0019953	-2.7	0	0.0028476
0.0031623	-2.5	0	0.00062619
0.0050119	-2.3	0	0.00012428
0.0079433	-2.1	0	2.2264e-05
0.012589	-1.9	0	3.5998e-06
0.019953	-1.7	0	5.2534e-07
0.031623	-1.5	0	6.9197e-08
0.050119	-1.3	0	8.2265e-09
0.079433	-1.1	0	8.8272e-10
0.12589	-0.9	0	8.5491e-11
0.19953	-0.7	0	7.473e-12
0.31623	-0.5	0	5.896e-13
0.50119	-0.3	0	4.1986e-14
0.79433	-0.1	0	2.6986e-15
1.2589	0.1	0	1.5655e-16
1.9953	0.3	0	8.1969e-18
3.1623	0.5	0	3.8737e-19
5.0119	0.7	0	1.6523e-20
7.9433	0.9	0	6.3613e-22
12.589	1.1	0	2.2104e-23
19.953	1.3	0	6.9325e-25
31.623	1.5	0	1.9624e-26
50.119	1.7	0	5.0139e-28
79.433	1.9	0	1.1562e-29
