J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	0.32365
1.9953e-08	-7.7	0	0.82428
3.1623e-08	-7.5	1	1.9293
5.0119e-08	-7.3	0	4.15
7.9433e-08	-7.1	1	8.2041
1.2589e-07	-6.9	3	14.905
1.9953e-07	-6.7	6	24.887
3.1623e-07	-6.5	6	38.189
5.0119e-07	-6.3	43	53.855
7.9433e-07	-6.1	127	69.798
1.2589e-06	-5.9	122	83.135
1.9953e-06	-5.7	68	91.004
3.1623e-06	-5.5	62	91.55
5.0119e-06	-5.3	84	84.642
7.9433e-06	-5.1	69	71.919
1.2589e-05	-4.9	35	56.16
1.9953e-05	-4.7	71	40.303
3.1623e-05	-4.5	29	26.581
5.0119e-05	-4.3	13	16.112
7.9433e-05	-4.1	38	8.9751
0.00012589	-3.9	17	4.5947
0.00019953	-3.7	1	2.1618
0.00031623	-3.5	0	0.93473
0.00050119	-3.3	0	0.37144
0.00079433	-3.1	1	0.13565
0.0012589	-2.9	1	0.045529
0.0019953	-2.7	0	0.014043
0.0031623	-2.5	0	0.003981
0.0050119	-2.3	0	0.0010371
0.0079433	-2.1	0	0.00024831
0.012589	-1.9	0	5.4639e-05
0.019953	-1.7	0	1.1049e-05
0.031623	-1.5	0	2.0534e-06
0.050119	-1.3	0	3.5072e-07
0.079433	-1.1	0	5.5052e-08
0.12589	-0.9	0	7.9416e-09
0.19953	-0.7	0	1.0529e-09
0.31623	-0.5	0	1.2828e-10
0.50119	-0.3	0	1.4364e-11
0.79433	-0.1	0	1.4782e-12
1.2589	0.1	0	1.398e-13
1.9953	0.3	0	1.2151e-14
3.1623	0.5	0	9.7059e-16
5.0119	0.7	0	7.1252e-17
7.9433	0.9	0	4.8071e-18
12.589	1.1	0	2.9805e-19
19.953	1.3	0	1.6984e-20
31.623	1.5	0	8.8941e-22
50.119	1.7	0	4.2805e-23
79.433	1.9	0	1.8933e-24
