J	logJ	Histogram	Fit				
1.2589e-08	-7.9	1	0.0075999
1.9953e-08	-7.7	0	0.031884
3.1623e-08	-7.5	0	0.11898
5.0119e-08	-7.3	1	0.39489
7.9433e-08	-7.1	1	1.1658
1.2589e-07	-6.9	0	3.061
1.9953e-07	-6.7	0	7.1491
3.1623e-07	-6.5	2	14.851
5.0119e-07	-6.3	7	27.44
7.9433e-07	-6.1	7	45.095
1.2589e-06	-5.9	77	65.918
1.9953e-06	-5.7	156	85.704
3.1623e-06	-5.5	86	99.111
5.0119e-06	-5.3	83	101.94
7.9433e-06	-5.1	83	93.267
1.2589e-05	-4.9	76	75.896
1.9953e-05	-4.7	27	54.932
3.1623e-05	-4.5	53	35.364
5.0119e-05	-4.3	54	20.25
7.9433e-05	-4.1	10	10.313
0.00012589	-3.9	35	4.672
0.00019953	-3.7	21	1.8825
0.00031623	-3.5	11	0.67465
0.00050119	-3.3	5	0.21506
0.00079433	-3.1	2	0.060975
0.0012589	-2.9	0	0.015377
0.0019953	-2.7	0	0.0034491
0.0031623	-2.5	0	0.00068814
0.0050119	-2.3	0	0.00012211
0.0079433	-2.1	0	1.9274e-05
0.012589	-1.9	0	2.7059e-06
0.019953	-1.7	0	3.3788e-07
0.031623	-1.5	0	3.7527e-08
0.050119	-1.3	0	3.7072e-09
0.079433	-1.1	0	3.2574e-10
0.12589	-0.9	0	2.5458e-11
0.19953	-0.7	0	1.7697e-12
0.31623	-0.5	0	1.0942e-13
0.50119	-0.3	0	6.0173e-15
0.79433	-0.1	0	2.9434e-16
1.2589	0.1	0	1.2806e-17
1.9953	0.3	0	4.9556e-19
3.1623	0.5	0	1.7057e-20
5.0119	0.7	0	5.222e-22
7.9433	0.9	0	1.422e-23
12.589	1.1	0	3.4441e-25
19.953	1.3	0	7.4195e-27
31.623	1.5	0	1.4217e-28
50.119	1.7	0	2.423e-30
79.433	1.9	0	3.673e-32
