J	logJ	Histogram	Fit				
1.2589e-08	-7.9	1	6.2045e-05
1.9953e-08	-7.7	0	0.00045348
3.1623e-08	-7.5	0	0.002859
5.0119e-08	-7.3	0	0.015547
7.9433e-08	-7.1	0	0.072925
1.2589e-07	-6.9	1	0.29506
1.9953e-07	-6.7	0	1.0297
3.1623e-07	-6.5	1	3.0998
5.0119e-07	-6.3	2	8.049
7.9433e-07	-6.1	4	18.028
1.2589e-06	-5.9	8	34.828
1.9953e-06	-5.7	16	58.039
3.1623e-06	-5.5	150	83.425
5.0119e-06	-5.3	125	103.43
7.9433e-06	-5.1	93	110.62
1.2589e-05	-4.9	83	102.04
1.9953e-05	-4.7	72	81.197
3.1623e-05	-4.5	45	55.73
5.0119e-05	-4.3	32	32.993
7.9433e-05	-4.1	81	16.848
0.00012589	-3.9	8	7.4213
0.00019953	-3.7	22	2.8197
0.00031623	-3.5	28	0.92408
0.00050119	-3.3	15	0.26123
0.00079433	-3.1	7	0.063696
0.0012589	-2.9	2	0.013397
0.0019953	-2.7	2	0.0024305
0.0031623	-2.5	0	0.00038034
0.0050119	-2.3	0	5.1338e-05
0.0079433	-2.1	0	5.9773e-06
0.012589	-1.9	0	6.0029e-07
0.019953	-1.7	0	5.2001e-08
0.031623	-1.5	0	3.8856e-09
0.050119	-1.3	0	2.5044e-10
0.079433	-1.1	0	1.3923e-11
0.12589	-0.9	0	6.6765e-13
0.19953	-0.7	0	2.7616e-14
0.31623	-0.5	0	9.8532e-16
0.50119	-0.3	0	3.0324e-17
0.79433	-0.1	0	8.0497e-19
1.2589	0.1	0	1.8432e-20
1.9953	0.3	0	3.6405e-22
3.1623	0.5	0	6.202e-24
5.0119	0.7	0	9.1139e-26
7.9433	0.9	0	1.1552e-27
12.589	1.1	0	1.2631e-29
19.953	1.3	0	1.1912e-31
31.623	1.5	0	9.6899e-34
50.119	1.7	0	6.7992e-36
79.433	1.9	0	4.1152e-38
