J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	0.0020619
1.9953e-08	-7.7	0	0.0078714
3.1623e-08	-7.5	0	0.027486
5.0119e-08	-7.3	0	0.087785
7.9433e-08	-7.1	1	0.25645
1.2589e-07	-6.9	0	0.68522
1.9953e-07	-6.7	0	1.6747
3.1623e-07	-6.5	0	3.7435
5.0119e-07	-6.3	1	7.6541
7.9433e-07	-6.1	3	14.314
1.2589e-06	-5.9	4	24.485
1.9953e-06	-5.7	3	38.309
3.1623e-06	-5.5	41	54.823
5.0119e-06	-5.3	125	71.759
7.9433e-06	-5.1	128	85.912
1.2589e-05	-4.9	96	94.079
1.9953e-05	-4.7	41	94.23
3.1623e-05	-4.5	81	86.327
5.0119e-05	-4.3	66	72.338
7.9433e-05	-4.1	45	55.443
0.00012589	-3.9	85	38.867
0.00019953	-3.7	6	24.922
0.00031623	-3.5	28	14.617
0.00050119	-3.3	34	7.8409
0.00079433	-3.1	7	3.8472
0.0012589	-2.9	2	1.7266
0.0019953	-2.7	1	0.70874
0.0031623	-2.5	0	0.2661
0.0050119	-2.3	0	0.091384
0.0079433	-2.1	0	0.028705
0.012589	-1.9	0	0.008247
0.019953	-1.7	0	0.0021672
0.031623	-1.5	0	0.00052091
0.050119	-1.3	0	0.00011452
0.079433	-1.1	0	2.3029e-05
0.12589	-0.9	0	4.2356e-06
0.19953	-0.7	0	7.1255e-07
0.31623	-0.5	0	1.0964e-07
0.50119	-0.3	0	1.5431e-08
0.79433	-0.1	0	1.9865e-09
1.2589	0.1	0	2.339e-10
1.9953	0.3	0	2.5191e-11
3.1623	0.5	0	2.4815e-12
5.0119	0.7	0	2.2358e-13
7.9433	0.9	0	1.8426e-14
12.589	1.1	0	1.3889e-15
19.953	1.3	0	9.5758e-17
31.623	1.5	0	6.0387e-18
50.119	1.7	0	3.4831e-19
79.433	1.9	0	1.8376e-20
