J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	0.0004884
1.9953e-08	-7.7	0	0.0020464
3.1623e-08	-7.5	0	0.0078401
5.0119e-08	-7.3	0	0.027464
7.9433e-08	-7.1	0	0.087969
1.2589e-07	-6.9	0	0.25763
1.9953e-07	-6.7	0	0.68991
3.1623e-07	-6.5	1	1.6893
5.0119e-07	-6.3	1	3.7819
7.9433e-07	-6.1	2	7.7419
1.2589e-06	-5.9	2	14.491
1.9953e-06	-5.7	2	24.8
3.1623e-06	-5.5	3	38.809
5.0119e-06	-5.3	50	55.529
7.9433e-06	-5.1	124	72.649
1.2589e-05	-4.9	147	86.906
1.9953e-05	-4.7	52	95.056
3.1623e-05	-4.5	67	95.067
5.0119e-05	-4.3	74	86.935
7.9433e-05	-4.1	70	72.689
0.00012589	-3.9	82	55.573
0.00019953	-3.7	41	38.848
0.00031623	-3.5	8	24.831
0.00050119	-3.3	36	14.512
0.00079433	-3.1	31	7.7549
0.0012589	-2.9	4	3.7891
0.0019953	-2.7	1	1.6928
0.0031623	-2.5	0	0.69153
0.0050119	-2.3	0	0.2583
0.0079433	-2.1	0	0.088215
0.012589	-1.9	0	0.027547
0.019953	-1.7	0	0.0078655
0.031623	-1.5	0	0.0020535
0.050119	-1.3	0	0.0004902
0.079433	-1.1	0	0.000107
0.12589	-0.9	0	2.1354e-05
0.19953	-0.7	0	3.8967e-06
0.31623	-0.5	0	6.5019e-07
0.50119	-0.3	0	9.9196e-08
0.79433	-0.1	0	1.3838e-08
1.2589	0.1	0	1.765e-09
1.9953	0.3	0	2.0584e-10
3.1623	0.5	0	2.1951e-11
5.0119	0.7	0	2.1403e-12
7.9433	0.9	0	1.9081e-13
12.589	1.1	0	1.5555e-14
19.953	1.3	0	1.1594e-15
31.623	1.5	0	7.9016e-17
50.119	1.7	0	4.924e-18
79.433	1.9	0	2.8056e-19
