J	logJ	Histogram	Fit				
1.2589e-08	-7.9	1	0.0079268
1.9953e-08	-7.7	0	0.029529
3.1623e-08	-7.5	0	0.099644
5.0119e-08	-7.3	0	0.3046
7.9433e-08	-7.1	0	0.84344
1.2589e-07	-6.9	0	2.1157
1.9953e-07	-6.7	0	4.8073
3.1623e-07	-6.5	0	9.8949
5.0119e-07	-6.3	6	18.449
7.9433e-07	-6.1	4	31.162
1.2589e-06	-5.9	15	47.678
1.9953e-06	-5.7	80	66.08
3.1623e-06	-5.5	159	82.963
5.0119e-06	-5.3	84	94.355
7.9433e-06	-5.1	77	97.208
1.2589e-05	-4.9	84	90.72
1.9953e-05	-4.7	57	76.694
3.1623e-05	-4.5	34	58.733
5.0119e-05	-4.3	72	40.744
7.9433e-05	-4.1	44	25.604
0.00012589	-3.9	13	14.575
0.00019953	-3.7	42	7.5157
0.00031623	-3.5	21	3.5107
0.00050119	-3.3	4	1.4855
0.00079433	-3.1	0	0.56941
0.0012589	-2.9	0	0.19771
0.0019953	-2.7	0	0.062187
0.0031623	-2.5	0	0.017719
0.0050119	-2.3	1	0.0045732
0.0079433	-2.1	0	0.0010692
0.012589	-1.9	0	0.00022645
0.019953	-1.7	0	4.3446e-05
0.031623	-1.5	0	7.5506e-06
0.050119	-1.3	0	1.1887e-06
0.079433	-1.1	0	1.6952e-07
0.12589	-0.9	0	2.19e-08
0.19953	-0.7	0	2.5628e-09
0.31623	-0.5	0	2.7168e-10
0.50119	-0.3	0	2.6089e-11
0.79433	-0.1	0	2.2694e-12
1.2589	0.1	0	1.7882e-13
1.9953	0.3	0	1.2765e-14
3.1623	0.5	0	8.2537e-16
5.0119	0.7	0	4.8344e-17
7.9433	0.9	0	2.5651e-18
12.589	1.1	0	1.2329e-19
19.953	1.3	0	5.368e-21
31.623	1.5	0	2.1172e-22
50.119	1.7	0	7.5642e-24
79.433	1.9	0	2.4481e-25
