J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	1.4362
1.9953e-08	-7.7	0	3.1538
3.1623e-08	-7.5	1	6.3771
5.0119e-08	-7.3	6	11.874
7.9433e-08	-7.1	3	20.358
1.2589e-07	-6.9	5	32.139
1.9953e-07	-6.7	25	46.721
3.1623e-07	-6.5	83	62.54
5.0119e-07	-6.3	138	77.087
7.9433e-07	-6.1	87	87.492
1.2589e-06	-5.9	63	91.439
1.9953e-06	-5.7	85	87.996
3.1623e-06	-5.5	66	77.977
5.0119e-06	-5.3	40	63.627
7.9433e-06	-5.1	68	47.806
1.2589e-05	-4.9	50	33.075
1.9953e-05	-4.7	6	21.071
3.1623e-05	-4.5	48	12.361
5.0119e-05	-4.3	17	6.6769
7.9433e-05	-4.1	6	3.321
0.00012589	-3.9	0	1.5211
0.00019953	-3.7	0	0.64148
0.00031623	-3.5	0	0.24911
0.00050119	-3.3	1	0.08908
0.00079433	-3.1	0	0.029331
0.0012589	-2.9	0	0.0088932
0.0019953	-2.7	0	0.0024829
0.0031623	-2.5	0	0.00063829
0.0050119	-2.3	0	0.0001511
0.0079433	-2.1	0	3.2936e-05
0.012589	-1.9	0	6.6107e-06
0.019953	-1.7	0	1.2218e-06
0.031623	-1.5	0	2.0793e-07
0.050119	-1.3	0	3.2584e-08
0.079433	-1.1	0	4.7019e-09
0.12589	-0.9	0	6.2475e-10
0.19953	-0.7	0	7.6438e-11
0.31623	-0.5	0	8.6116e-12
0.50119	-0.3	0	8.9337e-13
0.79433	-0.1	0	8.5339e-14
1.2589	0.1	0	7.5064e-15
1.9953	0.3	0	6.0798e-16
3.1623	0.5	0	4.5344e-17
5.0119	0.7	0	3.114e-18
7.9433	0.9	0	1.9692e-19
12.589	1.1	0	1.1467e-20
19.953	1.3	0	6.1482e-22
31.623	1.5	0	3.0355e-23
50.119	1.7	0	1.38e-24
79.433	1.9	0	5.7772e-26
