J	logJ	Histogram	Fit				
1.2589e-08	-7.9	1	0.034286
1.9953e-08	-7.7	0	0.108
3.1623e-08	-7.5	0	0.31097
5.0119e-08	-7.3	0	0.8186
7.9433e-08	-7.1	0	1.9699
1.2589e-07	-6.9	0	4.3337
1.9953e-07	-6.7	0	8.7156
3.1623e-07	-6.5	4	16.024
5.0119e-07	-6.3	7	26.932
7.9433e-07	-6.1	4	41.382
1.2589e-06	-5.9	60	58.126
1.9953e-06	-5.7	136	74.64
3.1623e-06	-5.5	111	87.619
5.0119e-06	-5.3	73	94.028
7.9433e-06	-5.1	65	92.247
1.2589e-05	-4.9	87	82.732
1.9953e-05	-4.7	53	67.831
3.1623e-05	-4.5	34	50.841
5.0119e-05	-4.3	74	34.836
7.9433e-05	-4.1	12	21.821
0.00012589	-3.9	40	12.496
0.00019953	-3.7	24	6.5413
0.00031623	-3.5	12	3.1305
0.00050119	-3.3	0	1.3696
0.00079433	-3.1	0	0.54775
0.0012589	-2.9	0	0.20027
0.0019953	-2.7	0	0.06694
0.0031623	-2.5	1	0.020454
0.0050119	-2.3	0	0.0057137
0.0079433	-2.1	0	0.0014591
0.012589	-1.9	0	0.00034062
0.019953	-1.7	0	7.2693e-05
0.031623	-1.5	0	1.4182e-05
0.050119	-1.3	0	2.5295e-06
0.079433	-1.1	0	4.1243e-07
0.12589	-0.9	0	6.1475e-08
0.19953	-0.7	0	8.3768e-09
0.31623	-0.5	0	1.0435e-09
0.50119	-0.3	0	1.1883e-10
0.79433	-0.1	0	1.2371e-11
1.2589	0.1	0	1.1774e-12
1.9953	0.3	0	1.0243e-13
3.1623	0.5	0	8.1473e-15
5.0119	0.7	0	5.924e-16
7.9433	0.9	0	3.9377e-17
12.589	1.1	0	2.3928e-18
19.953	1.3	0	1.3292e-19
31.623	1.5	0	6.7503e-21
50.119	1.7	0	3.1338e-22
79.433	1.9	0	1.33e-23
