voltage_20_2_16_4	absJ_20_2_16_4	J_20_2_16_4	current_20_2_16_4	time_20_2_16_4	
0.000000E+0	6.880303E-7	-6.880303E-7	-6.671330E-13	0.000000E+0
5.000000E-2	9.348779E-7	9.348779E-7	9.064832E-13	7.031250E-1
1.000000E-1	8.802400E-6	8.802400E-6	8.535048E-12	1.406250E+0
1.500000E-1	1.617189E-5	1.617189E-5	1.568071E-11	2.109375E+0
2.000000E-1	2.073631E-5	2.073631E-5	2.010649E-11	2.812500E+0
2.500000E-1	4.052192E-5	4.052192E-5	3.929116E-11	3.515625E+0
3.000000E-1	6.013027E-5	6.013027E-5	5.830395E-11	4.218750E+0
3.500000E-1	6.705631E-5	6.705631E-5	6.501963E-11	4.921875E+0
4.000000E-1	8.740720E-5	8.740720E-5	8.475241E-11	5.625000E+0
4.500000E-1	9.997288E-5	9.997288E-5	9.693644E-11	6.328125E+0
5.000000E-1	7.613606E-5	7.613606E-5	7.382361E-11	7.443359E+0
5.000000E-1	7.570122E-5	7.570122E-5	7.340197E-11	8.619141E+0
4.500000E-1	6.458190E-5	6.458190E-5	6.262038E-11	9.322266E+0
4.000000E-1	5.710333E-5	5.710333E-5	5.536895E-11	1.002539E+1
3.500000E-1	4.407225E-5	4.407225E-5	4.273366E-11	1.072852E+1
3.000000E-1	3.799247E-5	3.799247E-5	3.683854E-11	1.143164E+1
2.500000E-1	2.434087E-5	2.434087E-5	2.360157E-11	1.213477E+1
2.000000E-1	1.926213E-5	1.926213E-5	1.867709E-11	1.283789E+1
1.500000E-1	1.570022E-5	1.570022E-5	1.522336E-11	1.354102E+1
1.000000E-1	7.758088E-7	7.758088E-7	7.522455E-13	1.424414E+1
5.000000E-2	6.177616E-6	6.177616E-6	5.989986E-12	1.494727E+1
0.000000E+0	3.762927E-6	-3.762927E-6	-3.648637E-12	1.565039E+1
-5.000000E-2	7.750904E-6	-7.750904E-6	-7.515488E-12	1.635449E+1
-1.000000E-1	1.074013E-5	-1.074013E-5	-1.041392E-11	1.705762E+1
-1.500000E-1	1.501842E-5	-1.501842E-5	-1.456227E-11	1.776074E+1
-2.000000E-1	2.093244E-5	-2.093244E-5	-2.029667E-11	1.846387E+1
-2.500000E-1	2.639830E-5	-2.639830E-5	-2.559651E-11	1.916699E+1
-3.000000E-1	3.439746E-5	-3.439746E-5	-3.335272E-11	1.987012E+1
-3.500000E-1	4.355145E-5	-4.355145E-5	-4.222868E-11	2.057324E+1
-4.000000E-1	5.075264E-5	-5.075264E-5	-4.921115E-11	2.127637E+1
-4.500000E-1	6.107325E-5	-6.107325E-5	-5.921830E-11	2.197949E+1
-5.000000E-1	6.965843E-5	-6.965843E-5	-6.754272E-11	2.268262E+1
-5.000000E-1	6.808374E-5	-6.808374E-5	-6.601585E-11	2.338574E+1
-4.500000E-1	5.909461E-5	-5.909461E-5	-5.729975E-11	2.408887E+1
-4.000000E-1	4.252734E-5	-4.252734E-5	-4.123567E-11	2.479199E+1
-3.500000E-1	3.101257E-5	-3.101257E-5	-3.007064E-11	2.549512E+1
-3.000000E-1	2.750767E-5	-2.750767E-5	-2.667219E-11	2.619824E+1
-2.500000E-1	2.508275E-5	-2.508275E-5	-2.432092E-11	2.690137E+1
-2.000000E-1	1.806341E-5	-1.806341E-5	-1.751478E-11	2.760449E+1
-1.500000E-1	1.325747E-5	-1.325747E-5	-1.285481E-11	2.830762E+1
-1.000000E-1	1.048632E-5	-1.048632E-5	-1.016782E-11	2.901074E+1
-5.000000E-2	4.822367E-6	-4.822367E-6	-4.675899E-12	2.971387E+1
0.000000E+0	1.870357E-7	-1.870357E-7	-1.813549E-13	3.041699E+1
0.000000E+0	1.344087E-6	-1.344087E-6	-1.303263E-12	3.112109E+1
5.000000E-2	1.000501E-6	1.000501E-6	9.701129E-13	3.182422E+1
1.000000E-1	4.198242E-6	4.198242E-6	4.070730E-12	3.252734E+1
1.500000E-1	6.952825E-6	6.952825E-6	6.741649E-12	3.323047E+1
2.000000E-1	1.232769E-5	1.232769E-5	1.195327E-11	3.393359E+1
2.500000E-1	1.591366E-5	1.591366E-5	1.543032E-11	3.463672E+1
3.000000E-1	2.135304E-5	2.135304E-5	2.070449E-11	3.533984E+1
3.500000E-1	2.943855E-5	2.943855E-5	2.854442E-11	3.604297E+1
4.000000E-1	4.151277E-5	4.151277E-5	4.025192E-11	3.674609E+1
4.500000E-1	5.006625E-5	5.006625E-5	4.854561E-11	3.744922E+1
5.000000E-1	5.797469E-5	5.797469E-5	5.621385E-11	3.815234E+1
5.000000E-1	5.667213E-5	5.667213E-5	5.495085E-11	3.885547E+1
4.500000E-1	4.886455E-5	4.886455E-5	4.738041E-11	3.955859E+1
4.000000E-1	4.492408E-5	4.492408E-5	4.355962E-11	4.026172E+1
3.500000E-1	3.451259E-5	3.451259E-5	3.346435E-11	4.096484E+1
3.000000E-1	2.648684E-5	2.648684E-5	2.568236E-11	4.166797E+1
2.500000E-1	1.817809E-5	1.817809E-5	1.762597E-11	4.237109E+1
2.000000E-1	1.612640E-5	1.612640E-5	1.563660E-11	4.307422E+1
1.500000E-1	8.652133E-6	8.652133E-6	8.389345E-12	4.377734E+1
1.000000E-1	6.499376E-6	6.499376E-6	6.301973E-12	4.448047E+1
5.000000E-2	1.263665E-6	1.263665E-6	1.225284E-12	4.518359E+1
0.000000E+0	1.565057E-6	-1.565057E-6	-1.517522E-12	4.588672E+1
-5.000000E-2	4.119079E-6	-4.119079E-6	-3.993972E-12	4.659082E+1
-1.000000E-1	7.480397E-6	-7.480397E-6	-7.253198E-12	4.729395E+1
-1.500000E-1	1.223338E-5	-1.223338E-5	-1.186182E-11	4.799707E+1
-2.000000E-1	1.737116E-5	-1.737116E-5	-1.684355E-11	4.870020E+1
-2.500000E-1	2.233713E-5	-2.233713E-5	-2.165869E-11	4.940332E+1
-3.000000E-1	2.916014E-5	-2.916014E-5	-2.827447E-11	5.010645E+1
-3.500000E-1	3.746635E-5	-3.746635E-5	-3.632840E-11	5.080957E+1
-4.000000E-1	4.644016E-5	-4.644016E-5	-4.502965E-11	5.151270E+1
-4.500000E-1	5.820204E-5	-5.820204E-5	-5.643429E-11	5.221582E+1
