voltage_spot_1_run_2_20	absJ_spot_1_run_2_20	J_spot_1_run_2_20	current_spot_1_run_2_20	time_spot_1_run_2_20	
0.000000E+0	3.156324E-6	-3.156324E-6	-2.399399E-11	0.000000E+0
5.000000E-2	2.554187E-3	2.554187E-3	1.941662E-8	7.421875E-1
1.000000E-1	5.639688E-3	5.639688E-3	4.287222E-8	1.109375E+0
1.500000E-1	9.949509E-3	9.949509E-3	7.563496E-8	1.477539E+0
2.000000E-1	1.536251E-2	1.536251E-2	1.167839E-7	2.597656E+0
2.500000E-1	2.176416E-2	2.176416E-2	1.654485E-7	2.964844E+0
3.000000E-1	2.861059E-2	2.861059E-2	2.174942E-7	3.333008E+0
3.500000E-1	3.785258E-2	3.785258E-2	2.877507E-7	3.701172E+0
4.000000E-1	5.063093E-2	5.063093E-2	3.848902E-7	4.068359E+0
4.500000E-1	6.433234E-2	6.433234E-2	4.890466E-7	4.436523E+0
5.000000E-1	7.804839E-2	7.804839E-2	5.933144E-7	4.803711E+0
5.000000E-1	8.109210E-2	8.109210E-2	6.164523E-7	5.171875E+0
4.500000E-1	6.766389E-2	6.766389E-2	5.143727E-7	5.540039E+0
4.000000E-1	5.567844E-2	5.567844E-2	4.232607E-7	5.907227E+0
3.500000E-1	4.471789E-2	4.471789E-2	3.399400E-7	6.275391E+0
3.000000E-1	3.467293E-2	3.467293E-2	2.635794E-7	6.643555E+0
2.500000E-1	2.622419E-2	2.622419E-2	1.993531E-7	7.010742E+0
2.000000E-1	1.848744E-2	1.848744E-2	1.405393E-7	7.378906E+0
1.500000E-1	1.211789E-2	1.211789E-2	9.211870E-8	8.120117E+0
1.000000E-1	7.133077E-3	7.133077E-3	5.422478E-8	8.488281E+0
5.000000E-2	3.109138E-3	3.109138E-3	2.363529E-8	8.855469E+0
0.000000E+0	3.244647E-6	-3.244647E-6	-2.466541E-11	1.003027E+1
-5.000000E-2	2.707464E-3	-2.707464E-3	-2.058181E-8	1.077246E+1
-1.000000E-1	5.400393E-3	-5.400393E-3	-4.105313E-8	1.114062E+1
-1.500000E-1	8.638367E-3	-8.638367E-3	-6.566782E-8	1.150781E+1
