voltage_spot_9_scan_1	absJ_spot_9_scan_1	J_spot_9_scan_1	current_spot_9_scan_1	time_spot_9_scan_1	
0.000000E+0	9.060169E-8	-9.060169E-8	-3.513995E-13	0.000000E+0
5.000000E-2	9.020205E-5	9.020205E-5	3.498495E-10	1.115234E+0
1.000000E-1	2.127656E-4	2.127656E-4	8.252133E-10	1.483398E+0
1.500000E-1	3.723621E-4	3.723621E-4	1.444210E-9	2.598633E+0
2.000000E-1	6.075801E-4	6.075801E-4	2.356505E-9	2.965820E+0
2.500000E-1	9.407880E-4	9.407880E-4	3.648855E-9	3.333984E+0
3.000000E-1	1.426163E-3	1.426163E-3	5.531388E-9	3.702148E+0
3.500000E-1	1.959043E-3	1.959043E-3	7.598167E-9	4.069336E+0
4.000000E-1	2.642497E-3	2.642497E-3	1.024895E-8	4.437500E+0
4.500000E-1	3.503018E-3	3.503018E-3	1.358649E-8	5.551758E+0
5.000000E-1	4.530689E-3	4.530689E-3	1.757232E-8	5.918945E+0
5.000000E-1	4.542036E-3	4.542036E-3	1.761633E-8	6.287109E+0
4.500000E-1	3.575814E-3	3.575814E-3	1.386883E-8	6.655273E+0
4.000000E-1	2.719738E-3	2.719738E-3	1.054853E-8	7.022461E+0
3.500000E-1	1.977637E-3	1.977637E-3	7.670282E-9	7.763672E+0
3.000000E-1	1.394997E-3	1.394997E-3	5.410507E-9	8.131836E+0
2.500000E-1	9.546636E-4	9.546636E-4	3.702672E-9	8.499023E+0
2.000000E-1	5.706561E-4	5.706561E-4	2.213295E-9	8.867188E+0
1.500000E-1	3.374990E-4	3.374990E-4	1.308993E-9	9.235352E+0
1.000000E-1	1.956970E-4	1.956970E-4	7.590128E-10	9.975586E+0
5.000000E-2	8.287506E-5	8.287506E-5	3.214317E-10	1.034473E+1
0.000000E+0	1.527251E-7	-1.527251E-7	-5.923456E-13	1.151953E+1
-5.000000E-2	7.760275E-5	-7.760275E-5	-3.009830E-10	1.263477E+1
-1.000000E-1	1.727550E-4	-1.727550E-4	-6.700321E-10	1.300391E+1
-1.500000E-1	3.149029E-4	-3.149029E-4	-1.221354E-9	1.411816E+1
-2.000000E-1	4.931972E-4	-4.931972E-4	-1.912870E-9	1.448633E+1
-2.500000E-1	7.490550E-4	-7.490550E-4	-2.905217E-9	1.485352E+1
-3.000000E-1	1.111954E-3	-1.111954E-3	-4.312724E-9	1.522168E+1
-3.500000E-1	1.582009E-3	-1.582009E-3	-6.135835E-9	1.558984E+1
-4.000000E-1	2.145909E-3	-2.145909E-3	-8.322928E-9	1.595703E+1
-4.500000E-1	2.981019E-3	-2.981019E-3	-1.156191E-8	1.707129E+1
-5.000000E-1	3.751485E-3	-3.751485E-3	-1.455017E-8	1.743945E+1
