voltage_22_2_16_4	absJ_22_2_16_4	J_22_2_16_4	current_22_2_16_4	time_22_2_16_4	
0.000000E+0	9.671812E-7	-9.671812E-7	-9.378054E-13	0.000000E+0
5.000000E-2	1.706994E-6	1.706994E-6	1.655148E-12	7.031250E-1
1.000000E-1	5.089523E-6	5.089523E-6	4.934941E-12	1.406250E+0
1.500000E-1	9.937009E-6	9.937009E-6	9.635195E-12	2.109375E+0
2.000000E-1	1.517459E-5	1.517459E-5	1.471370E-11	2.812500E+0
2.500000E-1	2.250773E-5	2.250773E-5	2.182411E-11	3.515625E+0
3.000000E-1	2.986957E-5	2.986957E-5	2.896235E-11	4.218750E+0
3.500000E-1	3.414144E-5	3.414144E-5	3.310447E-11	4.921875E+0
4.000000E-1	4.199035E-5	4.199035E-5	4.071499E-11	5.625000E+0
4.500000E-1	5.421066E-5	5.421066E-5	5.256414E-11	6.328125E+0
5.000000E-1	7.430167E-5	7.430167E-5	7.204493E-11	7.031250E+0
5.000000E-1	6.975150E-5	6.975150E-5	6.763296E-11	7.734375E+0
4.500000E-1	5.196384E-5	5.196384E-5	5.038556E-11	8.437500E+0
4.000000E-1	4.257910E-5	4.257910E-5	4.128586E-11	9.140625E+0
3.500000E-1	3.403459E-5	3.403459E-5	3.300087E-11	9.843750E+0
3.000000E-1	2.500584E-5	2.500584E-5	2.424635E-11	1.054688E+1
2.500000E-1	2.045266E-5	2.045266E-5	1.983146E-11	1.125000E+1
2.000000E-1	1.338756E-5	1.338756E-5	1.298094E-11	1.195313E+1
1.500000E-1	7.521889E-6	7.521889E-6	7.293430E-12	1.265723E+1
1.000000E-1	4.351872E-6	4.351872E-6	4.219694E-12	1.336035E+1
5.000000E-2	1.523193E-6	1.523193E-6	1.476930E-12	1.406348E+1
0.000000E+0	1.559432E-6	-1.559432E-6	-1.512068E-12	1.476660E+1
-5.000000E-2	3.929453E-6	-3.929453E-6	-3.810105E-12	1.546973E+1
-1.000000E-1	6.929509E-6	-6.929509E-6	-6.719042E-12	1.617383E+1
-1.500000E-1	1.029621E-5	-1.029621E-5	-9.983486E-12	1.687695E+1
-2.000000E-1	1.455117E-5	-1.455117E-5	-1.410921E-11	1.758008E+1
-2.500000E-1	1.998248E-5	-1.998248E-5	-1.937556E-11	1.828320E+1
-3.000000E-1	2.346894E-5	-2.346894E-5	-2.275613E-11	1.898633E+1
-3.500000E-1	3.101199E-5	-3.101199E-5	-3.007007E-11	1.968945E+1
-4.000000E-1	3.888835E-5	-3.888835E-5	-3.770721E-11	2.039258E+1
-4.500000E-1	4.147774E-5	-4.147774E-5	-4.021795E-11	2.109570E+1
-5.000000E-1	5.239277E-5	-5.239277E-5	-5.080146E-11	2.179883E+1
-5.000000E-1	5.235585E-5	-5.235585E-5	-5.076567E-11	2.250195E+1
-4.500000E-1	4.565341E-5	-4.565341E-5	-4.426680E-11	2.320508E+1
-4.000000E-1	3.442410E-5	-3.442410E-5	-3.337855E-11	2.390820E+1
-3.500000E-1	2.865240E-5	-2.865240E-5	-2.778215E-11	2.461133E+1
-3.000000E-1	2.146518E-5	-2.146518E-5	-2.081323E-11	2.531445E+1
-2.500000E-1	1.742821E-5	-1.742821E-5	-1.689887E-11	2.601758E+1
-2.000000E-1	1.468063E-5	-1.468063E-5	-1.423474E-11	2.672070E+1
-1.500000E-1	9.928507E-6	-9.928507E-6	-9.626952E-12	2.742383E+1
-1.000000E-1	5.535344E-6	-5.535344E-6	-5.367221E-12	2.812695E+1
-5.000000E-2	3.326697E-6	-3.326697E-6	-3.225656E-12	2.883008E+1
0.000000E+0	6.056618E-7	-6.056618E-7	-5.872663E-13	2.953320E+1
0.000000E+0	1.235139E-6	-1.235139E-6	-1.197625E-12	3.023730E+1
5.000000E-2	9.626012E-7	9.626012E-7	9.333645E-13	3.094043E+1
1.000000E-1	3.918203E-6	3.918203E-6	3.799197E-12	3.164355E+1
1.500000E-1	8.171949E-6	8.171949E-6	7.923745E-12	3.234668E+1
2.000000E-1	1.466354E-5	1.466354E-5	1.421817E-11	3.304980E+1
2.500000E-1	1.743992E-5	1.743992E-5	1.691022E-11	3.375293E+1
3.000000E-1	2.404465E-5	2.404465E-5	2.331435E-11	3.445605E+1
3.500000E-1	2.878859E-5	2.878859E-5	2.791420E-11	3.515918E+1
4.000000E-1	3.565002E-5	3.565002E-5	3.456723E-11	3.586230E+1
4.500000E-1	4.281239E-5	4.281239E-5	4.151206E-11	3.656543E+1
5.000000E-1	4.782232E-5	4.782232E-5	4.636983E-11	3.726855E+1
5.000000E-1	4.850397E-5	4.850397E-5	4.703078E-11	3.797168E+1
4.500000E-1	3.930651E-5	3.930651E-5	3.811267E-11	3.867480E+1
4.000000E-1	3.592650E-5	3.592650E-5	3.483532E-11	3.937793E+1
3.500000E-1	2.727898E-5	2.727898E-5	2.645044E-11	4.008105E+1
3.000000E-1	2.187341E-5	2.187341E-5	2.120906E-11	4.078418E+1
2.500000E-1	1.636098E-5	1.636098E-5	1.586405E-11	4.148730E+1
2.000000E-1	1.116942E-5	1.116942E-5	1.083018E-11	4.219043E+1
1.500000E-1	6.776595E-6	6.776595E-6	6.570772E-12	4.289355E+1
1.000000E-1	3.312413E-6	3.312413E-6	3.211806E-12	4.359668E+1
5.000000E-2	4.752178E-7	4.752178E-7	4.607842E-13	4.429980E+1
0.000000E+0	1.763715E-6	-1.763715E-6	-1.710146E-12	4.500293E+1
-5.000000E-2	3.750647E-6	-3.750647E-6	-3.636730E-12	4.570703E+1
-1.000000E-1	7.141278E-6	-7.141278E-6	-6.924378E-12	4.641016E+1
-1.500000E-1	8.889749E-6	-8.889749E-6	-8.619744E-12	4.711328E+1
-2.000000E-1	1.189265E-5	-1.189265E-5	-1.153144E-11	4.781641E+1
-2.500000E-1	1.606793E-5	-1.606793E-5	-1.557990E-11	4.851953E+1
-3.000000E-1	2.040752E-5	-2.040752E-5	-1.978769E-11	4.922266E+1
-3.500000E-1	2.476681E-5	-2.476681E-5	-2.401458E-11	4.992578E+1
-4.000000E-1	3.148059E-5	-3.148059E-5	-3.052444E-11	5.062891E+1
-4.500000E-1	3.293709E-5	-3.293709E-5	-3.193670E-11	5.133203E+1
-5.000000E-1	4.131556E-5	-4.131556E-5	-4.006070E-11	5.203516E+1
-5.000000E-1	5.550932E-5	-5.550932E-5	-5.382336E-11	5.273926E+1
-4.500000E-1	4.474028E-5	-4.474028E-5	-4.338140E-11	5.344238E+1
-4.000000E-1	3.644627E-5	-3.644627E-5	-3.533930E-11	5.414551E+1
-3.500000E-1	2.811049E-5	-2.811049E-5	-2.725670E-11	5.484863E+1
-3.000000E-1	2.098301E-5	-2.098301E-5	-2.034570E-11	5.555176E+1
-2.500000E-1	1.528410E-5	-1.528410E-5	-1.481988E-11	5.625488E+1
-2.000000E-1	1.076688E-5	-1.076688E-5	-1.043986E-11	5.695801E+1
-1.500000E-1	7.703658E-6	-7.703658E-6	-7.469678E-12	5.766113E+1
-1.000000E-1	7.286792E-6	-7.286792E-6	-7.065473E-12	5.836426E+1
-5.000000E-2	3.728319E-6	-3.728319E-6	-3.615080E-12	5.906738E+1
0.000000E+0	1.099772E-6	-1.099772E-6	-1.066369E-12	5.977051E+1
0.000000E+0	1.223203E-6	-1.223203E-6	-1.186051E-12	6.047461E+1
5.000000E-2	8.646321E-7	8.646321E-7	8.383710E-13	6.117773E+1
1.000000E-1	2.941061E-6	2.941061E-6	2.851733E-12	6.188086E+1
1.500000E-1	6.008758E-6	6.008758E-6	5.826256E-12	6.258398E+1
2.000000E-1	9.574645E-6	9.574645E-6	9.283838E-12	6.328711E+1
2.500000E-1	1.408101E-5	1.408101E-5	1.365333E-11	6.399023E+1
3.000000E-1	2.138573E-5	2.138573E-5	2.073619E-11	6.469336E+1
3.500000E-1	2.804451E-5	2.804451E-5	2.719272E-11	6.539648E+1
4.000000E-1	3.307170E-5	3.307170E-5	3.206722E-11	6.609961E+1
4.500000E-1	3.930301E-5	3.930301E-5	3.810927E-11	6.680371E+1
5.000000E-1	5.112615E-5	5.112615E-5	4.957331E-11	6.750684E+1
5.000000E-1	4.754235E-5	4.754235E-5	4.609836E-11	6.820996E+1
4.500000E-1	3.878340E-5	3.878340E-5	3.760545E-11	6.891309E+1
4.000000E-1	3.449646E-5	3.449646E-5	3.344871E-11	6.961621E+1
3.500000E-1	2.463068E-5	2.463068E-5	2.388258E-11	7.031934E+1
3.000000E-1	1.842106E-5	1.842106E-5	1.786156E-11	7.102246E+1
2.500000E-1	1.304771E-5	1.304771E-5	1.265142E-11	7.172559E+1
2.000000E-1	1.009307E-5	1.009307E-5	9.786519E-12	7.242871E+1
1.500000E-1	5.669552E-6	5.669552E-6	5.497353E-12	7.313184E+1
1.000000E-1	3.052799E-6	3.052799E-6	2.960077E-12	7.383496E+1
5.000000E-2	7.253001E-7	7.253001E-7	7.032708E-13	7.453809E+1
0.000000E+0	1.491005E-6	-1.491005E-6	-1.445719E-12	7.524121E+1
-5.000000E-2	3.623381E-6	-3.623381E-6	-3.513329E-12	7.594531E+1
-1.000000E-1	6.190154E-6	-6.190154E-6	-6.002143E-12	7.664844E+1
-1.500000E-1	7.245944E-6	-7.245944E-6	-7.025866E-12	7.735156E+1
-2.000000E-1	1.019365E-5	-1.019365E-5	-9.884038E-12	7.805469E+1
