voltage_16_2_16_3	absJ_16_2_16_3	J_16_2_16_3	current_16_2_16_3	time_16_2_16_3	
0.000000E+0	2.078195E-7	2.078195E-7	2.901707E-13	0.000000E+0
5.000000E-2	1.757120E-5	1.757120E-5	2.453402E-11	7.031250E-1
1.000000E-1	3.817324E-5	3.817324E-5	5.329990E-11	1.406250E+0
1.500000E-1	6.217486E-5	6.217486E-5	8.681249E-11	2.109375E+0
2.000000E-1	1.014434E-4	1.014434E-4	1.416417E-10	3.224609E+0
2.500000E-1	1.312960E-4	1.312960E-4	1.833238E-10	3.592773E+0
3.000000E-1	1.674567E-4	1.674567E-4	2.338136E-10	3.961914E+0
3.500000E-1	2.158970E-4	2.158970E-4	3.014491E-10	4.330078E+0
4.000000E-1	2.597011E-4	2.597011E-4	3.626111E-10	4.698242E+0
4.500000E-1	3.018766E-4	3.018766E-4	4.214992E-10	5.067383E+0
5.000000E-1	3.606552E-4	3.606552E-4	5.035697E-10	5.435547E+0
5.000000E-1	3.420545E-4	3.420545E-4	4.775981E-10	5.803711E+0
4.500000E-1	3.023124E-4	3.023124E-4	4.221078E-10	6.172852E+0
4.000000E-1	2.420290E-4	2.420290E-4	3.379363E-10	6.541016E+0
3.500000E-1	1.939024E-4	1.939024E-4	2.707388E-10	6.909180E+0
3.000000E-1	1.543596E-4	1.543596E-4	2.155266E-10	7.278320E+0
2.500000E-1	1.197618E-4	1.197618E-4	1.672190E-10	7.646484E+0
2.000000E-1	8.954900E-5	8.954900E-5	1.250340E-10	8.014648E+0
1.500000E-1	6.034840E-5	6.034840E-5	8.426226E-11	9.190430E+0
1.000000E-1	3.953237E-5	3.953237E-5	5.519760E-11	9.893555E+0
5.000000E-2	1.880774E-5	1.880774E-5	2.626056E-11	1.059668E+1
0.000000E+0	4.047852E-7	-4.047852E-7	-5.651868E-13	1.129980E+1
-5.000000E-2	1.766786E-5	-1.766786E-5	-2.466898E-11	1.200293E+1
-1.000000E-1	3.536985E-5	-3.536985E-5	-4.938562E-11	1.270605E+1
-1.500000E-1	5.439495E-5	-5.439495E-5	-7.594968E-11	1.341016E+1
-2.000000E-1	7.559140E-5	-7.559140E-5	-1.055455E-10	1.452539E+1
-2.500000E-1	9.148904E-5	-9.148904E-5	-1.277428E-10	1.489355E+1
-3.000000E-1	1.125540E-4	-1.125540E-4	-1.571550E-10	1.526172E+1
-3.500000E-1	1.372987E-4	-1.372987E-4	-1.917052E-10	1.563086E+1
-4.000000E-1	1.594641E-4	-1.594641E-4	-2.226539E-10	1.599902E+1
-4.500000E-1	1.809530E-4	-1.809530E-4	-2.526581E-10	1.636719E+1
-5.000000E-1	2.144599E-4	-2.144599E-4	-2.994425E-10	1.673633E+1
-5.000000E-1	2.204025E-4	-2.204025E-4	-3.077399E-10	1.710449E+1
-4.500000E-1	1.828800E-4	-1.828800E-4	-2.553486E-10	1.747266E+1
-4.000000E-1	1.586580E-4	-1.586580E-4	-2.215284E-10	1.784180E+1
-3.500000E-1	1.384753E-4	-1.384753E-4	-1.933480E-10	1.820996E+1
-3.000000E-1	1.201059E-4	-1.201059E-4	-1.676995E-10	1.857910E+1
-2.500000E-1	9.420901E-5	-9.420901E-5	-1.315406E-10	1.894727E+1
-2.000000E-1	7.511548E-5	-7.511548E-5	-1.048810E-10	1.931543E+1
-1.500000E-1	5.381353E-5	-5.381353E-5	-7.513787E-11	2.049121E+1
-1.000000E-1	3.556761E-5	-3.556761E-5	-4.966175E-11	2.119434E+1
-5.000000E-2	1.886070E-5	-1.886070E-5	-2.633450E-11	2.189746E+1
0.000000E+0	1.026315E-6	-1.026315E-6	-1.433006E-12	2.260059E+1
0.000000E+0	8.567918E-7	-8.567918E-7	-1.196307E-12	2.330469E+1
5.000000E-2	1.797964E-5	1.797964E-5	2.510431E-11	2.400781E+1
1.000000E-1	3.955143E-5	3.955143E-5	5.522421E-11	2.471094E+1
1.500000E-1	6.148425E-5	6.148425E-5	8.584821E-11	2.541406E+1
2.000000E-1	9.000708E-5	9.000708E-5	1.256736E-10	2.652930E+1
2.500000E-1	1.162000E-4	1.162000E-4	1.622458E-10	2.689746E+1
3.000000E-1	1.510611E-4	1.510611E-4	2.109211E-10	2.726563E+1
3.500000E-1	1.914426E-4	1.914426E-4	2.673043E-10	2.763477E+1
4.000000E-1	2.395730E-4	2.395730E-4	3.345070E-10	2.800293E+1
4.500000E-1	2.910219E-4	2.910219E-4	4.063433E-10	2.837109E+1
5.000000E-1	3.342349E-4	3.342349E-4	4.666799E-10	2.874023E+1
5.000000E-1	3.513051E-4	3.513051E-4	4.905145E-10	2.910840E+1
4.500000E-1	3.075099E-4	3.075099E-4	4.293648E-10	2.947656E+1
4.000000E-1	2.453854E-4	2.453854E-4	3.426227E-10	2.984570E+1
3.500000E-1	2.001770E-4	2.001770E-4	2.794998E-10	3.021387E+1
3.000000E-1	1.631170E-4	1.631170E-4	2.277543E-10	3.058203E+1
2.500000E-1	1.179352E-4	1.179352E-4	1.646686E-10	3.095117E+1
2.000000E-1	9.036289E-5	9.036289E-5	1.261704E-10	3.131934E+1
1.500000E-1	7.304868E-5	7.304868E-5	1.019952E-10	3.249414E+1
1.000000E-1	4.541077E-5	4.541077E-5	6.340539E-11	3.319727E+1
5.000000E-2	2.051644E-5	2.051644E-5	2.864635E-11	3.390039E+1
0.000000E+0	1.709747E-7	1.709747E-7	2.387257E-13	3.460352E+1
-5.000000E-2	2.096845E-5	-2.096845E-5	-2.927748E-11	3.530762E+1
-1.000000E-1	4.136111E-5	-4.136111E-5	-5.775101E-11	3.601074E+1
-1.500000E-1	6.433830E-5	-6.433830E-5	-8.983322E-11	3.671387E+1
-2.000000E-1	9.007627E-5	-9.007627E-5	-1.257702E-10	3.782910E+1
-2.500000E-1	1.150176E-4	-1.150176E-4	-1.605948E-10	3.819727E+1
-3.000000E-1	1.340819E-4	-1.340819E-4	-1.872137E-10	3.856641E+1
-3.500000E-1	1.606392E-4	-1.606392E-4	-2.242946E-10	3.893457E+1
-4.000000E-1	1.866625E-4	-1.866625E-4	-2.606300E-10	3.930273E+1
-4.500000E-1	2.071334E-4	-2.071334E-4	-2.892128E-10	3.967188E+1
-5.000000E-1	2.322951E-4	-2.322951E-4	-3.243451E-10	4.004004E+1
-5.000000E-1	2.187995E-4	-2.187995E-4	-3.055018E-10	4.040820E+1
-4.500000E-1	2.015181E-4	-2.015181E-4	-2.813723E-10	4.077734E+1
-4.000000E-1	1.681087E-4	-1.681087E-4	-2.347240E-10	4.114551E+1
-3.500000E-1	1.477576E-4	-1.477576E-4	-2.063085E-10	4.151367E+1
-3.000000E-1	1.285961E-4	-1.285961E-4	-1.795541E-10	4.188184E+1
-2.500000E-1	1.059536E-4	-1.059536E-4	-1.479391E-10	4.225098E+1
-2.000000E-1	8.184996E-5	-8.184996E-5	-1.142841E-10	4.261914E+1
-1.500000E-1	6.449477E-5	-6.449477E-5	-9.005169E-11	4.379395E+1
-1.000000E-1	4.337254E-5	-4.337254E-5	-6.055949E-11	4.449707E+1
-5.000000E-2	2.201776E-5	-2.201776E-5	-3.074260E-11	4.520020E+1
0.000000E+0	1.115132E-6	-1.115132E-6	-1.557018E-12	4.590430E+1
0.000000E+0	9.069850E-7	-9.069850E-7	-1.266390E-12	4.660742E+1
5.000000E-2	2.135813E-5	2.135813E-5	2.982158E-11	4.731055E+1
1.000000E-1	4.720712E-5	4.720712E-5	6.591357E-11	4.801367E+1
1.500000E-1	7.472967E-5	7.472967E-5	1.043423E-10	4.912891E+1
2.000000E-1	1.070434E-4	1.070434E-4	1.494608E-10	4.949707E+1
2.500000E-1	1.429823E-4	1.429823E-4	1.996409E-10	4.986621E+1
3.000000E-1	1.865460E-4	1.865460E-4	2.604674E-10	5.023438E+1
3.500000E-1	2.253432E-4	2.253432E-4	3.146384E-10	5.060254E+1
4.000000E-1	2.762979E-4	2.762979E-4	3.857846E-10	5.097168E+1
4.500000E-1	3.333596E-4	3.333596E-4	4.654578E-10	5.133984E+1
5.000000E-1	4.245462E-4	4.245462E-4	5.927783E-10	5.170801E+1
5.000000E-1	4.010419E-4	4.010419E-4	5.599601E-10	5.207715E+1
4.500000E-1	3.581552E-4	3.581552E-4	5.000790E-10	5.244531E+1
4.000000E-1	2.844222E-4	2.844222E-4	3.971283E-10	5.281348E+1
3.500000E-1	2.484078E-4	2.484078E-4	3.468427E-10	5.318262E+1
3.000000E-1	1.937074E-4	1.937074E-4	2.704665E-10	5.355078E+1
2.500000E-1	1.584557E-4	1.584557E-4	2.212459E-10	5.391895E+1
2.000000E-1	1.157195E-4	1.157195E-4	1.615749E-10	5.428809E+1
1.500000E-1	8.150210E-5	8.150210E-5	1.137984E-10	5.465625E+1
1.000000E-1	4.949379E-5	4.949379E-5	6.910637E-11	5.583105E+1
5.000000E-2	2.447583E-5	2.447583E-5	3.417470E-11	5.653418E+1
0.000000E+0	3.385899E-7	-3.385899E-7	-4.727607E-13	5.723730E+1
-5.000000E-2	2.316234E-5	-2.316234E-5	-3.234073E-11	5.794141E+1
-1.000000E-1	4.411498E-5	-4.411498E-5	-6.159613E-11	5.864453E+1
-1.500000E-1	6.792997E-5	-6.792997E-5	-9.484813E-11	5.934766E+1
-2.000000E-1	1.062590E-4	-1.062590E-4	-1.483655E-10	6.046289E+1
-2.500000E-1	1.311688E-4	-1.311688E-4	-1.831462E-10	6.083105E+1
-3.000000E-1	1.644172E-4	-1.644172E-4	-2.295697E-10	6.120020E+1
-3.500000E-1	1.630518E-4	-1.630518E-4	-2.276632E-10	6.156836E+1
-4.000000E-1	1.897280E-4	-1.897280E-4	-2.649103E-10	6.193652E+1
-4.500000E-1	2.267611E-4	-2.267611E-4	-3.166182E-10	6.230566E+1
-5.000000E-1	2.687797E-4	-2.687797E-4	-3.752872E-10	6.267383E+1
-5.000000E-1	2.730329E-4	-2.730329E-4	-3.812259E-10	6.304199E+1
-4.500000E-1	2.322164E-4	-2.322164E-4	-3.242352E-10	6.341113E+1
-4.000000E-1	2.078450E-4	-2.078450E-4	-2.902064E-10	6.377930E+1
-3.500000E-1	1.838037E-4	-1.838037E-4	-2.566384E-10	6.414746E+1
-3.000000E-1	1.564895E-4	-1.564895E-4	-2.185006E-10	6.451660E+1
-2.500000E-1	1.327000E-4	-1.327000E-4	-1.852842E-10	6.488477E+1
-2.000000E-1	1.028302E-4	-1.028302E-4	-1.435781E-10	6.525293E+1
-1.500000E-1	7.904862E-5	-7.904862E-5	-1.103727E-10	6.562207E+1
-1.000000E-1	4.975225E-5	-4.975225E-5	-6.946725E-11	6.679688E+1
-5.000000E-2	2.618101E-5	-2.618101E-5	-3.655559E-11	6.750000E+1
