voltage_spot_4_run_1	absJ_spot_4_run_1	J_spot_4_run_1	current_spot_4_run_1	time_spot_4_run_1	
0.000000E+0	2.907894E-5	-2.907894E-5	-2.887243E-10	0.000000E+0
5.000000E-2	2.975249E-2	2.975249E-2	2.954120E-7	7.421875E-1
1.000000E-1	7.047708E-2	7.047708E-2	6.997658E-7	1.109375E+0
1.500000E-1	1.219126E-1	1.219126E-1	1.210468E-6	2.237305E+0
2.000000E-1	1.776597E-1	1.776597E-1	1.763980E-6	2.604492E+0
2.500000E-1	1.795561E-1	1.795561E-1	1.782810E-6	2.972656E+0
3.000000E-1	2.631605E-1	2.631605E-1	2.612916E-6	3.339844E+0
3.500000E-1	2.587241E-1	2.587241E-1	2.568867E-6	3.708008E+0
4.000000E-1	3.901740E-1	3.901740E-1	3.874032E-6	4.076172E+0
4.500000E-1	4.088670E-1	4.088670E-1	4.059634E-6	4.443359E+0
5.000000E-1	4.657122E-1	4.657122E-1	4.624049E-6	4.811523E+0
5.000000E-1	4.518869E-1	4.518869E-1	4.486778E-6	5.179688E+0
4.500000E-1	4.356877E-1	4.356877E-1	4.325936E-6	5.546875E+0
4.000000E-1	3.782665E-1	3.782665E-1	3.755802E-6	5.915039E+0
3.500000E-1	3.063261E-1	3.063261E-1	3.041507E-6	6.282227E+0
3.000000E-1	2.642845E-1	2.642845E-1	2.624077E-6	6.650391E+0
2.500000E-1	2.044146E-1	2.044146E-1	2.029629E-6	7.018555E+0
2.000000E-1	1.501138E-1	1.501138E-1	1.490478E-6	7.385742E+0
1.500000E-1	1.056795E-1	1.056795E-1	1.049290E-6	7.753906E+0
1.000000E-1	6.667611E-2	6.667611E-2	6.620260E-7	8.495117E+0
5.000000E-2	3.379858E-2	3.379858E-2	3.355856E-7	8.862305E+0
0.000000E+0	1.014017E-4	-1.014017E-4	-1.006816E-9	9.603516E+0
-5.000000E-2	4.190407E-2	-4.190407E-2	-4.160648E-7	1.071875E+1
-1.000000E-1	8.254320E-2	-8.254320E-2	-8.195701E-7	1.108594E+1
-1.500000E-1	8.186712E-2	-8.186712E-2	-8.128573E-7	1.221289E+1
-2.000000E-1	1.152500E-1	-1.152500E-1	-1.144315E-6	1.258105E+1
-2.500000E-1	2.290635E-1	-2.290635E-1	-2.274368E-6	1.294824E+1
-3.000000E-1	2.665337E-1	-2.665337E-1	-2.646409E-6	1.331641E+1
-3.500000E-1	2.402898E-1	-2.402898E-1	-2.385834E-6	1.368457E+1
-4.000000E-1	2.798616E-1	-2.798616E-1	-2.778741E-6	1.405176E+1
-4.500000E-1	2.903694E-1	-2.903694E-1	-2.883073E-6	1.441992E+1
-5.000000E-1	3.488262E-1	-3.488262E-1	-3.463490E-6	1.478711E+1
-5.000000E-1	3.408894E-1	-3.408894E-1	-3.384686E-6	1.515527E+1
-4.500000E-1	2.737553E-1	-2.737553E-1	-2.718112E-6	1.552344E+1
-4.000000E-1	2.318408E-1	-2.318408E-1	-2.301944E-6	1.589063E+1
-3.500000E-1	1.866506E-1	-1.866506E-1	-1.853251E-6	1.625879E+1
-3.000000E-1	1.524109E-1	-1.524109E-1	-1.513285E-6	1.662598E+1
-2.500000E-1	1.220105E-1	-1.220105E-1	-1.211440E-6	1.699414E+1
-2.000000E-1	8.728650E-2	-8.728650E-2	-8.666663E-7	1.773535E+1
-1.500000E-1	6.899300E-2	-6.899300E-2	-6.850304E-7	1.810254E+1
-1.000000E-1	4.861417E-2	-4.861417E-2	-4.826893E-7	1.847070E+1
-5.000000E-2	2.536885E-2	-2.536885E-2	-2.518869E-7	1.883887E+1
0.000000E+0	1.935788E-5	-1.935788E-5	-1.922041E-10	1.957910E+1
