J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	3.9362e-010
1.5849e-008	-7.8	0	1.376e-009
2.1544e-008	-7.6667	0	4.6639e-009
2.9286e-008	-7.5333	0	1.5327e-008
3.9811e-008	-7.4	0	4.8839e-008
5.4117e-008	-7.2667	0	1.5089e-007
7.3564e-008	-7.1333	0	4.5202e-007
1e-007	-7	0	1.3129e-006
1.3594e-007	-6.8667	0	3.6974e-006
1.8478e-007	-6.7333	0	1.0096e-005
2.5119e-007	-6.6	0	2.673e-005
3.4145e-007	-6.4667	0	6.8619e-005
4.6416e-007	-6.3333	0	0.00017079
6.3096e-007	-6.2	0	0.00041218
8.577e-007	-6.0667	0	0.00096448
1.1659e-006	-5.9333	0	0.0021882
1.5849e-006	-5.8	0	0.0048137
2.1544e-006	-5.6667	0	0.010267
2.9286e-006	-5.5333	0	0.021233
3.9811e-006	-5.4	0	0.042577
5.4117e-006	-5.2667	0	0.082779
7.3564e-006	-5.1333	0	0.15605
1e-005	-5	0	0.28522
1.3594e-005	-4.8667	0	0.50547
1.8478e-005	-4.7333	0	0.86857
2.5119e-005	-4.6	0	1.4471
3.4145e-005	-4.4667	0	2.3377
4.6416e-005	-4.3333	0	3.6615
6.3096e-005	-4.2	0	5.5606
8.577e-005	-4.0667	0	8.188
0.00011659	-3.9333	0	11.69
0.00015849	-3.8	0	16.183
0.00021544	-3.6667	8	21.721
0.00029286	-3.5333	42	28.268
0.00039811	-3.4	24	35.67
0.00054117	-3.2667	32	43.641
0.00073564	-3.1333	38	51.771
0.001	-3	98	59.547
0.0013594	-2.8667	110	66.408
0.0018478	-2.7333	104	71.808
0.0025119	-2.6	48	75.287
0.0034145	-2.4667	57	76.534
0.0046416	-2.3333	66	75.436
0.0063096	-2.2	28	72.093
0.008577	-2.0667	62	66.803
0.011659	-1.9333	57	60.019
0.015849	-1.8	30	52.284
0.021544	-1.6667	120	44.162
0.029286	-1.5333	55	36.167
0.039811	-1.4	44	28.718
0.054117	-1.2667	10	22.111
0.073564	-1.1333	1	16.506
0.1	-1	0	11.947
0.13594	-0.86667	0	8.3844
0.18478	-0.73333	0	5.7052
0.25119	-0.6	0	3.7642
0.34145	-0.46667	0	2.408
0.46416	-0.33333	0	1.4936
0.63096	-0.2	0	0.89822
0.8577	-0.066667	0	0.52376
1.1659	0.066667	0	0.29613
1.5849	0.2	0	0.16233
2.1544	0.33333	0	0.086284
2.9286	0.46667	0	0.044468
3.9811	0.6	0	0.02222
5.4117	0.73333	0	0.010766
7.3564	0.86667	0	0.0050573
10	1	0	0.0023035
13.594	1.1333	0	0.0010173
18.478	1.2667	0	0.00043561
25.119	1.4	0	0.00018086
34.145	1.5333	0	7.2807e-005
46.416	1.6667	0	2.8418e-005
63.096	1.8	0	1.0755e-005
85.77	1.9333	20	3.9464e-006
