J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.1885e-013
1.5849e-008	-7.8	0	5.4074e-013
2.1544e-008	-7.6667	0	2.3771e-012
2.9286e-008	-7.5333	0	1.0097e-011
3.9811e-008	-7.4	0	4.1437e-011
5.4117e-008	-7.2667	0	1.6431e-010
7.3564e-008	-7.1333	0	6.2952e-010
1e-007	-7	0	2.3304e-009
1.3594e-007	-6.8667	0	8.3354e-009
1.8478e-007	-6.7333	0	2.8806e-008
2.5119e-007	-6.6	0	9.6189e-008
3.4145e-007	-6.4667	0	3.1034e-007
4.6416e-007	-6.3333	0	9.6742e-007
6.3096e-007	-6.2	0	2.9139e-006
8.577e-007	-6.0667	0	8.48e-006
1.1659e-006	-5.9333	0	2.3845e-005
1.5849e-006	-5.8	0	6.4783e-005
2.1544e-006	-5.6667	0	0.00017006
2.9286e-006	-5.5333	0	0.00043134
3.9811e-006	-5.4	0	0.0010571
5.4117e-006	-5.2667	0	0.002503
7.3564e-006	-5.1333	0	0.0057265
1e-005	-5	0	0.012659
1.3594e-005	-4.8667	0	0.027038
1.8478e-005	-4.7333	0	0.055798
2.5119e-005	-4.6	0	0.11126
3.4145e-005	-4.4667	0	0.21435
4.6416e-005	-4.3333	0	0.39901
6.3096e-005	-4.2	0	0.71767
8.577e-005	-4.0667	0	1.2472
0.00011659	-3.9333	0	2.0942
0.00015849	-3.8	0	3.3975
0.00021544	-3.6667	0	5.3258
0.00029286	-3.5333	0	8.0664
0.00039811	-3.4	0	11.805
0.00054117	-3.2667	0	16.691
0.00073564	-3.1333	6	22.803
0.001	-3	24	30.101
0.0013594	-2.8667	55	38.392
0.0018478	-2.7333	19	47.312
0.0025119	-2.6	80	56.334
0.0034145	-2.4667	63	64.81
0.0046416	-2.3333	146	72.042
0.0063096	-2.2	90	77.376
0.008577	-2.0667	35	80.296
0.011659	-1.9333	83	80.511
0.015849	-1.8	31	77.999
0.021544	-1.6667	71	73.012
0.029286	-1.5333	53	66.034
0.039811	-1.4	38	57.706
0.054117	-1.2667	83	48.724
0.073564	-1.1333	93	39.75
0.1	-1	49	31.333
0.13594	-0.86667	13	23.864
0.18478	-0.73333	2	17.561
0.25119	-0.6	0	12.486
0.34145	-0.46667	0	8.578
0.46416	-0.33333	0	5.6939
0.63096	-0.2	0	3.6518
0.8577	-0.066667	0	2.263
1.1659	0.066667	0	1.355
1.5849	0.2	0	0.78386
2.1544	0.33333	0	0.43816
2.9286	0.46667	0	0.23664
3.9811	0.6	0	0.12349
5.4117	0.73333	0	0.062262
7.3564	0.86667	0	0.030332
10	1	0	0.014277
13.594	1.1333	0	0.0064933
18.478	1.2667	0	0.0028534
25.119	1.4	0	0.0012115
34.145	1.5333	0	0.000497
46.416	1.6667	0	0.000197
63.096	1.8	0	7.5448e-005
85.77	1.9333	20	2.7919e-005
