J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	4.1882e-009
1.5849e-008	-7.8	0	1.3415e-008
2.1544e-008	-7.6667	0	4.1725e-008
2.9286e-008	-7.5333	0	1.2601e-007
3.9811e-008	-7.4	0	3.6952e-007
5.4117e-008	-7.2667	0	1.0522e-006
7.3564e-008	-7.1333	0	2.909e-006
1e-007	-7	0	7.8095e-006
1.3594e-007	-6.8667	0	2.0357e-005
1.8478e-007	-6.7333	0	5.1527e-005
2.5119e-007	-6.6	0	0.00012664
3.4145e-007	-6.4667	0	0.00030222
4.6416e-007	-6.3333	0	0.0007003
6.3096e-007	-6.2	0	0.0015757
8.577e-007	-6.0667	0	0.0034425
1.1659e-006	-5.9333	0	0.0073028
1.5849e-006	-5.8	0	0.015043
2.1544e-006	-5.6667	0	0.030087
2.9286e-006	-5.5333	0	0.058432
3.9811e-006	-5.4	0	0.11019
5.4117e-006	-5.2667	0	0.20177
7.3564e-006	-5.1333	0	0.35873
1e-005	-5	0	0.61932
1.3594e-005	-4.8667	0	1.0382
1.8478e-005	-4.7333	0	1.6899
2.5119e-005	-4.6	0	2.6708
3.4145e-005	-4.4667	0	4.0988
4.6416e-005	-4.3333	0	6.1078
6.3096e-005	-4.2	0	8.8375
8.577e-005	-4.0667	0	12.416
0.00011659	-3.9333	0	16.938
0.00015849	-3.8	8	22.437
0.00021544	-3.6667	28	28.859
0.00029286	-3.5333	51	36.043
0.00039811	-3.4	24	43.709
0.00054117	-3.2667	37	51.468
0.00073564	-3.1333	118	58.846
0.001	-3	91	65.331
0.0013594	-2.8667	97	70.427
0.0018478	-2.7333	46	73.719
0.0025119	-2.6	54	74.926
0.0034145	-2.4667	72	73.944
0.0046416	-2.3333	25	70.859
0.0063096	-2.2	59	65.933
0.008577	-2.0667	57	59.569
0.011659	-1.9333	34	52.26
0.015849	-1.8	110	44.517
0.021544	-1.6667	66	36.821
0.029286	-1.5333	42	29.573
0.039811	-1.4	14	23.062
0.054117	-1.2667	1	17.464
0.073564	-1.1333	0	12.84
0.1	-1	0	9.1673
0.13594	-0.86667	0	6.3551
0.18478	-0.73333	0	4.2778
0.25119	-0.6	0	2.796
0.34145	-0.46667	0	1.7745
0.46416	-0.33333	0	1.0935
0.63096	-0.2	0	0.65432
0.8577	-0.066667	0	0.38017
1.1659	0.066667	0	0.21447
1.5849	0.2	0	0.11749
2.1544	0.33333	0	0.062493
2.9286	0.46667	0	0.032277
3.9811	0.6	0	0.016187
5.4117	0.73333	0	0.0078822
7.3564	0.86667	0	0.003727
10	1	0	0.0017111
13.594	1.1333	0	0.00076282
18.478	1.2667	0	0.0003302
25.119	1.4	0	0.00013879
34.145	1.5333	0	5.6644e-005
46.416	1.6667	0	2.2447e-005
63.096	1.8	0	8.6375e-006
85.77	1.9333	20	3.2273e-006
