voltage_spot_16_scan_1	absJ_spot_16_scan_1	J_spot_16_scan_1	current_spot_16_scan_1	time_spot_16_scan_1	
0.000000E+0	2.495445E-6	-2.495445E-6	-9.678605E-12	0.000000E+0
5.000000E-2	8.963559E-5	8.963559E-5	3.476525E-10	1.114258E+0
1.000000E-1	1.740743E-4	1.740743E-4	6.751490E-10	1.483398E+0
1.500000E-1	2.605872E-4	2.605872E-4	1.010690E-9	2.964844E+0
2.000000E-1	3.676753E-4	3.676753E-4	1.426032E-9	3.333008E+0
2.500000E-1	3.890435E-4	3.890435E-4	1.508909E-9	3.701172E+0
3.000000E-1	4.893493E-4	4.893493E-4	1.897946E-9	4.068359E+0
3.500000E-1	7.137049E-4	7.137049E-4	2.768111E-9	4.436523E+0
4.000000E-1	8.954927E-4	8.954927E-4	3.473177E-9	4.804688E+0
4.500000E-1	1.064419E-3	1.064419E-3	4.128357E-9	5.171875E+0
5.000000E-1	1.506576E-3	1.506576E-3	5.843268E-9	5.540039E+0
5.000000E-1	1.371304E-3	1.371304E-3	5.318616E-9	5.907227E+0
4.500000E-1	1.167095E-3	1.167095E-3	4.526589E-9	6.275391E+0
4.000000E-1	8.667245E-4	8.667245E-4	3.361599E-9	6.643555E+0
3.500000E-1	6.668714E-4	6.668714E-4	2.586467E-9	7.010742E+0
3.000000E-1	5.211084E-4	5.211084E-4	2.021124E-9	7.378906E+0
2.500000E-1	4.186443E-4	4.186443E-4	1.623716E-9	7.747070E+0
2.000000E-1	3.108253E-4	3.108253E-4	1.205539E-9	8.114258E+0
1.500000E-1	2.258071E-4	2.258071E-4	8.757949E-10	8.855469E+0
1.000000E-1	1.532902E-4	1.532902E-4	5.945373E-10	9.223633E+0
5.000000E-2	6.569575E-5	6.569575E-5	2.548016E-10	9.592773E+0
0.000000E+0	1.074475E-7	-1.074475E-7	-4.167361E-13	1.076758E+1
-5.000000E-2	5.631599E-5	-5.631599E-5	-2.184221E-10	1.188281E+1
-1.000000E-1	1.248228E-4	-1.248228E-4	-4.841263E-10	1.225098E+1
-1.500000E-1	1.787534E-4	-1.787534E-4	-6.932968E-10	1.262012E+1
-2.000000E-1	2.631488E-4	-2.631488E-4	-1.020625E-9	1.373438E+1
-2.500000E-1	3.435913E-4	-3.435913E-4	-1.332622E-9	1.410254E+1
-3.000000E-1	5.078742E-4	-5.078742E-4	-1.969795E-9	1.446973E+1
-3.500000E-1	6.672476E-4	-6.672476E-4	-2.587926E-9	1.483789E+1
-4.000000E-1	6.768840E-4	-6.768840E-4	-2.625301E-9	1.520605E+1
-4.500000E-1	8.313384E-4	-8.313384E-4	-3.224354E-9	1.557324E+1
-5.000000E-1	9.768636E-4	-9.768636E-4	-3.788774E-9	1.594141E+1
-5.000000E-1	1.089436E-3	-1.089436E-3	-4.225388E-9	1.630859E+1
-4.500000E-1	9.999672E-4	-9.999672E-4	-3.878382E-9	1.667676E+1
-4.000000E-1	7.041514E-4	-7.041514E-4	-2.731058E-9	1.704492E+1
-3.500000E-1	6.679677E-4	-6.679677E-4	-2.590719E-9	1.741211E+1
-3.000000E-1	5.278938E-4	-5.278938E-4	-2.047441E-9	1.778027E+1
-2.500000E-1	4.012428E-4	-4.012428E-4	-1.556224E-9	1.814746E+1
-2.000000E-1	3.163326E-4	-3.163326E-4	-1.226899E-9	1.851563E+1
-1.500000E-1	2.090184E-4	-2.090184E-4	-8.106797E-10	1.925684E+1
-1.000000E-1	1.423255E-4	-1.423255E-4	-5.520109E-10	1.962500E+1
-5.000000E-2	7.578434E-5	-7.578434E-5	-2.939303E-10	1.999316E+1
0.000000E+0	2.852910E-7	-2.852910E-7	-1.106504E-12	2.116797E+1
