voltage_spot_3_scan_1	absJ_spot_3_scan_1	J_spot_3_scan_1	current_spot_3_scan_1	time_spot_3_scan_1	
0.000000E+0	2.199473E-8	-2.199473E-8	-8.530676E-14	0.000000E+0
5.000000E-2	2.284560E-5	2.284560E-5	8.860686E-11	7.031250E-1
1.000000E-1	4.966101E-5	4.966101E-5	1.926107E-10	1.818359E+0
1.500000E-1	7.890430E-5	7.890430E-5	3.060311E-10	2.186523E+0
2.000000E-1	1.111305E-4	1.111305E-4	4.310207E-10	2.554688E+0
2.500000E-1	1.478317E-4	1.478317E-4	5.733666E-10	2.923828E+0
3.000000E-1	1.891339E-4	1.891339E-4	7.335575E-10	3.291992E+0
3.500000E-1	2.343707E-4	2.343707E-4	9.090089E-10	3.660156E+0
4.000000E-1	2.673439E-4	2.673439E-4	1.036896E-9	4.028320E+0
4.500000E-1	3.517042E-4	3.517042E-4	1.364088E-9	5.143555E+0
5.000000E-1	4.133794E-4	4.133794E-4	1.603296E-9	5.511719E+0
5.000000E-1	4.156739E-4	4.156739E-4	1.612195E-9	5.878906E+0
4.500000E-1	3.483596E-4	3.483596E-4	1.351116E-9	6.247070E+0
4.000000E-1	2.938201E-4	2.938201E-4	1.139584E-9	6.615234E+0
3.500000E-1	2.394440E-4	2.394440E-4	9.286858E-10	7.356445E+0
3.000000E-1	1.924581E-4	1.924581E-4	7.464505E-10	7.724609E+0
2.500000E-1	1.515017E-4	1.515017E-4	5.876007E-10	8.092773E+0
2.000000E-1	1.146809E-4	1.146809E-4	4.447908E-10	8.460938E+0
1.500000E-1	8.054994E-5	8.054994E-5	3.124137E-10	8.830078E+0
1.000000E-1	5.066109E-5	5.066109E-5	1.964895E-10	9.198242E+0
5.000000E-2	2.380674E-5	2.380674E-5	9.233468E-11	1.037305E+1
0.000000E+0	2.344924E-7	2.344924E-7	9.094808E-13	1.107617E+1
-5.000000E-2	2.153188E-5	-2.153188E-5	-8.351160E-11	1.177930E+1
-1.000000E-1	4.270174E-5	-4.270174E-5	-1.656191E-10	1.289453E+1
-1.500000E-1	6.277677E-5	-6.277677E-5	-2.434803E-10	1.326270E+1
-2.000000E-1	8.160753E-5	-8.160753E-5	-3.165156E-10	1.363184E+1
-2.500000E-1	9.985333E-5	-9.985333E-5	-3.872821E-10	1.400000E+1
-3.000000E-1	1.180390E-4	-1.180390E-4	-4.578155E-10	1.436816E+1
-3.500000E-1	1.348399E-4	-1.348399E-4	-5.229778E-10	1.473633E+1
-4.000000E-1	1.553916E-4	-1.553916E-4	-6.026876E-10	1.510547E+1
-4.500000E-1	1.739248E-4	-1.739248E-4	-6.745690E-10	1.547363E+1
-5.000000E-1	1.892902E-4	-1.892902E-4	-7.341637E-10	1.584180E+1
-5.000000E-1	1.896342E-4	-1.896342E-4	-7.354982E-10	1.620996E+1
-4.500000E-1	1.718694E-4	-1.718694E-4	-6.665973E-10	1.657910E+1
-4.000000E-1	1.559063E-4	-1.559063E-4	-6.046840E-10	1.694727E+1
-3.500000E-1	1.383177E-4	-1.383177E-4	-5.364665E-10	1.731543E+1
-3.000000E-1	1.203251E-4	-1.203251E-4	-4.666821E-10	1.768359E+1
-2.500000E-1	9.986633E-5	-9.986633E-5	-3.873325E-10	1.805273E+1
-2.000000E-1	8.128925E-5	-8.128925E-5	-3.152811E-10	1.842090E+1
-1.500000E-1	6.210767E-5	-6.210767E-5	-2.408852E-10	1.878906E+1
-1.000000E-1	4.280044E-5	-4.280044E-5	-1.660019E-10	1.915723E+1
-5.000000E-2	2.173282E-5	-2.173282E-5	-8.429094E-11	2.033203E+1
0.000000E+0	1.148542E-7	-1.148542E-7	-4.454631E-13	2.103516E+1
