voltage_spot_1_scan_1	absJ_spot_1_scan_1	J_spot_1_scan_1	current_spot_1_scan_1	time_spot_1_scan_1	
0.000000E+0	6.518662E-7	-6.518662E-7	-2.528269E-12	0.000000E+0
5.000000E-2	2.476440E-4	2.476440E-4	9.604896E-10	1.115234E+0
1.000000E-1	5.288888E-4	5.288888E-4	2.051300E-9	2.229492E+0
1.500000E-1	8.430700E-4	8.430700E-4	3.269855E-9	2.597656E+0
2.000000E-1	1.202362E-3	1.202362E-3	4.663372E-9	2.965820E+0
2.500000E-1	1.598103E-3	1.598103E-3	6.198259E-9	3.333008E+0
3.000000E-1	2.045717E-3	2.045717E-3	7.934333E-9	3.701172E+0
3.500000E-1	2.556638E-3	2.556638E-3	9.915945E-9	4.068359E+0
4.000000E-1	3.161748E-3	3.161748E-3	1.226287E-8	5.182617E+0
4.500000E-1	3.831054E-3	3.831054E-3	1.485878E-8	5.550781E+0
5.000000E-1	4.594899E-3	4.594899E-3	1.782136E-8	5.918945E+0
5.000000E-1	4.610170E-3	4.610170E-3	1.788059E-8	6.286133E+0
4.500000E-1	3.863252E-3	3.863252E-3	1.498366E-8	6.654297E+0
4.000000E-1	3.198987E-3	3.198987E-3	1.240730E-8	7.021484E+0
3.500000E-1	2.631802E-3	2.631802E-3	1.020747E-8	7.389648E+0
3.000000E-1	2.113779E-3	2.113779E-3	8.198312E-9	8.130859E+0
2.500000E-1	1.665537E-3	1.665537E-3	6.459802E-9	8.499023E+0
2.000000E-1	1.250419E-3	1.250419E-3	4.849760E-9	8.866211E+0
1.500000E-1	8.859313E-4	8.859313E-4	3.436093E-9	9.234375E+0
1.000000E-1	5.611233E-4	5.611233E-4	2.176322E-9	9.601563E+0
5.000000E-2	2.678807E-4	2.678807E-4	1.038978E-9	9.969727E+0
0.000000E+0	6.552404E-7	-6.552404E-7	-2.541356E-12	1.114453E+1
-5.000000E-2	2.476364E-4	-2.476364E-4	-9.604599E-10	1.225977E+1
-1.000000E-1	4.810634E-4	-4.810634E-4	-1.865809E-9	1.337500E+1
-1.500000E-1	7.059601E-4	-7.059601E-4	-2.738073E-9	1.374219E+1
-2.000000E-1	9.272312E-4	-9.272312E-4	-3.596275E-9	1.411035E+1
-2.500000E-1	1.150492E-3	-1.150492E-3	-4.462194E-9	1.447754E+1
-3.000000E-1	1.361860E-3	-1.361860E-3	-5.281986E-9	1.484570E+1
-3.500000E-1	1.568051E-3	-1.568051E-3	-6.081700E-9	1.521387E+1
-4.000000E-1	1.783273E-3	-1.783273E-3	-6.916443E-9	1.558105E+1
-4.500000E-1	2.001016E-3	-2.001016E-3	-7.760958E-9	1.594922E+1
-5.000000E-1	2.247731E-3	-2.247731E-3	-8.717846E-9	1.631641E+1
-5.000000E-1	2.195350E-3	-2.195350E-3	-8.514688E-9	1.668457E+1
-4.500000E-1	1.981229E-3	-1.981229E-3	-7.684216E-9	1.705273E+1
-4.000000E-1	1.764150E-3	-1.764150E-3	-6.842271E-9	1.741992E+1
-3.500000E-1	1.564262E-3	-1.564262E-3	-6.067006E-9	1.778809E+1
-3.000000E-1	1.346127E-3	-1.346127E-3	-5.220967E-9	1.815527E+1
-2.500000E-1	1.140650E-3	-1.140650E-3	-4.424022E-9	1.852344E+1
-2.000000E-1	9.312219E-4	-9.312219E-4	-3.611753E-9	1.889160E+1
-1.500000E-1	7.092738E-4	-7.092738E-4	-2.750925E-9	1.925879E+1
-1.000000E-1	4.816665E-4	-4.816665E-4	-1.868148E-9	1.962695E+1
-5.000000E-2	2.486217E-4	-2.486217E-4	-9.642818E-10	2.036719E+1
0.000000E+0	8.297025E-7	-8.297025E-7	-3.218009E-12	2.154297E+1
