voltage_spot_20_scan_2_21	absJ_spot_20_scan_2_21	J_spot_20_scan_2_21	current_spot_20_scan_2_21	time_spot_20_scan_2_21	
0.000000E+0	3.569676E-8	-3.569676E-8	-1.993683E-13	0.000000E+0
5.000000E-2	3.240483E-5	3.240483E-5	1.809827E-10	1.114258E+0
1.000000E-1	7.885989E-5	7.885989E-5	4.404367E-10	1.483398E+0
1.500000E-1	1.425051E-4	1.425051E-4	7.958985E-10	1.851563E+0
2.000000E-1	2.302426E-4	2.302426E-4	1.285917E-9	2.965820E+0
2.500000E-1	3.665016E-4	3.665016E-4	2.046931E-9	3.333984E+0
3.000000E-1	5.526291E-4	5.526291E-4	3.086463E-9	3.702148E+0
3.500000E-1	7.920935E-4	7.920935E-4	4.423885E-9	4.069336E+0
4.000000E-1	1.106796E-3	1.106796E-3	6.181515E-9	4.437500E+0
4.500000E-1	1.506237E-3	1.506237E-3	8.412416E-9	4.805664E+0
5.000000E-1	1.973412E-3	1.973412E-3	1.102161E-8	5.919922E+0
5.000000E-1	1.999039E-3	1.999039E-3	1.116474E-8	6.287109E+0
4.500000E-1	1.489378E-3	1.489378E-3	8.318254E-9	7.028320E+0
4.000000E-1	1.139709E-3	1.139709E-3	6.365337E-9	7.396484E+0
3.500000E-1	8.269428E-4	8.269428E-4	4.618520E-9	7.763672E+0
3.000000E-1	5.687018E-4	5.687018E-4	3.176230E-9	8.131836E+0
2.500000E-1	3.738063E-4	3.738063E-4	2.087728E-9	8.500000E+0
2.000000E-1	2.435719E-4	2.435719E-4	1.360362E-9	8.867188E+0
1.500000E-1	1.535032E-4	1.535032E-4	8.573239E-10	9.608398E+0
1.000000E-1	7.618750E-5	7.618750E-5	4.255113E-10	9.976563E+0
5.000000E-2	3.117813E-5	3.117813E-5	1.741315E-10	1.034570E+1
0.000000E+0	9.383880E-8	-9.383880E-8	-5.240947E-13	1.152051E+1
-5.000000E-2	1.857549E-5	-1.857549E-5	-1.037451E-10	1.222363E+1
-1.000000E-1	7.488693E-5	-7.488693E-5	-4.182475E-10	1.333887E+1
-1.500000E-1	1.430237E-4	-1.430237E-4	-7.987953E-10	1.370703E+1
-2.000000E-1	2.267472E-4	-2.267472E-4	-1.266395E-9	1.482227E+1
-2.500000E-1	3.517008E-4	-3.517008E-4	-1.964268E-9	1.519043E+1
-3.000000E-1	5.197789E-4	-5.197789E-4	-2.902993E-9	1.555762E+1
-3.500000E-1	6.920388E-4	-6.920388E-4	-3.865074E-9	1.592578E+1
-4.000000E-1	9.565373E-4	-9.565373E-4	-5.342312E-9	1.629395E+1
-4.500000E-1	1.283274E-3	-1.283274E-3	-7.167155E-9	1.666113E+1
-5.000000E-1	1.665487E-3	-1.665487E-3	-9.301835E-9	1.702930E+1
-5.000000E-1	1.714285E-3	-1.714285E-3	-9.574374E-9	1.739648E+1
-4.500000E-1	1.313247E-3	-1.313247E-3	-7.334553E-9	1.776465E+1
-4.000000E-1	9.642190E-4	-9.642190E-4	-5.385215E-9	1.813281E+1
-3.500000E-1	7.190701E-4	-7.190701E-4	-4.016045E-9	1.850000E+1
-3.000000E-1	5.009110E-4	-5.009110E-4	-2.797615E-9	1.886816E+1
-2.500000E-1	3.477220E-4	-3.477220E-4	-1.942046E-9	1.923633E+1
-2.000000E-1	2.226748E-4	-2.226748E-4	-1.243651E-9	1.960352E+1
-1.500000E-1	1.362938E-4	-1.362938E-4	-7.612080E-10	2.034473E+1
-1.000000E-1	7.034495E-5	-7.034495E-5	-3.928803E-10	2.071289E+1
-5.000000E-2	3.167245E-5	-3.167245E-5	-1.768923E-10	2.108203E+1
0.000000E+0	1.283304E-7	-1.283304E-7	-7.167322E-13	2.225684E+1
0.000000E+0	1.193230E-7	-1.193230E-7	-6.664252E-13	2.295996E+1
5.000000E-2	1.861418E-5	1.861418E-5	1.039612E-10	2.366309E+1
1.000000E-1	8.664386E-5	8.664386E-5	4.839106E-10	2.477832E+1
1.500000E-1	1.624709E-4	1.624709E-4	9.074086E-10	2.514648E+1
2.000000E-1	2.680284E-4	2.680284E-4	1.496953E-9	2.626172E+1
2.500000E-1	3.938114E-4	3.938114E-4	2.199458E-9	2.662891E+1
3.000000E-1	6.155312E-4	6.155312E-4	3.437775E-9	2.699707E+1
3.500000E-1	8.850483E-4	8.850483E-4	4.943042E-9	2.736523E+1
4.000000E-1	1.133223E-3	1.133223E-3	6.329112E-9	2.773242E+1
4.500000E-1	1.523903E-3	1.523903E-3	8.511081E-9	2.810059E+1
5.000000E-1	2.147566E-3	2.147566E-3	1.199427E-8	2.921484E+1
5.000000E-1	2.218435E-3	2.218435E-3	1.239008E-8	2.958203E+1
4.500000E-1	1.650892E-3	1.650892E-3	9.220321E-9	3.032324E+1
4.000000E-1	1.223190E-3	1.223190E-3	6.831584E-9	3.069141E+1
3.500000E-1	8.571499E-4	8.571499E-4	4.787228E-9	3.105957E+1
3.000000E-1	6.182564E-4	6.182564E-4	3.452995E-9	3.142676E+1
2.500000E-1	3.938913E-4	3.938913E-4	2.199904E-9	3.179492E+1
2.000000E-1	2.717671E-4	2.717671E-4	1.517834E-9	3.216211E+1
1.500000E-1	1.572425E-4	1.572425E-4	8.782078E-10	3.290332E+1
1.000000E-1	8.414140E-5	8.414140E-5	4.699342E-10	3.327246E+1
5.000000E-2	3.683531E-5	3.683531E-5	2.057272E-10	3.364063E+1
0.000000E+0	4.911473E-8	-4.911473E-8	-2.743084E-13	3.481543E+1
-5.000000E-2	1.860732E-5	-1.860732E-5	-1.039229E-10	3.551953E+1
-1.000000E-1	7.718864E-5	-7.718864E-5	-4.311027E-10	3.663379E+1
-1.500000E-1	1.364541E-4	-1.364541E-4	-7.621033E-10	3.700293E+1
-2.000000E-1	2.307077E-4	-2.307077E-4	-1.288515E-9	3.811719E+1
-2.500000E-1	3.569652E-4	-3.569652E-4	-1.993670E-9	3.848535E+1
-3.000000E-1	5.339207E-4	-5.339207E-4	-2.981976E-9	3.885254E+1
-3.500000E-1	7.426706E-4	-7.426706E-4	-4.147855E-9	3.922070E+1
-4.000000E-1	1.051173E-3	-1.051173E-3	-5.870860E-9	3.958887E+1
-4.500000E-1	1.485789E-3	-1.485789E-3	-8.298213E-9	3.995605E+1
-5.000000E-1	1.826994E-3	-1.826994E-3	-1.020386E-8	4.107031E+1
-5.000000E-1	1.806810E-3	-1.806810E-3	-1.009113E-8	4.143848E+1
-4.500000E-1	1.383147E-3	-1.383147E-3	-7.724949E-9	4.217969E+1
-4.000000E-1	1.037790E-3	-1.037790E-3	-5.796111E-9	4.254688E+1
-3.500000E-1	7.455277E-4	-7.455277E-4	-4.163812E-9	4.291504E+1
-3.000000E-1	5.288034E-4	-5.288034E-4	-2.953395E-9	4.328320E+1
-2.500000E-1	3.787756E-4	-3.787756E-4	-2.115482E-9	4.365039E+1
-2.000000E-1	2.605687E-4	-2.605687E-4	-1.455290E-9	4.401855E+1
-1.500000E-1	1.476450E-4	-1.476450E-4	-8.246051E-10	4.475977E+1
-1.000000E-1	9.108251E-5	-9.108251E-5	-5.087007E-10	4.512793E+1
-5.000000E-2	3.581487E-5	-3.581487E-5	-2.000280E-10	4.549609E+1
