voltage_spot_9_run_1	absJ_spot_9_run_1	J_spot_9_run_1	current_spot_9_run_1	time_spot_9_run_1	
0.000000E+0	3.988413E-5	-3.988413E-5	-2.227550E-10	0.000000E+0
5.000000E-2	1.905443E-2	1.905443E-2	1.064200E-7	7.421875E-1
1.000000E-1	4.356356E-2	4.356356E-2	2.433048E-7	1.109375E+0
1.500000E-1	8.077519E-2	8.077519E-2	4.511338E-7	1.477539E+0
2.000000E-1	1.295880E-1	1.295880E-1	7.237558E-7	1.845703E+0
2.500000E-1	1.753666E-1	1.753666E-1	9.794321E-7	2.972656E+0
3.000000E-1	2.516300E-1	2.516300E-1	1.405367E-6	3.339844E+0
3.500000E-1	3.417124E-1	3.417124E-1	1.908482E-6	3.708008E+0
4.000000E-1	4.491642E-1	4.491642E-1	2.508606E-6	4.075195E+0
4.500000E-1	5.857050E-1	5.857050E-1	3.271194E-6	4.443359E+0
5.000000E-1	7.441157E-1	7.441157E-1	4.155926E-6	4.811523E+0
5.000000E-1	7.654659E-1	7.654659E-1	4.275168E-6	5.178711E+0
4.500000E-1	6.419879E-1	6.419879E-1	3.585537E-6	5.546875E+0
4.000000E-1	5.263353E-1	5.263353E-1	2.939611E-6	5.915039E+0
3.500000E-1	4.175921E-1	4.175921E-1	2.332274E-6	6.282227E+0
3.000000E-1	3.088622E-1	3.088622E-1	1.725012E-6	6.650391E+0
2.500000E-1	2.219449E-1	2.219449E-1	1.239574E-6	7.018555E+0
2.000000E-1	1.533735E-1	1.533735E-1	8.565993E-7	7.759766E+0
1.500000E-1	9.635692E-2	9.635692E-2	5.381586E-7	8.126953E+0
1.000000E-1	5.337121E-2	5.337121E-2	2.980811E-7	8.495117E+0
5.000000E-2	2.320850E-2	2.320850E-2	1.296207E-7	8.862305E+0
0.000000E+0	4.189170E-5	-4.189170E-5	-2.339674E-10	9.603516E+0
-5.000000E-2	2.276349E-2	-2.276349E-2	-1.271353E-7	1.034570E+1
-1.000000E-1	5.275214E-2	-5.275214E-2	-2.946235E-7	1.071387E+1
-1.500000E-1	9.398597E-2	-9.398597E-2	-5.249167E-7	1.108105E+1
-2.000000E-1	1.500186E-1	-1.500186E-1	-8.378620E-7	1.144922E+1
-2.500000E-1	2.163421E-1	-2.163421E-1	-1.208282E-6	1.257617E+1
-3.000000E-1	3.006444E-1	-3.006444E-1	-1.679115E-6	1.294434E+1
-3.500000E-1	3.991852E-1	-3.991852E-1	-2.229471E-6	1.331152E+1
-4.000000E-1	5.226421E-1	-5.226421E-1	-2.918984E-6	1.367969E+1
-4.500000E-1	6.738643E-1	-6.738643E-1	-3.763568E-6	1.404688E+1
-5.000000E-1	9.171831E-1	-9.171831E-1	-5.122517E-6	1.441504E+1
-5.000000E-1	9.804703E-1	-9.804703E-1	-5.475979E-6	1.478320E+1
-4.500000E-1	8.296548E-1	-8.296548E-1	-4.633667E-6	1.515039E+1
-4.000000E-1	6.497093E-1	-6.497093E-1	-3.628661E-6	1.551855E+1
-3.500000E-1	4.994566E-1	-4.994566E-1	-2.789492E-6	1.588574E+1
-3.000000E-1	3.723062E-1	-3.723062E-1	-2.079350E-6	1.625391E+1
-2.500000E-1	2.572101E-1	-2.572101E-1	-1.436532E-6	1.662207E+1
-2.000000E-1	1.714479E-1	-1.714479E-1	-9.575456E-7	1.736230E+1
-1.500000E-1	1.066494E-1	-1.066494E-1	-5.956424E-7	1.773047E+1
-1.000000E-1	6.010868E-2	-6.010868E-2	-3.357102E-7	1.809863E+1
-5.000000E-2	2.602899E-2	-2.602899E-2	-1.453733E-7	1.846582E+1
0.000000E+0	4.551355E-5	-4.551355E-5	-2.541956E-10	1.920703E+1
