voltage_spot_4_run_2_20	absJ_spot_4_run_2_20	J_spot_4_run_2_20	current_spot_4_run_2_20	time_spot_4_run_2_20	
0.000000E+0	1.387396E-7	-1.387396E-7	-6.511042E-13	0.000000E+0
5.000000E-2	2.231099E-5	2.231099E-5	1.047054E-10	7.031250E-1
1.000000E-1	9.019723E-5	9.019723E-5	4.232953E-10	1.818359E+0
1.500000E-1	1.721741E-4	1.721741E-4	8.080122E-10	2.186523E+0
2.000000E-1	2.983005E-4	2.983005E-4	1.399923E-9	3.301758E+0
2.500000E-1	4.689269E-4	4.689269E-4	2.200672E-9	3.668945E+0
3.000000E-1	7.473541E-4	7.473541E-4	3.507330E-9	4.037109E+0
3.500000E-1	1.037523E-3	1.037523E-3	4.869094E-9	4.405273E+0
4.000000E-1	1.473065E-3	1.473065E-3	6.913090E-9	4.772461E+0
4.500000E-1	1.901298E-3	1.901298E-3	8.922784E-9	5.140625E+0
5.000000E-1	2.704415E-3	2.704415E-3	1.269181E-8	6.254883E+0
5.000000E-1	2.657556E-3	2.657556E-3	1.247190E-8	6.622070E+0
4.500000E-1	2.089616E-3	2.089616E-3	9.806560E-9	7.363281E+0
4.000000E-1	1.498779E-3	1.498779E-3	7.033763E-9	7.731445E+0
3.500000E-1	1.118863E-3	1.118863E-3	5.250822E-9	8.099609E+0
3.000000E-1	7.646373E-4	7.646373E-4	3.588440E-9	8.466797E+0
2.500000E-1	4.929503E-4	4.929503E-4	2.313414E-9	8.834961E+0
2.000000E-1	3.099527E-4	3.099527E-4	1.454607E-9	9.202148E+0
1.500000E-1	1.800777E-4	1.800777E-4	8.451040E-10	9.943359E+0
1.000000E-1	9.752102E-5	9.752102E-5	4.576658E-10	1.031250E+1
5.000000E-2	4.620223E-5	4.620223E-5	2.168269E-10	1.068066E+1
0.000000E+0	1.012580E-7	-1.012580E-7	-4.752032E-13	1.185547E+1
-5.000000E-2	2.205499E-5	-2.205499E-5	-1.035040E-10	1.255957E+1
-1.000000E-1	9.891427E-5	-9.891427E-5	-4.642043E-10	1.367383E+1
-1.500000E-1	1.814518E-4	-1.814518E-4	-8.515526E-10	1.404297E+1
-2.000000E-1	3.100292E-4	-3.100292E-4	-1.454966E-9	1.515723E+1
-2.500000E-1	3.717224E-4	-3.717224E-4	-1.744492E-9	1.552539E+1
-3.000000E-1	6.176486E-4	-6.176486E-4	-2.898623E-9	1.589355E+1
-3.500000E-1	9.199376E-4	-9.199376E-4	-4.317264E-9	1.626074E+1
-4.000000E-1	1.299928E-3	-1.299928E-3	-6.100559E-9	1.662891E+1
-4.500000E-1	1.844894E-3	-1.844894E-3	-8.658083E-9	1.699609E+1
-5.000000E-1	5.978973E-3	-5.978973E-3	-2.805930E-8	1.811035E+1
-5.000000E-1	3.238536E-3	-3.238536E-3	-1.519844E-8	1.847852E+1
-4.500000E-1	2.188122E-3	-2.188122E-3	-1.026885E-8	1.921973E+1
-4.000000E-1	1.783787E-3	-1.783787E-3	-8.371308E-9	1.958789E+1
-3.500000E-1	1.506792E-3	-1.506792E-3	-7.071370E-9	1.995508E+1
