voltage_spot_9_scan_1	absJ_spot_9_scan_1	J_spot_9_scan_1	current_spot_9_scan_1	time_spot_9_scan_1	
0.000000E+0	9.453405E-9	9.453405E-9	3.666512E-14	0.000000E+0
5.000000E-2	8.827376E-7	8.827376E-7	3.423706E-12	7.031250E-1
1.000000E-1	1.977579E-6	1.977579E-6	7.670059E-12	1.406250E+0
1.500000E-1	3.273031E-6	3.273031E-6	1.269448E-11	2.109375E+0
2.000000E-1	5.737936E-6	5.737936E-6	2.225464E-11	2.812500E+0
2.500000E-1	9.124139E-6	9.124139E-6	3.538806E-11	3.515625E+0
3.000000E-1	1.358936E-5	1.358936E-5	5.270646E-11	4.218750E+0
3.500000E-1	2.104233E-5	2.104233E-5	8.161288E-11	4.921875E+0
4.000000E-1	2.923396E-5	2.923396E-5	1.133842E-10	6.204102E+0
4.500000E-1	4.438388E-5	4.438388E-5	1.721433E-10	6.572266E+0
5.000000E-1	5.945812E-5	5.945812E-5	2.306089E-10	6.940430E+0
5.000000E-1	5.902696E-5	5.902696E-5	2.289366E-10	7.309570E+0
4.500000E-1	4.225327E-5	4.225327E-5	1.638797E-10	7.677734E+0
4.000000E-1	3.063687E-5	3.063687E-5	1.188254E-10	8.045898E+0
3.500000E-1	2.020915E-5	2.020915E-5	7.838140E-11	9.220703E+0
3.000000E-1	1.413039E-5	1.413039E-5	5.480486E-11	9.923828E+0
2.500000E-1	8.830552E-6	8.830552E-6	3.424938E-11	1.062695E+1
2.000000E-1	6.444009E-6	6.444009E-6	2.499315E-11	1.133008E+1
1.500000E-1	3.970863E-6	3.970863E-6	1.540103E-11	1.203320E+1
1.000000E-1	2.233218E-6	2.233218E-6	8.661558E-12	1.273633E+1
5.000000E-2	1.065487E-6	1.065487E-6	4.132500E-12	1.343945E+1
0.000000E+0	3.455394E-8	3.455394E-8	1.340178E-13	1.414258E+1
-5.000000E-2	8.269082E-7	-8.269082E-7	-3.207171E-12	1.484570E+1
-1.000000E-1	2.044036E-6	-2.044036E-6	-7.927811E-12	1.554883E+1
-1.500000E-1	3.553409E-6	-3.553409E-6	-1.378193E-11	1.625195E+1
-2.000000E-1	4.838000E-6	-4.838000E-6	-1.876423E-11	1.695508E+1
-2.500000E-1	8.566126E-6	-8.566126E-6	-3.322380E-11	1.765820E+1
-3.000000E-1	1.381413E-5	-1.381413E-5	-5.357823E-11	1.836133E+1
-3.500000E-1	2.233293E-5	-2.233293E-5	-8.661846E-11	1.906445E+1
-4.000000E-1	3.392520E-5	-3.392520E-5	-1.315792E-10	2.017969E+1
-4.500000E-1	4.150940E-5	-4.150940E-5	-1.609946E-10	2.054785E+1
-5.000000E-1	7.894868E-5	-7.894868E-5	-3.062032E-10	2.091602E+1
-5.000000E-1	7.545255E-5	-7.545255E-5	-2.926434E-10	2.128516E+1
-4.500000E-1	5.390470E-5	-5.390470E-5	-2.090699E-10	2.165332E+1
-4.000000E-1	3.696673E-5	-3.696673E-5	-1.433758E-10	2.202148E+1
-3.500000E-1	2.232086E-5	-2.232086E-5	-8.657165E-11	2.319629E+1
-3.000000E-1	1.479132E-5	-1.479132E-5	-5.736826E-11	2.389941E+1
-2.500000E-1	1.102989E-5	-1.102989E-5	-4.277952E-11	2.460254E+1
-2.000000E-1	5.527592E-6	-5.527592E-6	-2.143882E-11	2.530566E+1
-1.500000E-1	2.849894E-6	-2.849894E-6	-1.105334E-11	2.600879E+1
-1.000000E-1	1.645959E-6	-1.645959E-6	-6.383866E-12	2.671191E+1
-5.000000E-2	7.482681E-7	-7.482681E-7	-2.902165E-12	2.741504E+1
0.000000E+0	8.666215E-9	-8.666215E-9	-3.361200E-14	2.811816E+1
