voltage_run_6_spot_3_10	absJ_run_6_spot_3_10	J_run_6_spot_3_10	current_run_6_spot_3_10	time_run_6_spot_3_10	
0.000000E+0	1.463035E-5	-1.463035E-5	-2.269758E-10	0.000000E+0
5.000000E-2	8.916428E-3	8.916428E-3	1.383298E-7	7.421875E-1
1.000000E-1	1.849651E-2	1.849651E-2	2.869555E-7	1.109375E+0
1.500000E-1	3.090433E-2	3.090433E-2	4.794509E-7	1.477539E+0
2.000000E-1	4.396785E-2	4.396785E-2	6.821188E-7	1.844727E+0
2.500000E-1	5.969870E-2	5.969870E-2	9.261679E-7	2.212891E+0
3.000000E-1	3.049327E-2	3.049327E-2	4.730737E-7	3.339844E+0
3.500000E-1	4.011242E-2	4.011242E-2	6.223056E-7	4.081055E+0
4.000000E-1	4.824027E-2	4.824027E-2	7.484013E-7	4.449219E+0
4.500000E-1	6.357836E-2	6.357836E-2	9.863571E-7	4.816406E+0
5.000000E-1	8.866280E-2	8.866280E-2	1.375518E-6	5.943359E+0
5.000000E-1	9.980155E-2	9.980155E-2	1.548325E-6	6.311523E+0
4.500000E-1	1.170639E-1	1.170639E-1	1.816134E-6	6.679688E+0
4.000000E-1	1.237172E-1	1.237172E-1	1.919354E-6	7.046875E+0
3.500000E-1	1.104926E-1	1.104926E-1	1.714187E-6	7.415039E+0
3.000000E-1	9.513996E-2	9.513996E-2	1.476005E-6	7.783203E+0
2.500000E-1	8.226556E-2	8.226556E-2	1.276271E-6	8.150391E+0
2.000000E-1	6.402644E-2	6.402644E-2	9.933086E-7	8.891602E+0
1.500000E-1	4.620398E-2	4.620398E-2	7.168103E-7	9.259766E+0
1.000000E-1	2.913541E-2	2.913541E-2	4.520078E-7	9.626953E+0
5.000000E-2	1.376638E-2	1.376638E-2	2.135721E-7	9.995117E+0
0.000000E+0	1.565153E-5	-1.565153E-5	-2.428185E-10	1.073633E+1
-5.000000E-2	1.529407E-2	-1.529407E-2	-2.372728E-7	1.147852E+1
-1.000000E-1	3.182116E-2	-3.182116E-2	-4.936747E-7	1.184570E+1
-1.500000E-1	4.999793E-2	-4.999793E-2	-7.756698E-7	1.221387E+1
-2.000000E-1	5.237050E-2	-5.237050E-2	-8.124780E-7	1.334082E+1
-2.500000E-1	6.840598E-2	-6.840598E-2	-1.061253E-6	1.370898E+1
-3.000000E-1	8.276878E-2	-8.276878E-2	-1.284078E-6	1.407617E+1
-3.500000E-1	1.039796E-1	-1.039796E-1	-1.613143E-6	1.444434E+1
-4.000000E-1	1.208455E-1	-1.208455E-1	-1.874802E-6	1.481250E+1
-4.500000E-1	1.365231E-1	-1.365231E-1	-2.118024E-6	1.517969E+1
-5.000000E-1	1.673662E-1	-1.673662E-1	-2.596526E-6	1.554785E+1
-5.000000E-1	1.648117E-1	-1.648117E-1	-2.556895E-6	1.591504E+1
-4.500000E-1	1.490968E-1	-1.490968E-1	-2.313094E-6	1.628320E+1
-4.000000E-1	1.294983E-1	-1.294983E-1	-2.009042E-6	1.665137E+1
-3.500000E-1	1.016648E-1	-1.016648E-1	-1.577232E-6	1.701855E+1
-3.000000E-1	9.266195E-2	-9.266195E-2	-1.437561E-6	1.738672E+1
-2.500000E-1	6.622235E-2	-6.622235E-2	-1.027376E-6	1.775488E+1
-2.000000E-1	5.143653E-2	-5.143653E-2	-7.979882E-7	1.849609E+1
-1.500000E-1	3.930634E-2	-3.930634E-2	-6.098001E-7	1.886328E+1
-1.000000E-1	2.482048E-2	-2.482048E-2	-3.850658E-7	1.923145E+1
-5.000000E-2	1.230799E-2	-1.230799E-2	-1.909466E-7	1.959863E+1
0.000000E+0	1.645176E-5	-1.645176E-5	-2.552332E-10	2.033984E+1
0.000000E+0	1.622675E-5	-1.622675E-5	-2.517424E-10	2.070898E+1
5.000000E-2	1.269171E-2	1.269171E-2	1.968996E-7	2.145020E+1
1.000000E-1	2.847525E-2	2.847525E-2	4.417661E-7	2.181836E+1
1.500000E-1	4.775414E-2	4.775414E-2	7.408595E-7	2.218652E+1
2.000000E-1	5.736855E-2	5.736855E-2	8.900179E-7	2.331348E+1
2.500000E-1	7.844173E-2	7.844173E-2	1.216948E-6	2.368066E+1
3.000000E-1	1.047449E-1	1.047449E-1	1.625016E-6	2.404883E+1
3.500000E-1	1.467842E-1	1.467842E-1	2.277216E-6	2.441699E+1
4.000000E-1	2.014626E-1	2.014626E-1	3.125499E-6	2.478418E+1
4.500000E-1	2.589099E-1	2.589099E-1	4.016738E-6	2.515234E+1
5.000000E-1	3.526698E-1	3.526698E-1	5.471332E-6	2.551953E+1
5.000000E-1	5.398798E-1	5.398798E-1	8.375715E-6	2.588770E+1
4.500000E-1	5.538202E-1	5.538202E-1	8.591987E-6	2.625586E+1
4.000000E-1	4.957218E-1	4.957218E-1	7.690646E-6	2.662305E+1
3.500000E-1	4.262877E-1	4.262877E-1	6.613443E-6	2.699121E+1
3.000000E-1	3.650636E-1	3.650636E-1	5.663611E-6	2.735937E+1
2.500000E-1	2.902251E-1	2.902251E-1	4.502563E-6	2.772656E+1
2.000000E-1	2.240212E-1	2.240212E-1	3.475473E-6	2.809473E+1
1.500000E-1	1.617589E-1	1.617589E-1	2.509533E-6	2.846191E+1
1.000000E-1	1.010352E-1	1.010352E-1	1.567464E-6	2.883008E+1
5.000000E-2	5.232397E-2	5.232397E-2	8.117560E-7	2.957129E+1
0.000000E+0	1.117272E-4	-1.117272E-4	-1.733340E-9	3.031250E+1
-5.000000E-2	5.440156E-2	-5.440156E-2	-8.439879E-7	3.142676E+1
-1.000000E-1	1.114594E-1	-1.114594E-1	-1.729186E-6	3.255371E+1
-1.500000E-1	1.692204E-1	-1.692204E-1	-2.625291E-6	3.292187E+1
-2.000000E-1	2.230394E-1	-2.230394E-1	-3.460242E-6	3.329004E+1
-2.500000E-1	2.905932E-1	-2.905932E-1	-4.508274E-6	3.365723E+1
-3.000000E-1	3.695122E-1	-3.695122E-1	-5.732627E-6	3.402539E+1
-3.500000E-1	4.382424E-1	-4.382424E-1	-6.798909E-6	3.439258E+1
-4.000000E-1	5.040497E-1	-5.040497E-1	-7.819845E-6	3.476074E+1
-4.500000E-1	5.456477E-1	-5.456477E-1	-8.465198E-6	3.512891E+1
-5.000000E-1	5.850101E-1	-5.850101E-1	-9.075869E-6	3.549609E+1
-5.000000E-1	5.642959E-1	-5.642959E-1	-8.754509E-6	3.586426E+1
-4.500000E-1	4.767048E-1	-4.767048E-1	-7.395616E-6	3.623242E+1
-4.000000E-1	4.096550E-1	-4.096550E-1	-6.355403E-6	3.659961E+1
-3.500000E-1	3.407734E-1	-3.407734E-1	-5.286771E-6	3.696777E+1
-3.000000E-1	2.812875E-1	-2.812875E-1	-4.363905E-6	3.733594E+1
-2.500000E-1	2.310168E-1	-2.310168E-1	-3.584004E-6	3.770313E+1
-2.000000E-1	1.841501E-1	-1.841501E-1	-2.856912E-6	3.807129E+1
-1.500000E-1	1.405462E-1	-1.405462E-1	-2.180439E-6	3.843945E+1
-1.000000E-1	9.649539E-2	-9.649539E-2	-1.497033E-6	3.880664E+1
-5.000000E-2	4.773234E-2	-4.773234E-2	-7.405213E-7	3.954785E+1
0.000000E+0	1.186137E-4	-1.186137E-4	-1.840178E-9	4.028906E+1
0.000000E+0	1.215432E-4	-1.215432E-4	-1.885626E-9	4.065723E+1
5.000000E-2	5.081624E-2	5.081624E-2	7.883650E-7	4.177148E+1
1.000000E-1	1.083289E-1	1.083289E-1	1.680619E-6	4.289844E+1
1.500000E-1	1.744527E-1	1.744527E-1	2.706466E-6	4.326660E+1
2.000000E-1	2.448954E-1	2.448954E-1	3.799317E-6	4.363477E+1
2.500000E-1	3.222473E-1	3.222473E-1	4.999357E-6	4.400195E+1
3.000000E-1	4.333540E-1	4.333540E-1	6.723071E-6	4.437012E+1
3.500000E-1	5.704899E-1	5.704899E-1	8.850602E-6	4.473828E+1
4.000000E-1	1.292497E+0	1.292497E+0	2.005184E-5	4.585254E+1
4.500000E-1	1.514367E+0	1.514367E+0	2.349394E-5	4.622070E+1
5.000000E-1	1.719033E+0	1.719033E+0	2.666914E-5	4.658789E+1
5.000000E-1	1.772255E+0	1.772255E+0	2.749483E-5	4.695605E+1
4.500000E-1	1.635470E+0	1.635470E+0	2.537274E-5	4.732422E+1
4.000000E-1	1.483250E+0	1.483250E+0	2.301120E-5	4.769141E+1
3.500000E-1	1.262377E+0	1.262377E+0	1.958456E-5	4.805957E+1
3.000000E-1	1.032316E+0	1.032316E+0	1.601539E-5	4.842773E+1
2.500000E-1	8.304111E-1	8.304111E-1	1.288303E-5	4.879492E+1
2.000000E-1	6.516363E-1	6.516363E-1	1.010951E-5	4.916309E+1
1.500000E-1	4.810093E-1	4.810093E-1	7.462397E-6	4.991016E+1
1.000000E-1	3.050446E-1	3.050446E-1	4.732474E-6	5.027832E+1
5.000000E-2	1.464774E-1	1.464774E-1	2.272456E-6	5.064648E+1
0.000000E+0	1.541225E-4	-1.541225E-4	-2.391063E-9	5.138672E+1
-5.000000E-2	1.453424E-1	-1.453424E-1	-2.254847E-6	5.212891E+1
-1.000000E-1	2.954694E-1	-2.954694E-1	-4.583924E-6	5.249609E+1
-1.500000E-1	4.568532E-1	-4.568532E-1	-7.087638E-6	5.286426E+1
-2.000000E-1	6.071984E-1	-6.071984E-1	-9.420100E-6	5.323242E+1
-2.500000E-1	7.924565E-1	-7.924565E-1	-1.229420E-5	5.434668E+1
-3.000000E-1	9.414757E-1	-9.414757E-1	-1.460609E-5	5.471484E+1
-3.500000E-1	1.133018E+0	-1.133018E+0	-1.757769E-5	5.508203E+1
-4.000000E-1	1.333627E+0	-1.333627E+0	-2.068994E-5	5.545020E+1
-4.500000E-1	1.505729E+0	-1.505729E+0	-2.335993E-5	5.581836E+1
-5.000000E-1	1.686305E+0	-1.686305E+0	-2.616140E-5	5.618555E+1
-5.000000E-1	1.658333E+0	-1.658333E+0	-2.572744E-5	5.655371E+1
-4.500000E-1	1.428323E+0	-1.428323E+0	-2.215906E-5	5.692188E+1
-4.000000E-1	1.218042E+0	-1.218042E+0	-1.889675E-5	5.728906E+1
-3.500000E-1	1.037775E+0	-1.037775E+0	-1.610008E-5	5.765723E+1
-3.000000E-1	8.618975E-1	-8.618975E-1	-1.337151E-5	5.802539E+1
-2.500000E-1	7.047327E-1	-7.047327E-1	-1.093325E-5	5.839258E+1
-2.000000E-1	5.557409E-1	-5.557409E-1	-8.621786E-6	5.914063E+1
-1.500000E-1	4.146192E-1	-4.146192E-1	-6.432418E-6	5.950781E+1
-1.000000E-1	2.811769E-1	-2.811769E-1	-4.362189E-6	5.987598E+1
-5.000000E-2	1.417794E-1	-1.417794E-1	-2.199571E-6	6.024414E+1
0.000000E+0	1.666402E-4	-1.666402E-4	-2.585262E-9	6.098535E+1
0.000000E+0	1.695016E-4	-1.695016E-4	-2.629655E-9	6.135352E+1
5.000000E-2	1.485163E-1	1.485163E-1	2.304088E-6	6.209473E+1
1.000000E-1	3.142320E-1	3.142320E-1	4.875007E-6	6.246191E+1
1.500000E-1	4.943972E-1	4.943972E-1	7.670097E-6	6.283008E+1
2.000000E-1	7.213242E-1	7.213242E-1	1.119065E-5	6.394531E+1
2.500000E-1	9.511895E-1	9.511895E-1	1.475679E-5	6.431250E+1
3.000000E-1	1.174459E+0	1.174459E+0	1.822060E-5	6.468066E+1
3.500000E-1	1.481106E+0	1.481106E+0	2.297793E-5	6.504883E+1
4.000000E-1	1.798645E+0	1.798645E+0	2.790424E-5	6.541602E+1
4.500000E-1	2.083962E+0	2.083962E+0	3.233067E-5	6.578418E+1
5.000000E-1	2.330685E+0	2.330685E+0	3.615834E-5	6.615234E+1
5.000000E-1	2.341675E+0	2.341675E+0	3.632884E-5	6.651953E+1
4.500000E-1	2.064348E+0	2.064348E+0	3.202638E-5	6.688770E+1
4.000000E-1	1.756960E+0	1.756960E+0	2.725755E-5	6.725488E+1
3.500000E-1	1.475641E+0	1.475641E+0	2.289315E-5	6.762305E+1
3.000000E-1	1.216062E+0	1.216062E+0	1.886603E-5	6.799121E+1
2.500000E-1	9.650782E-1	9.650782E-1	1.497226E-5	6.835840E+1
2.000000E-1	7.288985E-1	7.288985E-1	1.130816E-5	6.872656E+1
1.500000E-1	5.151161E-1	5.151161E-1	7.991531E-6	6.947363E+1
1.000000E-1	3.317009E-1	3.317009E-1	5.146020E-6	6.984180E+1
5.000000E-2	1.617376E-1	1.617376E-1	2.509203E-6	7.020996E+1
0.000000E+0	1.583826E-4	-1.583826E-4	-2.457154E-9	7.095020E+1
-5.000000E-2	1.628960E-1	-1.628960E-1	-2.527175E-6	7.169238E+1
-1.000000E-1	3.260565E-1	-3.260565E-1	-5.058453E-6	7.205957E+1
-1.500000E-1	4.908901E-1	-4.908901E-1	-7.615688E-6	7.242773E+1
-2.000000E-1	6.706533E-1	-6.706533E-1	-1.040454E-5	7.279590E+1
-2.500000E-1	8.348433E-1	-8.348433E-1	-1.295179E-5	7.391016E+1
-3.000000E-1	1.024921E+0	-1.024921E+0	-1.590067E-5	7.427832E+1
-3.500000E-1	1.225121E+0	-1.225121E+0	-1.900658E-5	7.464551E+1
-4.000000E-1	1.454687E+0	-1.454687E+0	-2.256807E-5	7.501367E+1
-4.500000E-1	1.693581E+0	-1.693581E+0	-2.627428E-5	7.538184E+1
-5.000000E-1	1.904878E+0	-1.904878E+0	-2.955235E-5	7.574902E+1
-5.000000E-1	1.861639E+0	-1.861639E+0	-2.888154E-5	7.611719E+1
-4.500000E-1	1.611576E+0	-1.611576E+0	-2.500205E-5	7.648535E+1
-4.000000E-1	1.408932E+0	-1.408932E+0	-2.185823E-5	7.685254E+1
-3.500000E-1	1.184783E+0	-1.184783E+0	-1.838077E-5	7.722070E+1
-3.000000E-1	9.904134E-1	-9.904134E-1	-1.536531E-5	7.758789E+1
-2.500000E-1	8.088075E-1	-8.088075E-1	-1.254787E-5	7.795605E+1
-2.000000E-1	6.371528E-1	-6.371528E-1	-9.884812E-6	7.870410E+1
-1.500000E-1	4.708400E-1	-4.708400E-1	-7.304629E-6	7.907129E+1
-1.000000E-1	3.091474E-1	-3.091474E-1	-4.796124E-6	7.943945E+1
-5.000000E-2	1.549482E-1	-1.549482E-1	-2.403873E-6	7.980762E+1
0.000000E+0	1.675661E-4	-1.675661E-4	-2.599627E-9	8.054785E+1
0.000000E+0	1.677543E-4	-1.677543E-4	-2.602546E-9	8.091699E+1
5.000000E-2	1.589459E-1	1.589459E-1	2.465893E-6	8.165723E+1
1.000000E-1	3.364685E-1	3.364685E-1	5.219985E-6	8.202539E+1
1.500000E-1	5.276656E-1	5.276656E-1	8.186224E-6	8.239355E+1
2.000000E-1	7.466528E-1	7.466528E-1	1.158360E-5	8.350781E+1
2.500000E-1	9.782237E-1	9.782237E-1	1.517620E-5	8.387598E+1
3.000000E-1	1.229382E+0	1.229382E+0	1.907268E-5	8.424316E+1
3.500000E-1	1.510852E+0	1.510852E+0	2.343941E-5	8.461133E+1
4.000000E-1	1.825179E+0	1.825179E+0	2.831590E-5	8.497949E+1
