voltage_run_6_spot_2	absJ_run_6_spot_2	J_run_6_spot_2	current_run_6_spot_2	time_run_6_spot_2	
0.000000E+0	1.054885E-5	-1.054885E-5	-1.636552E-10	0.000000E+0
5.000000E-2	4.481085E-3	4.481085E-3	6.951972E-8	1.115234E+0
1.000000E-1	3.700815E-3	3.700815E-3	5.741458E-8	2.234375E+0
1.500000E-1	6.204894E-3	6.204894E-3	9.626296E-8	2.975586E+0
2.000000E-1	5.261642E-3	5.261642E-3	8.162931E-8	4.095703E+0
2.500000E-1	7.146728E-3	7.146728E-3	1.108746E-7	4.462891E+0
3.000000E-1	1.007696E-2	1.007696E-2	1.563343E-7	4.831055E+0
3.500000E-1	1.343758E-2	1.343758E-2	2.084711E-7	5.199219E+0
4.000000E-1	1.936441E-2	1.936441E-2	3.004202E-7	5.566406E+0
4.500000E-1	3.139771E-2	3.139771E-2	4.871053E-7	5.934570E+0
5.000000E-1	4.956328E-2	4.956328E-2	7.689266E-7	6.302734E+0
5.000000E-1	7.476332E-2	7.476332E-2	1.159881E-6	7.429688E+0
4.500000E-1	7.614246E-2	7.614246E-2	1.181277E-6	7.796875E+0
4.000000E-1	8.081191E-2	8.081191E-2	1.253719E-6	8.165039E+0
3.500000E-1	7.279484E-2	7.279484E-2	1.129342E-6	8.532227E+0
3.000000E-1	6.888046E-2	6.888046E-2	1.068614E-6	8.900391E+0
2.500000E-1	6.620288E-2	6.620288E-2	1.027074E-6	9.268555E+0
2.000000E-1	6.188207E-2	6.188207E-2	9.600408E-7	1.000879E+1
1.500000E-1	4.084372E-2	4.084372E-2	6.336510E-7	1.037695E+1
1.000000E-1	2.712735E-2	2.712735E-2	4.208547E-7	1.074512E+1
5.000000E-2	1.284272E-2	1.284272E-2	1.992425E-7	1.111230E+1
0.000000E+0	1.586408E-5	-1.586408E-5	-2.461160E-10	1.185352E+1
-5.000000E-2	1.447193E-2	-1.447193E-2	-2.245180E-7	1.259570E+1
-1.000000E-1	2.895850E-2	-2.895850E-2	-4.492633E-7	1.296289E+1
-1.500000E-1	4.291420E-2	-4.291420E-2	-6.657726E-7	1.333105E+1
-2.000000E-1	5.620699E-2	-5.620699E-2	-8.719974E-7	1.369922E+1
-2.500000E-1	4.230699E-2	-4.230699E-2	-6.563523E-7	1.482617E+1
-3.000000E-1	4.799979E-2	-4.799979E-2	-7.446706E-7	1.556641E+1
-3.500000E-1	5.404447E-2	-5.404447E-2	-8.384479E-7	1.593457E+1
-4.000000E-1	6.305467E-2	-6.305467E-2	-9.782325E-7	1.630273E+1
-4.500000E-1	5.637030E-2	-5.637030E-2	-8.745310E-7	1.742871E+1
-5.000000E-1	5.884117E-2	-5.884117E-2	-9.128642E-7	1.816992E+1
-5.000000E-1	5.745589E-2	-5.745589E-2	-8.913728E-7	1.853809E+1
-4.500000E-1	4.993997E-2	-4.993997E-2	-7.747706E-7	1.890527E+1
-4.000000E-1	4.377874E-2	-4.377874E-2	-6.791850E-7	1.927344E+1
-3.500000E-1	3.805302E-2	-3.805302E-2	-5.903560E-7	1.964160E+1
-3.000000E-1	3.290071E-2	-3.290071E-2	-5.104229E-7	2.000879E+1
-2.500000E-1	2.834666E-2	-2.834666E-2	-4.397712E-7	2.037695E+1
-2.000000E-1	2.358968E-2	-2.358968E-2	-3.659712E-7	2.074414E+1
-1.500000E-1	1.861372E-2	-1.861372E-2	-2.887739E-7	2.111230E+1
-1.000000E-1	1.287198E-2	-1.287198E-2	-1.996964E-7	2.148047E+1
-5.000000E-2	6.545930E-3	-6.545930E-3	-1.015538E-7	2.184766E+1
0.000000E+0	1.332120E-5	-1.332120E-5	-2.066656E-10	2.258887E+1
