voltage_run_1_spot_3_20	absJ_run_1_spot_3_20	J_run_1_spot_3_20	current_run_1_spot_3_20	time_run_1_spot_3_20	
0.000000E+0	3.788093E-7	-3.788093E-7	-1.322294E-11	0.000000E+0
5.000000E-2	2.081255E-4	2.081255E-4	7.264951E-9	1.115234E+0
1.000000E-1	2.115072E-4	2.115072E-4	7.382994E-9	2.229492E+0
1.500000E-1	3.384447E-4	3.384447E-4	1.181395E-8	2.596680E+0
2.000000E-1	4.911234E-4	4.911234E-4	1.714344E-8	2.964844E+0
2.500000E-1	6.678061E-4	6.678061E-4	2.331083E-8	3.332031E+0
3.000000E-1	7.875179E-4	7.875179E-4	2.748956E-8	3.700195E+0
3.500000E-1	1.137313E-3	1.137313E-3	3.969971E-8	4.068359E+0
4.000000E-1	1.594536E-3	1.594536E-3	5.565980E-8	4.435547E+0
4.500000E-1	1.578335E-3	1.578335E-3	5.509427E-8	4.803711E+0
5.000000E-1	1.766923E-3	1.766923E-3	6.167726E-8	5.171875E+0
5.000000E-1	2.011984E-3	2.011984E-3	7.023149E-8	5.539063E+0
4.500000E-1	1.732903E-3	1.732903E-3	6.048973E-8	5.907227E+0
4.000000E-1	1.626471E-3	1.626471E-3	5.677456E-8	6.274414E+0
3.500000E-1	1.303343E-3	1.303343E-3	4.549526E-8	6.642578E+0
3.000000E-1	9.911751E-4	9.911751E-4	3.459854E-8	7.010742E+0
2.500000E-1	8.116555E-4	8.116555E-4	2.833212E-8	7.377930E+0
2.000000E-1	6.041892E-4	6.041892E-4	2.109018E-8	7.746094E+0
1.500000E-1	4.396477E-4	4.396477E-4	1.534660E-8	8.114258E+0
1.000000E-1	2.899596E-4	2.899596E-4	1.012150E-8	8.481445E+0
5.000000E-2	1.186853E-4	1.186853E-4	4.142898E-9	9.222656E+0
0.000000E+0	2.152782E-7	-2.152782E-7	-7.514628E-12	1.039746E+1
-5.000000E-2	1.268131E-4	-1.268131E-4	-4.426611E-9	1.151270E+1
-1.000000E-1	2.537156E-4	-2.537156E-4	-8.856344E-9	1.188086E+1
-1.500000E-1	3.485566E-4	-3.485566E-4	-1.216692E-8	1.299414E+1
-2.000000E-1	5.048999E-4	-5.048999E-4	-1.762433E-8	1.336230E+1
-2.500000E-1	6.436124E-4	-6.436124E-4	-2.246631E-8	1.373047E+1
-3.000000E-1	8.478495E-4	-8.478495E-4	-2.959553E-8	1.409766E+1
-3.500000E-1	1.068210E-3	-1.068210E-3	-3.728756E-8	1.446582E+1
-4.000000E-1	1.391260E-3	-1.391260E-3	-4.856415E-8	1.483398E+1
-4.500000E-1	1.802843E-3	-1.802843E-3	-6.293108E-8	1.520117E+1
-5.000000E-1	1.766412E-3	-1.766412E-3	-6.165942E-8	1.556934E+1
-5.000000E-1	1.838358E-3	-1.838358E-3	-6.417081E-8	1.593750E+1
-4.500000E-1	1.478253E-3	-1.478253E-3	-5.160076E-8	1.630469E+1
-4.000000E-1	1.045747E-3	-1.045747E-3	-3.650345E-8	1.667285E+1
-3.500000E-1	8.631062E-4	-8.631062E-4	-3.012809E-8	1.704004E+1
-3.000000E-1	7.613990E-4	-7.613990E-4	-2.657784E-8	1.740820E+1
-2.500000E-1	5.640351E-4	-5.640351E-4	-1.968854E-8	1.777637E+1
-2.000000E-1	4.155199E-4	-4.155199E-4	-1.450438E-8	1.814355E+1
-1.500000E-1	3.056592E-4	-3.056592E-4	-1.066952E-8	1.851172E+1
-1.000000E-1	1.871227E-4	-1.871227E-4	-6.531814E-9	1.925293E+1
-5.000000E-2	1.077000E-4	-1.077000E-4	-3.759438E-9	1.962109E+1
0.000000E+0	1.705366E-7	-1.705366E-7	-5.952849E-12	2.079492E+1
0.000000E+0	1.738654E-7	-1.738654E-7	-6.069048E-12	2.149902E+1
5.000000E-2	1.137368E-4	1.137368E-4	3.970162E-9	2.261426E+1
1.000000E-1	2.421367E-4	2.421367E-4	8.452165E-9	2.298145E+1
1.500000E-1	3.421186E-4	3.421186E-4	1.194219E-8	2.409570E+1
2.000000E-1	4.448582E-4	4.448582E-4	1.552848E-8	2.446387E+1
2.500000E-1	5.465685E-4	5.465685E-4	1.907884E-8	2.483203E+1
3.000000E-1	6.071468E-4	6.071468E-4	2.119342E-8	2.519922E+1
3.500000E-1	8.450357E-4	8.450357E-4	2.949731E-8	2.556738E+1
4.000000E-1	1.072653E-3	1.072653E-3	3.744265E-8	2.593555E+1
4.500000E-1	1.312466E-3	1.312466E-3	4.581371E-8	2.630273E+1
5.000000E-1	1.669954E-3	1.669954E-3	5.829238E-8	2.667090E+1
5.000000E-1	1.685329E-3	1.685329E-3	5.882908E-8	2.703906E+1
4.500000E-1	1.371274E-3	1.371274E-3	4.786649E-8	2.740625E+1
4.000000E-1	1.080979E-3	1.080979E-3	3.773330E-8	2.777441E+1
3.500000E-1	9.370896E-4	9.370896E-4	3.271060E-8	2.814160E+1
3.000000E-1	7.535357E-4	7.535357E-4	2.630336E-8	2.850977E+1
2.500000E-1	5.859307E-4	5.859307E-4	2.045284E-8	2.887793E+1
2.000000E-1	4.224034E-4	4.224034E-4	1.474466E-8	2.924512E+1
1.500000E-1	3.039661E-4	3.039661E-4	1.061042E-8	2.961328E+1
1.000000E-1	2.098165E-4	2.098165E-4	7.323976E-9	3.035449E+1
5.000000E-2	1.078583E-4	1.078583E-4	3.764966E-9	3.072168E+1
0.000000E+0	1.162290E-7	-1.162290E-7	-4.057157E-12	3.189648E+1
-5.000000E-2	8.726783E-5	-8.726783E-5	-3.046222E-9	3.301172E+1
-1.000000E-1	1.824138E-4	-1.824138E-4	-6.367444E-9	3.337988E+1
-1.500000E-1	2.826417E-4	-2.826417E-4	-9.866057E-9	3.374805E+1
-2.000000E-1	2.934991E-4	-2.934991E-4	-1.024505E-8	3.486230E+1
-2.500000E-1	3.996286E-4	-3.996286E-4	-1.394967E-8	3.522949E+1
-3.000000E-1	4.814914E-4	-4.814914E-4	-1.680722E-8	3.559766E+1
-3.500000E-1	5.462021E-4	-5.462021E-4	-1.906605E-8	3.596582E+1
-4.000000E-1	7.100680E-4	-7.100680E-4	-2.478605E-8	3.633301E+1
-4.500000E-1	8.770494E-4	-8.770494E-4	-3.061480E-8	3.670117E+1
-5.000000E-1	1.139268E-3	-1.139268E-3	-3.976794E-8	3.706836E+1
-5.000000E-1	1.048685E-3	-1.048685E-3	-3.660602E-8	3.743652E+1
-4.500000E-1	1.062435E-3	-1.062435E-3	-3.708597E-8	3.780469E+1
-4.000000E-1	9.919761E-4	-9.919761E-4	-3.462650E-8	3.817188E+1
-3.500000E-1	7.448351E-4	-7.448351E-4	-2.599965E-8	3.854004E+1
-3.000000E-1	5.141998E-4	-5.141998E-4	-1.794896E-8	3.890820E+1
-2.500000E-1	4.385115E-4	-4.385115E-4	-1.530694E-8	3.927539E+1
-2.000000E-1	3.173911E-4	-3.173911E-4	-1.107904E-8	3.964355E+1
-1.500000E-1	2.433180E-4	-2.433180E-4	-8.493399E-9	4.038477E+1
-1.000000E-1	1.710724E-4	-1.710724E-4	-5.971555E-9	4.075195E+1
-5.000000E-2	8.419816E-5	-8.419816E-5	-2.939070E-9	4.112012E+1
0.000000E+0	1.621176E-7	-1.621176E-7	-5.658973E-12	4.229395E+1
0.000000E+0	1.598881E-7	-1.598881E-7	-5.581147E-12	4.299805E+1
5.000000E-2	1.122052E-4	1.122052E-4	3.916699E-9	4.411328E+1
1.000000E-1	2.177115E-4	2.177115E-4	7.599565E-9	4.448047E+1
1.500000E-1	3.909234E-4	3.909234E-4	1.364580E-8	4.559473E+1
2.000000E-1	5.587402E-4	5.587402E-4	1.950371E-8	4.596289E+1
2.500000E-1	7.695362E-4	7.695362E-4	2.686188E-8	4.633105E+1
3.000000E-1	8.206443E-4	8.206443E-4	2.864589E-8	4.669824E+1
3.500000E-1	1.101171E-3	1.101171E-3	3.843812E-8	4.706641E+1
4.000000E-1	1.323144E-3	1.323144E-3	4.618644E-8	4.743457E+1
4.500000E-1	1.554729E-3	1.554729E-3	5.427027E-8	4.780176E+1
5.000000E-1	1.674936E-3	1.674936E-3	5.846630E-8	4.816992E+1
5.000000E-1	1.788965E-3	1.788965E-3	6.244667E-8	4.853809E+1
4.500000E-1	1.371456E-3	1.371456E-3	4.787285E-8	4.890527E+1
4.000000E-1	1.272993E-3	1.272993E-3	4.443585E-8	4.927344E+1
3.500000E-1	5.570717E-4	5.570717E-4	1.944547E-8	4.964160E+1
3.000000E-1	3.263321E-4	3.263321E-4	1.139114E-8	5.000879E+1
2.500000E-1	2.457369E-4	2.457369E-4	8.577834E-9	5.075000E+1
2.000000E-1	1.717664E-4	1.717664E-4	5.995780E-9	5.111816E+1
1.500000E-1	1.080822E-4	1.080822E-4	3.772781E-9	5.148633E+1
1.000000E-1	5.601639E-5	5.601639E-5	1.955341E-9	5.185352E+1
5.000000E-2	2.790710E-5	2.790710E-5	9.741417E-10	5.259473E+1
0.000000E+0	1.008343E-7	1.008343E-7	3.519782E-12	5.376953E+1
-5.000000E-2	2.393962E-5	-2.393962E-5	-8.356502E-10	5.488477E+1
-1.000000E-1	5.026659E-5	-5.026659E-5	-1.754635E-9	5.600000E+1
-1.500000E-1	7.910648E-5	-7.910648E-5	-2.761337E-9	5.636719E+1
