voltage_run_2_spot_1	absJ_run_2_spot_1	J_run_2_spot_1	current_run_2_spot_1	time_run_2_spot_1	
0.000000E+0	6.775358E-8	6.775358E-8	4.441031E-13	0.000000E+0
5.000000E-2	9.652211E-7	9.652211E-7	6.326717E-12	7.031250E-1
1.000000E-1	1.760707E-6	1.760707E-6	1.154087E-11	1.406250E+0
1.500000E-1	3.056967E-6	3.056967E-6	2.003744E-11	2.109375E+0
2.000000E-1	4.351437E-6	4.351437E-6	2.852228E-11	2.812500E+0
2.500000E-1	6.111417E-6	6.111417E-6	4.005839E-11	3.515625E+0
3.000000E-1	7.835048E-6	7.835048E-6	5.135624E-11	4.218750E+0
3.500000E-1	1.011335E-5	1.011335E-5	6.628981E-11	4.921875E+0
4.000000E-1	1.238689E-5	1.238689E-5	8.119210E-11	5.625000E+0
4.500000E-1	1.512005E-5	1.512005E-5	9.910709E-11	6.328125E+0
5.000000E-1	1.822617E-5	1.822617E-5	1.194667E-10	7.443359E+0
5.000000E-1	1.800422E-5	1.800422E-5	1.180119E-10	7.811523E+0
4.500000E-1	1.520565E-5	1.520565E-5	9.966816E-11	8.986328E+0
4.000000E-1	1.213928E-5	1.213928E-5	7.956913E-11	9.689453E+0
3.500000E-1	9.541589E-6	9.541589E-6	6.254207E-11	1.039258E+1
3.000000E-1	7.398353E-6	7.398353E-6	4.849384E-11	1.109570E+1
2.500000E-1	5.582819E-6	5.582819E-6	3.659360E-11	1.179883E+1
2.000000E-1	4.041651E-6	4.041651E-6	2.649173E-11	1.250195E+1
1.500000E-1	2.786280E-6	2.786280E-6	1.826318E-11	1.320508E+1
1.000000E-1	1.681502E-6	1.681502E-6	1.102171E-11	1.390820E+1
5.000000E-2	8.036318E-7	8.036318E-7	5.267550E-12	1.461133E+1
0.000000E+0	8.008858E-8	8.008858E-8	5.249551E-13	1.531445E+1
-5.000000E-2	6.249374E-7	-6.249374E-7	-4.096265E-12	1.601758E+1
-1.000000E-1	1.435099E-6	-1.435099E-6	-9.406614E-12	1.672070E+1
-1.500000E-1	2.416125E-6	-2.416125E-6	-1.583693E-11	1.742383E+1
-2.000000E-1	3.644477E-6	-3.644477E-6	-2.388838E-11	1.812695E+1
-2.500000E-1	5.026292E-6	-5.026292E-6	-3.294574E-11	1.883008E+1
-3.000000E-1	1.536285E-5	-1.536285E-5	-1.006986E-10	1.953320E+1
-3.500000E-1	1.903507E-5	-1.903507E-5	-1.247688E-10	2.064844E+1
-4.000000E-1	2.460381E-5	-2.460381E-5	-1.612701E-10	2.101660E+1
-4.500000E-1	3.159272E-5	-3.159272E-5	-2.070802E-10	2.138574E+1
-5.000000E-1	3.783931E-5	-3.783931E-5	-2.480246E-10	2.175391E+1
-5.000000E-1	4.110180E-5	-4.110180E-5	-2.694092E-10	2.212207E+1
-4.500000E-1	3.504020E-5	-3.504020E-5	-2.296773E-10	2.249023E+1
-4.000000E-1	2.936505E-5	-2.936505E-5	-1.924785E-10	2.285938E+1
-3.500000E-1	2.346160E-5	-2.346160E-5	-1.537833E-10	2.322754E+1
-3.000000E-1	2.164969E-5	-2.164969E-5	-1.419068E-10	2.359570E+1
-2.500000E-1	1.440648E-5	-1.440648E-5	-9.442988E-11	2.477051E+1
-2.000000E-1	1.239466E-5	-1.239466E-5	-8.124307E-11	2.547363E+1
-1.500000E-1	8.751988E-6	-8.751988E-6	-5.736649E-11	2.617676E+1
-1.000000E-1	5.121281E-6	-5.121281E-6	-3.356836E-11	2.687988E+1
-5.000000E-2	2.122820E-6	-2.122820E-6	-1.391441E-11	2.758301E+1
0.000000E+0	1.155565E-7	1.155565E-7	7.574358E-13	2.828613E+1
