voltage_spot_7_run_3_10	absJ_spot_7_run_3_10	J_spot_7_run_3_10	current_spot_7_run_3_10	time_spot_7_run_3_10	
0.000000E+0	1.603754E-5	-1.603754E-5	-3.980911E-11	0.000000E+0
5.000000E-2	3.201237E-3	3.201237E-3	7.946259E-9	1.115234E+0
1.000000E-1	8.222420E-3	8.222420E-3	2.041007E-8	2.229492E+0
1.500000E-1	1.936196E-2	1.936196E-2	4.806115E-8	2.597656E+0
2.000000E-1	2.601982E-2	2.601982E-2	6.458759E-8	2.965820E+0
2.500000E-1	3.495986E-2	3.495986E-2	8.677898E-8	3.333008E+0
3.000000E-1	4.971457E-2	4.971457E-2	1.234038E-7	4.453125E+0
3.500000E-1	6.494372E-2	6.494372E-2	1.612063E-7	4.821289E+0
4.000000E-1	1.007581E-1	1.007581E-1	2.501064E-7	5.188477E+0
4.500000E-1	1.333500E-1	1.333500E-1	3.310076E-7	5.556641E+0
5.000000E-1	1.448385E-1	1.448385E-1	3.595247E-7	5.923828E+0
5.000000E-1	1.628584E-1	1.628584E-1	4.042546E-7	6.291992E+0
4.500000E-1	1.337847E-1	1.337847E-1	3.320866E-7	6.660156E+0
4.000000E-1	1.133950E-1	1.133950E-1	2.814742E-7	7.027344E+0
3.500000E-1	9.289349E-2	9.289349E-2	2.305845E-7	7.395508E+0
3.000000E-1	6.032895E-2	6.032895E-2	1.497513E-7	7.763672E+0
2.500000E-1	5.018169E-2	5.018169E-2	1.245633E-7	8.130859E+0
2.000000E-1	3.340811E-2	3.340811E-2	8.292714E-8	8.872070E+0
1.500000E-1	2.303010E-2	2.303010E-2	5.716637E-8	9.240234E+0
1.000000E-1	1.402156E-2	1.402156E-2	3.480496E-8	9.607422E+0
5.000000E-2	8.799168E-3	8.799168E-3	2.184170E-8	9.975586E+0
0.000000E+0	1.580057E-5	-1.580057E-5	-3.922089E-11	1.114941E+1
-5.000000E-2	8.623778E-3	-8.623778E-3	-2.140634E-8	1.189258E+1
-1.000000E-1	2.010410E-2	-2.010410E-2	-4.990333E-8	1.225977E+1
-1.500000E-1	3.465536E-2	-3.465536E-2	-8.602314E-8	1.262793E+1
-2.000000E-1	4.674085E-2	-4.674085E-2	-1.160223E-7	1.374805E+1
-2.500000E-1	6.298715E-2	-6.298715E-2	-1.563496E-7	1.411523E+1
-3.000000E-1	8.435582E-2	-8.435582E-2	-2.093919E-7	1.448340E+1
-3.500000E-1	1.118704E-1	-1.118704E-1	-2.776899E-7	1.485156E+1
-4.000000E-1	1.283410E-1	-1.283410E-1	-3.185739E-7	1.521875E+1
-4.500000E-1	1.526819E-1	-1.526819E-1	-3.789941E-7	1.558691E+1
-5.000000E-1	1.887296E-1	-1.887296E-1	-4.684733E-7	1.595508E+1
-5.000000E-1	2.021719E-1	-2.021719E-1	-5.018404E-7	1.632227E+1
-4.500000E-1	1.633632E-1	-1.633632E-1	-4.055076E-7	1.669043E+1
-4.000000E-1	1.324799E-1	-1.324799E-1	-3.288476E-7	1.705859E+1
-3.500000E-1	1.114084E-1	-1.114084E-1	-2.765430E-7	1.742578E+1
-3.000000E-1	7.925737E-2	-7.925737E-2	-1.967363E-7	1.779395E+1
-2.500000E-1	6.489800E-2	-6.489800E-2	-1.610928E-7	1.816211E+1
-2.000000E-1	4.993647E-2	-4.993647E-2	-1.239546E-7	1.852930E+1
-1.500000E-1	3.487252E-2	-3.487252E-2	-8.656218E-8	1.927051E+1
-1.000000E-1	2.117101E-2	-2.117101E-2	-5.255166E-8	1.963867E+1
-5.000000E-2	9.701552E-3	-9.701552E-3	-2.408164E-8	2.000586E+1
0.000000E+0	1.972886E-5	-1.972886E-5	-4.897188E-11	2.155371E+1
0.000000E+0	1.418580E-5	-1.418580E-5	-3.521264E-11	2.225781E+1
5.000000E-2	8.064631E-3	8.064631E-3	2.001840E-8	2.299902E+1
1.000000E-1	1.913480E-2	1.913480E-2	4.749728E-8	2.336719E+1
1.500000E-1	3.133897E-2	3.133897E-2	7.779103E-8	2.373438E+1
2.000000E-1	4.193601E-2	4.193601E-2	1.040955E-7	2.485449E+1
2.500000E-1	5.857095E-2	5.857095E-2	1.453875E-7	2.522266E+1
3.000000E-1	8.050402E-2	8.050402E-2	1.998308E-7	2.558984E+1
3.500000E-1	1.063193E-1	1.063193E-1	2.639107E-7	2.595801E+1
4.000000E-1	1.319445E-1	1.319445E-1	3.275187E-7	2.632617E+1
4.500000E-1	1.667197E-1	1.667197E-1	4.138394E-7	2.669336E+1
5.000000E-1	1.975514E-1	1.975514E-1	4.903713E-7	2.706152E+1
5.000000E-1	1.765871E-1	1.765871E-1	4.383327E-7	2.742969E+1
4.500000E-1	1.321513E-1	1.321513E-1	3.280320E-7	2.779688E+1
4.000000E-1	1.034971E-1	1.034971E-1	2.569052E-7	2.816504E+1
3.500000E-1	9.369075E-2	9.369075E-2	2.325635E-7	2.853223E+1
3.000000E-1	7.661227E-2	7.661227E-2	1.901705E-7	2.890039E+1
2.500000E-1	5.620825E-2	5.620825E-2	1.395227E-7	2.926855E+1
2.000000E-1	1.181787E-7	1.181787E-7	2.933487E-13	3.118945E+1
1.500000E-1	2.288881E-8	2.288881E-8	5.681566E-14	3.189258E+1
1.000000E-1	2.522018E-8	-2.522018E-8	-6.260270E-14	3.259570E+1
5.000000E-2	6.841485E-8	-6.841485E-8	-1.698225E-13	3.329883E+1
0.000000E+0	8.993391E-8	-8.993391E-8	-2.232381E-13	3.400195E+1
-5.000000E-2	1.131973E-7	-1.131973E-7	-2.809836E-13	3.470508E+1
-1.000000E-1	1.314401E-7	-1.314401E-7	-3.262668E-13	3.540820E+1
-1.500000E-1	1.487214E-7	-1.487214E-7	-3.691630E-13	3.611133E+1
-2.000000E-1	1.655833E-7	-1.655833E-7	-4.110184E-13	3.681445E+1
-2.500000E-1	1.788726E-7	-1.788726E-7	-4.440059E-13	3.751758E+1
-3.000000E-1	1.918489E-7	-1.918489E-7	-4.762163E-13	3.822070E+1
-3.500000E-1	2.023205E-7	-2.023205E-7	-5.022094E-13	3.892383E+1
-4.000000E-1	2.151124E-7	-2.151124E-7	-5.339618E-13	3.962695E+1
-4.500000E-1	2.264617E-7	-2.264617E-7	-5.621337E-13	4.033008E+1
-5.000000E-1	2.075648E-7	-2.075648E-7	-5.152268E-13	4.103320E+1
-5.000000E-1	1.184694E-7	-1.184694E-7	-2.940703E-13	4.173633E+1
-4.500000E-1	2.574460E-7	-2.574460E-7	-6.390444E-13	4.243945E+1
-4.000000E-1	1.331286E-7	1.331286E-7	3.304579E-13	4.314258E+1
