voltage_spot_6_run_1	absJ_spot_6_run_1	J_spot_6_run_1	current_spot_6_run_1	time_spot_6_run_1	
0.000000E+0	3.664121E-6	-3.664121E-6	-3.197549E-11	0.000000E+0
5.000000E-2	2.579914E-3	2.579914E-3	2.251400E-8	7.421875E-1
1.000000E-1	6.005913E-3	6.005913E-3	5.241148E-8	1.110352E+0
1.500000E-1	1.128919E-2	1.128919E-2	9.851680E-8	1.477539E+0
2.000000E-1	1.780811E-2	1.780811E-2	1.554051E-7	2.597656E+0
2.500000E-1	2.829136E-2	2.829136E-2	2.468887E-7	2.965820E+0
3.000000E-1	4.253145E-2	4.253145E-2	3.711569E-7	3.333008E+0
3.500000E-1	6.080535E-2	6.080535E-2	5.306268E-7	3.701172E+0
4.000000E-1	8.339017E-2	8.339017E-2	7.277165E-7	4.069336E+0
4.500000E-1	1.122653E-1	1.122653E-1	9.797000E-7	4.436523E+0
5.000000E-1	1.519371E-1	1.519371E-1	1.325901E-6	5.563477E+0
5.000000E-1	1.541070E-1	1.541070E-1	1.344837E-6	5.931641E+0
4.500000E-1	1.213858E-1	1.213858E-1	1.059291E-6	6.299805E+0
4.000000E-1	9.342734E-2	9.342734E-2	8.153074E-7	7.041016E+0
3.500000E-1	6.718736E-2	6.718736E-2	5.863203E-7	7.408203E+0
3.000000E-1	4.788098E-2	4.788098E-2	4.178404E-7	7.776367E+0
2.500000E-1	3.211428E-2	3.211428E-2	2.802500E-7	8.143555E+0
2.000000E-1	2.025525E-2	2.025525E-2	1.767604E-7	8.511719E+0
1.500000E-1	1.198000E-2	1.198000E-2	1.045452E-7	8.879883E+0
1.000000E-1	6.199888E-3	6.199888E-3	5.410423E-8	9.621094E+0
5.000000E-2	2.547831E-3	2.547831E-3	2.223402E-8	9.988281E+0
0.000000E+0	4.086194E-6	-4.086194E-6	-3.565877E-11	1.116309E+1
-5.000000E-2	2.576017E-3	-2.576017E-3	-2.247999E-8	1.190527E+1
-1.000000E-1	6.136394E-3	-6.136394E-3	-5.355014E-8	1.227246E+1
-1.500000E-1	1.147571E-2	-1.147571E-2	-1.001445E-7	1.264063E+1
-2.000000E-1	1.895818E-2	-1.895818E-2	-1.654413E-7	1.375977E+1
-2.500000E-1	2.947391E-2	-2.947391E-2	-2.572084E-7	1.412793E+1
-3.000000E-1	4.364759E-2	-4.364759E-2	-3.808971E-7	1.449609E+1
-3.500000E-1	6.124076E-2	-6.124076E-2	-5.344264E-7	1.486328E+1
-4.000000E-1	8.305743E-2	-8.305743E-2	-7.248128E-7	1.523145E+1
-4.500000E-1	1.086618E-1	-1.086618E-1	-9.482527E-7	1.559863E+1
-5.000000E-1	1.375052E-1	-1.375052E-1	-1.199959E-6	1.672559E+1
-5.000000E-1	1.372727E-1	-1.372727E-1	-1.197930E-6	1.709375E+1
-4.500000E-1	1.065588E-1	-1.065588E-1	-9.299014E-7	1.783496E+1
-4.000000E-1	7.971321E-2	-7.971321E-2	-6.956290E-7	1.820215E+1
-3.500000E-1	5.798331E-2	-5.798331E-2	-5.059999E-7	1.857031E+1
-3.000000E-1	4.102010E-2	-4.102010E-2	-3.579679E-7	1.893848E+1
-2.500000E-1	2.759475E-2	-2.759475E-2	-2.408096E-7	1.930566E+1
-2.000000E-1	1.786959E-2	-1.786959E-2	-1.559416E-7	1.967383E+1
-1.500000E-1	1.104463E-2	-1.104463E-2	-9.638256E-8	2.041504E+1
-1.000000E-1	5.870017E-3	-5.870017E-3	-5.122556E-8	2.078223E+1
-5.000000E-2	2.552521E-3	-2.552521E-3	-2.227495E-8	2.115039E+1
0.000000E+0	4.132269E-6	-4.132269E-6	-3.606085E-11	2.232422E+1
