voltage_spot_7_run_2	absJ_spot_7_run_2	J_spot_7_run_2	current_spot_7_run_2	time_spot_7_run_2	
0.000000E+0	1.135808E-4	-1.135808E-4	-2.819355E-10	0.000000E+0
5.000000E-2	3.298248E-2	3.298248E-2	8.187063E-8	1.115234E+0
1.000000E-1	4.308864E-3	4.308864E-3	1.069566E-8	2.235352E+0
1.500000E-1	1.277096E-2	1.277096E-2	3.170067E-8	2.975586E+0
2.000000E-1	1.742658E-2	1.742658E-2	4.325705E-8	3.343750E+0
2.500000E-1	2.952876E-2	2.952876E-2	7.329764E-8	3.711914E+0
3.000000E-1	3.387726E-2	3.387726E-2	8.409169E-8	4.079102E+0
3.500000E-1	5.484021E-2	5.484021E-2	1.361269E-7	5.199219E+0
4.000000E-1	8.183584E-2	8.183584E-2	2.031367E-7	5.567383E+0
4.500000E-1	1.072015E-1	1.072015E-1	2.661006E-7	5.935547E+0
5.000000E-1	1.208535E-1	1.208535E-1	2.999881E-7	6.302734E+0
5.000000E-1	1.093332E-1	1.093332E-1	2.713919E-7	6.670898E+0
4.500000E-1	9.099340E-2	9.099340E-2	2.258680E-7	7.038086E+0
4.000000E-1	7.259526E-2	7.259526E-2	1.801993E-7	7.406250E+0
3.500000E-1	5.645862E-2	5.645862E-2	1.401442E-7	7.774414E+0
3.000000E-1	4.056810E-2	4.056810E-2	1.007000E-7	8.141602E+0
2.500000E-1	2.669092E-2	2.669092E-2	6.625342E-8	8.882813E+0
2.000000E-1	2.134428E-2	2.134428E-2	5.298176E-8	9.250977E+0
1.500000E-1	1.113602E-2	1.113602E-2	2.764234E-8	9.619141E+0
1.000000E-1	6.983067E-3	6.983067E-3	1.733369E-8	9.986328E+0
5.000000E-2	2.733655E-3	2.733655E-3	6.785604E-9	1.072754E+1
0.000000E+0	1.028102E-5	-1.028102E-5	-2.552002E-11	1.190137E+1
-5.000000E-2	2.440830E-3	-2.440830E-3	-6.058740E-9	1.301758E+1
-1.000000E-1	5.112769E-3	-5.112769E-3	-1.269115E-8	1.413184E+1
-1.500000E-1	9.072187E-3	-9.072187E-3	-2.251940E-8	1.449902E+1
-2.000000E-1	1.400309E-2	-1.400309E-2	-3.475911E-8	1.486719E+1
-2.500000E-1	1.937479E-2	-1.937479E-2	-4.809299E-8	1.523535E+1
-3.000000E-1	2.613750E-2	-2.613750E-2	-6.487971E-8	1.560254E+1
-3.500000E-1	3.492225E-2	-3.492225E-2	-8.668562E-8	1.597070E+1
-4.000000E-1	4.927763E-2	-4.927763E-2	-1.223192E-7	1.708984E+1
-4.500000E-1	6.375794E-2	-6.375794E-2	-1.582629E-7	1.745801E+1
-5.000000E-1	7.238449E-2	-7.238449E-2	-1.796761E-7	1.782617E+1
-5.000000E-1	7.393643E-2	-7.393643E-2	-1.835284E-7	1.819336E+1
-4.500000E-1	6.030269E-2	-6.030269E-2	-1.496861E-7	1.856152E+1
-4.000000E-1	4.778700E-2	-4.778700E-2	-1.186191E-7	1.892871E+1
-3.500000E-1	4.104291E-2	-4.104291E-2	-1.018786E-7	1.966992E+1
-3.000000E-1	3.263151E-2	-3.263151E-2	-8.099943E-8	2.003809E+1
-2.500000E-1	2.510013E-2	-2.510013E-2	-6.230471E-8	2.040527E+1
-2.000000E-1	1.934579E-2	-1.934579E-2	-4.802101E-8	2.077344E+1
-1.500000E-1	1.401650E-2	-1.401650E-2	-3.479239E-8	2.114160E+1
-1.000000E-1	8.005685E-3	-8.005685E-3	-1.987208E-8	2.150879E+1
-5.000000E-2	3.743445E-3	-3.743445E-3	-9.292151E-9	2.336426E+1
0.000000E+0	9.447556E-6	-9.447556E-6	-2.345116E-11	2.453809E+1
