voltage_2_1_500mv_500ms	absJ_2_1_500mv_500ms	J_2_1_500mv_500ms	current_2_1_500mv_500ms	time_2_1_500mv_500ms	
0.000000E+0	1.585932E-7	1.585932E-7	6.151052E-13	0.000000E+0
5.000000E-2	9.392719E-7	9.392719E-7	3.642975E-12	1.002930E+0
1.000000E-1	2.003903E-6	2.003903E-6	7.772158E-12	2.005859E+0
1.500000E-1	3.490253E-6	3.490253E-6	1.353698E-11	3.007813E+0
2.000000E-1	4.917059E-6	4.917059E-6	1.907086E-11	4.010742E+0
2.500000E-1	7.970405E-6	7.970405E-6	3.091329E-11	5.013672E+0
3.000000E-1	1.228535E-5	1.228535E-5	4.764886E-11	6.015625E+0
3.500000E-1	2.134721E-5	2.134721E-5	8.279534E-11	7.018555E+0
4.000000E-1	3.823894E-4	3.823894E-4	1.483101E-9	9.032227E+0
4.500000E-1	4.504070E-4	4.504070E-4	1.746908E-9	9.699219E+0
5.000000E-1	5.404267E-4	5.404267E-4	2.096050E-9	1.036621E+1
5.000000E-1	5.352721E-4	5.352721E-4	2.076058E-9	1.103320E+1
4.500000E-1	3.983827E-4	3.983827E-4	1.545131E-9	1.170117E+1
4.000000E-1	3.134263E-4	3.134263E-4	1.215627E-9	1.236816E+1
3.500000E-1	2.421660E-4	2.421660E-4	9.392431E-10	1.370801E+1
3.000000E-1	1.316724E-3	1.316724E-3	5.106927E-9	1.572070E+1
2.500000E-1	1.010042E-3	1.010042E-3	3.917459E-9	1.638867E+1
2.000000E-1	7.327343E-4	7.327343E-4	2.841917E-9	1.705566E+1
1.500000E-1	5.274134E-4	5.274134E-4	2.045578E-9	1.772266E+1
1.000000E-1	2.656567E-4	2.656567E-4	1.030352E-9	1.839063E+1
5.000000E-2	1.495937E-4	1.495937E-4	5.802007E-10	1.973047E+1
0.000000E+0	2.844430E-7	-2.844430E-7	-1.103215E-12	2.150391E+1
-5.000000E-2	1.686095E-4	-1.686095E-4	-6.539537E-10	2.351758E+1
-1.000000E-1	2.997639E-4	-2.997639E-4	-1.162637E-9	2.553125E+1
-1.500000E-1	4.994960E-4	-4.994960E-4	-1.937300E-9	2.619824E+1
-2.000000E-1	7.044070E-4	-7.044070E-4	-2.732049E-9	2.686523E+1
-2.500000E-1	1.015737E-3	-1.015737E-3	-3.939547E-9	2.753223E+1
-3.000000E-1	1.459420E-3	-1.459420E-3	-5.660375E-9	2.820020E+1
-3.500000E-1	1.828740E-3	-1.828740E-3	-7.092785E-9	2.886719E+1
-4.000000E-1	2.225138E-3	-2.225138E-3	-8.630217E-9	2.953418E+1
-4.500000E-1	3.880568E-3	-3.880568E-3	-1.505082E-8	3.154688E+1
-5.000000E-1	3.981898E-3	-3.981898E-3	-1.544383E-8	3.221387E+1
-5.000000E-1	3.672890E-3	-3.672890E-3	-1.424534E-8	3.288086E+1
-4.500000E-1	3.196628E-3	-3.196628E-3	-1.239815E-8	3.354785E+1
-4.000000E-1	2.456117E-3	-2.456117E-3	-9.526074E-9	3.488770E+1
-3.500000E-1	2.282624E-3	-2.282624E-3	-8.853178E-9	3.555469E+1
-3.000000E-1	1.607074E-3	-1.607074E-3	-6.233051E-9	3.622266E+1
-2.500000E-1	1.259417E-3	-1.259417E-3	-4.884660E-9	3.688965E+1
-2.000000E-1	8.962152E-4	-8.962152E-4	-3.475979E-9	3.755664E+1
-1.500000E-1	5.778305E-4	-5.778305E-4	-2.241121E-9	3.822363E+1
-1.000000E-1	3.261508E-4	-3.261508E-4	-1.264979E-9	3.889063E+1
-5.000000E-2	1.170107E-4	-1.170107E-4	-4.538270E-10	4.023047E+1
0.000000E+0	1.219747E-7	-1.219747E-7	-4.730799E-13	4.200488E+1
