voltage_3_1_500mv_500ms	absJ_3_1_500mv_500ms	J_3_1_500mv_500ms	current_3_1_500mv_500ms	time_3_1_500mv_500ms	
0.000000E+0	1.859692E-8	-1.859692E-8	-5.258155E-13	0.000000E+0
5.000000E-2	7.937683E-6	7.937683E-6	2.244327E-10	2.013672E+0
1.000000E-1	1.378041E-5	1.378041E-5	3.896318E-10	2.680664E+0
1.500000E-1	2.173069E-5	2.173069E-5	6.144207E-10	3.348633E+0
2.000000E-1	2.830656E-5	2.830656E-5	8.003490E-10	4.016602E+0
2.500000E-1	3.573283E-5	3.573283E-5	1.010322E-9	4.684570E+0
3.000000E-1	4.675668E-5	4.675668E-5	1.322014E-9	6.698242E+0
3.500000E-1	6.008340E-5	6.008340E-5	1.698818E-9	7.365234E+0
4.000000E-1	8.827929E-5	8.827929E-5	2.496038E-9	8.032227E+0
4.500000E-1	1.334423E-4	1.334423E-4	3.772993E-9	8.700195E+0
5.000000E-1	1.325732E-4	1.325732E-4	3.748420E-9	9.367188E+0
5.000000E-1	7.562414E-5	7.562414E-5	2.138222E-9	1.003418E+1
4.500000E-1	5.857616E-5	5.857616E-5	1.656202E-9	1.070117E+1
4.000000E-1	5.069598E-5	5.069598E-5	1.433395E-9	1.136914E+1
3.500000E-1	4.126700E-5	4.126700E-5	1.166797E-9	1.203613E+1
3.000000E-1	3.575479E-5	3.575479E-5	1.010943E-9	1.270312E+1
2.500000E-1	2.779909E-5	2.779909E-5	7.860008E-10	1.404297E+1
2.000000E-1	1.877359E-5	1.877359E-5	5.308107E-10	1.471094E+1
1.500000E-1	1.348631E-5	1.348631E-5	3.813164E-10	1.537891E+1
1.000000E-1	7.438478E-6	7.438478E-6	2.103180E-10	1.604688E+1
5.000000E-2	3.647640E-6	3.647640E-6	1.031346E-10	1.782031E+1
0.000000E+0	2.380704E-8	2.380704E-8	6.731282E-13	1.882324E+1
-5.000000E-2	3.588619E-6	-3.588619E-6	-1.014658E-10	1.982617E+1
-1.000000E-1	7.715637E-6	-7.715637E-6	-2.181545E-10	2.183984E+1
-1.500000E-1	1.195255E-5	-1.195255E-5	-3.379503E-10	2.250781E+1
-2.000000E-1	1.697984E-5	-1.697984E-5	-4.800937E-10	2.317578E+1
-2.500000E-1	2.134499E-5	-2.134499E-5	-6.035155E-10	2.384277E+1
-3.000000E-1	2.599496E-5	-2.599496E-5	-7.349901E-10	2.451074E+1
-3.500000E-1	3.281247E-5	-3.281247E-5	-9.277508E-10	2.517871E+1
-4.000000E-1	4.167833E-5	-4.167833E-5	-1.178427E-9	2.719141E+1
-4.500000E-1	5.605695E-5	-5.605695E-5	-1.584973E-9	2.785840E+1
-5.000000E-1	5.861556E-5	-5.861556E-5	-1.657316E-9	2.852637E+1
-5.000000E-1	5.530518E-5	-5.530518E-5	-1.563717E-9	2.919336E+1
-4.500000E-1	4.908377E-5	-4.908377E-5	-1.387811E-9	2.986035E+1
-4.000000E-1	4.497386E-5	-4.497386E-5	-1.271606E-9	3.052734E+1
-3.500000E-1	3.538474E-5	-3.538474E-5	-1.000480E-9	3.119434E+1
-3.000000E-1	2.730944E-5	-2.730944E-5	-7.721561E-10	3.253418E+1
-2.500000E-1	1.999472E-5	-1.999472E-5	-5.653373E-10	3.320215E+1
-2.000000E-1	1.583654E-5	-1.583654E-5	-4.477677E-10	3.387012E+1
-1.500000E-1	1.107220E-5	-1.107220E-5	-3.130592E-10	3.453809E+1
-1.000000E-1	7.492353E-6	-7.492353E-6	-2.118413E-10	3.520605E+1
-5.000000E-2	3.754317E-6	-3.754317E-6	-1.061508E-10	3.587305E+1
0.000000E+0	5.741196E-9	-5.741196E-9	-1.623285E-13	3.764746E+1
