J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	218	106.38
1.5849e-008	-7.8	55	103.39
2.1544e-008	-7.6667	51	97.662
2.9286e-008	-7.5333	51	89.662
3.9811e-008	-7.4	67	80.005
5.4117e-008	-7.2667	76	69.383
7.3564e-008	-7.1333	72	58.482
1e-007	-7	65	47.908
1.3594e-007	-6.8667	36	38.144
1.8478e-007	-6.7333	41	29.517
2.5119e-007	-6.6	21	22.2
3.4145e-007	-6.4667	12	16.227
4.6416e-007	-6.3333	10	11.529
6.3096e-007	-6.2	5	7.9603
8.577e-007	-6.0667	4	5.3421
1.1659e-006	-5.9333	5	3.4844
1.5849e-006	-5.8	4	2.2088
2.1544e-006	-5.6667	2	1.3609
2.9286e-006	-5.5333	1	0.81493
3.9811e-006	-5.4	1	0.47428
5.4117e-006	-5.2667	1	0.26828
7.3564e-006	-5.1333	1	0.14749
1e-005	-5	0	0.078806
1.3594e-005	-4.8667	0	0.040925
1.8478e-005	-4.7333	0	0.020656
2.5119e-005	-4.6	0	0.010133
3.4145e-005	-4.4667	0	0.004831
4.6416e-005	-4.3333	0	0.0022386
6.3096e-005	-4.2	0	0.0010082
8.577e-005	-4.0667	0	0.0004413
0.00011659	-3.9333	0	0.00018774
0.00015849	-3.8	0	7.7625e-005
0.00021544	-3.6667	0	3.1194e-005
0.00029286	-3.5333	0	1.2184e-005
0.00039811	-3.4	0	4.6249e-006
0.00054117	-3.2667	0	1.7063e-006
0.00073564	-3.1333	0	6.1185e-007
0.001	-3	0	2.1323e-007
0.0013594	-2.8667	0	7.2226e-008
0.0018478	-2.7333	0	2.3777e-008
0.0025119	-2.6	0	7.6077e-009
0.0034145	-2.4667	0	2.3658e-009
0.0046416	-2.3333	0	7.1503e-010
0.0063096	-2.2	0	2.1004e-010
0.008577	-2.0667	0	5.9965e-011
0.011659	-1.9333	0	1.6639e-011
0.015849	-1.8	0	4.4873e-012
0.021544	-1.6667	0	1.1762e-012
0.029286	-1.5333	0	2.9963e-013
0.039811	-1.4	0	7.4186e-014
0.054117	-1.2667	0	1.7852e-014
0.073564	-1.1333	0	4.1753e-015
0.1	-1	0	9.4908e-016
0.13594	-0.86667	0	2.0968e-016
0.18478	-0.73333	0	4.5022e-017
0.25119	-0.6	0	9.3957e-018
0.34145	-0.46667	0	1.9057e-018
0.46416	-0.33333	0	3.7568e-019
0.63096	-0.2	0	7.1979e-020
0.8577	-0.066667	0	1.3403e-020
1.1659	0.066667	0	2.4258e-021
1.5849	0.2	0	4.267e-022
2.1544	0.33333	0	7.2949e-023
2.9286	0.46667	1	1.2121e-023
3.9811	0.6	0	1.9574e-024
5.4117	0.73333	0	3.0723e-025
7.3564	0.86667	0	4.6867e-026
10	1	0	6.9486e-027
13.594	1.1333	0	1.0013e-027
18.478	1.2667	0	1.4023e-028
25.119	1.4	0	1.9088e-029
34.145	1.5333	0	2.5252e-030
46.416	1.6667	0	3.2469e-031
63.096	1.8	0	4.0575e-032
85.77	1.9333	0	4.9281e-033
