J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	8.2935e-013
1.5849e-008	-7.8	0	1.5842e-011
2.1544e-008	-7.6667	0	2.631e-010
2.9286e-008	-7.5333	0	3.7993e-009
3.9811e-008	-7.4	0	4.7701e-008
5.4117e-008	-7.2667	0	5.2072e-007
7.3564e-008	-7.1333	0	4.9424e-006
1e-007	-7	0	4.0787e-005
1.3594e-007	-6.8667	0	0.00029265
1.8478e-007	-6.7333	0	0.0018258
2.5119e-007	-6.6	0	0.0099033
3.4145e-007	-6.4667	0	0.046706
4.6416e-007	-6.3333	0	0.19152
6.3096e-007	-6.2	0	0.68284
8.577e-007	-6.0667	0	2.1167
1.1659e-006	-5.9333	1	5.7052
1.5849e-006	-5.8	27	13.37
2.1544e-006	-5.6667	55	27.241
2.9286e-006	-5.5333	95	48.26
3.9811e-006	-5.4	53	74.336
5.4117e-006	-5.2667	43	99.555
7.3564e-006	-5.1333	90	115.93
1e-005	-5	184	117.37
1.3594e-005	-4.8667	124	103.32
1.8478e-005	-4.7333	54	79.076
2.5119e-005	-4.6	46	52.622
3.4145e-005	-4.4667	18	30.447
4.6416e-005	-4.3333	5	15.317
6.3096e-005	-4.2	3	6.6998
8.577e-005	-4.0667	1	2.548
0.00011659	-3.9333	0	0.84252
0.00015849	-3.8	0	0.24223
0.00021544	-3.6667	0	0.06055
0.00029286	-3.5333	0	0.01316
0.00039811	-3.4	0	0.0024869
0.00054117	-3.2667	0	0.00040861
0.00073564	-3.1333	0	5.8372e-005
0.001	-3	0	7.2504e-006
0.0013594	-2.8667	0	7.8301e-007
0.0018478	-2.7333	0	7.3523e-008
0.0025119	-2.6	0	6.0026e-009
0.0034145	-2.4667	0	4.2609e-010
0.0046416	-2.3333	0	2.6298e-011
0.0063096	-2.2	0	1.4112e-012
0.008577	-2.0667	0	6.5842e-014
0.011659	-1.9333	0	2.671e-015
0.015849	-1.8	0	9.4211e-017
0.021544	-1.6667	0	2.8892e-018
0.029286	-1.5333	0	7.7039e-020
0.039811	-1.4	0	1.786e-021
0.054117	-1.2667	0	3.6002e-023
0.073564	-1.1333	0	6.3098e-025
0.1	-1	0	9.6151e-027
0.13594	-0.86667	0	1.2739e-028
0.18478	-0.73333	0	1.4675e-030
0.25119	-0.6	0	1.4699e-032
0.34145	-0.46667	0	1.2801e-034
0.46416	-0.33333	0	9.6925e-037
0.63096	-0.2	0	6.381e-039
0.8577	-0.066667	0	3.6525e-041
1.1659	0.066667	0	1.8178e-043
1.5849	0.2	0	7.8662e-046
2.1544	0.33333	0	2.9596e-048
2.9286	0.46667	0	9.6815e-051
3.9811	0.6	0	2.7537e-053
5.4117	0.73333	0	6.8097e-056
7.3564	0.86667	0	1.4642e-058
10	1	0	2.7373e-061
13.594	1.1333	0	4.4494e-064
18.478	1.2667	0	6.2883e-067
25.119	1.4	0	7.7271e-070
34.145	1.5333	0	8.2556e-073
46.416	1.6667	0	7.669e-076
63.096	1.8	0	6.1941e-079
85.77	1.9333	1	4.3498e-082
