J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.5559e-008
1.5849e-008	-7.8	0	2.1999e-007
2.1544e-008	-7.6667	0	2.6417e-006
2.9286e-008	-7.5333	0	2.6941e-005
3.9811e-008	-7.4	0	0.00023334
5.4117e-008	-7.2667	0	0.0017164
7.3564e-008	-7.1333	0	0.010723
1e-007	-7	0	0.056892
1.3594e-007	-6.8667	3	0.25636
1.8478e-007	-6.7333	3	0.98106
2.5119e-007	-6.6	2	3.1886
3.4145e-007	-6.4667	16	8.8014
4.6416e-007	-6.3333	33	20.633
6.3096e-007	-6.2	77	41.079
8.577e-007	-6.0667	63	69.46
1.1659e-006	-5.9333	70	99.748
1.5849e-006	-5.8	95	121.65
2.1544e-006	-5.6667	160	126.01
2.9286e-006	-5.5333	139	110.85
3.9811e-006	-5.4	60	82.815
5.4117e-006	-5.2667	45	52.546
7.3564e-006	-5.1333	23	28.316
1e-005	-5	6	12.959
1.3594e-005	-4.8667	3	5.0369
1.8478e-005	-4.7333	1	1.6627
2.5119e-005	-4.6	0	0.46614
3.4145e-005	-4.4667	0	0.11099
4.6416e-005	-4.3333	0	0.022443
6.3096e-005	-4.2	0	0.0038542
8.577e-005	-4.0667	0	0.00056215
0.00011659	-3.9333	0	6.9633e-005
0.00015849	-3.8	0	7.3255e-006
0.00021544	-3.6667	0	6.545e-007
0.00029286	-3.5333	0	4.9664e-008
0.00039811	-3.4	0	3.2005e-009
0.00054117	-3.2667	0	1.7517e-010
0.00073564	-3.1333	0	8.1422e-012
0.001	-3	0	3.2142e-013
0.0013594	-2.8667	0	1.0776e-014
0.0018478	-2.7333	0	3.0685e-016
0.0025119	-2.6	0	7.4203e-018
0.0034145	-2.4667	0	1.524e-019
0.0046416	-2.3333	0	2.6582e-021
0.0063096	-2.2	0	3.9377e-023
0.008577	-2.0667	0	4.954e-025
0.011659	-1.9333	0	5.2932e-027
0.015849	-1.8	0	4.8033e-029
0.021544	-1.6667	0	3.7018e-031
0.029286	-1.5333	0	2.4229e-033
0.039811	-1.4	0	1.3469e-035
0.054117	-1.2667	0	6.3585e-038
0.073564	-1.1333	0	2.5494e-040
0.1	-1	0	8.6812e-043
0.13594	-0.86667	0	2.5106e-045
0.18478	-0.73333	0	6.1662e-048
0.25119	-0.6	0	1.2862e-050
0.34145	-0.46667	0	2.2786e-053
0.46416	-0.33333	0	3.4283e-056
0.63096	-0.2	0	4.3806e-059
0.8577	-0.066667	0	4.7539e-062
1.1659	0.066667	0	4.3814e-065
1.5849	0.2	0	3.4295e-068
2.1544	0.33333	0	2.2799e-071
2.9286	0.46667	0	1.2872e-074
3.9811	0.6	0	6.1718e-078
5.4117	0.73333	0	2.5133e-081
7.3564	0.86667	0	8.6923e-085
10	1	0	2.5531e-088
13.594	1.1333	0	6.3689e-092
18.478	1.2667	0	1.3493e-095
25.119	1.4	0	2.4278e-099
34.145	1.5333	0	3.7099e-103
46.416	1.6667	0	4.8147e-107
63.096	1.8	0	5.3067e-111
85.77	1.9333	1	4.9675e-115
