voltage_spot_5_run_3_10	absJ_spot_5_run_3_10	J_spot_5_run_3_10	current_spot_5_run_3_10	time_spot_5_run_3_10	
0.000000E+0	1.693787E-11	1.693787E-11	1.110223E-16	0.000000E+0
5.000000E-2	9.365771E-7	9.365771E-7	6.138964E-12	7.031250E-1
1.000000E-1	2.290499E-6	2.290499E-6	1.501349E-11	1.406250E+0
1.500000E-1	3.646239E-6	3.646239E-6	2.389993E-11	2.109375E+0
2.000000E-1	5.374129E-6	5.374129E-6	3.522570E-11	2.812500E+0
2.500000E-1	7.667070E-6	7.667070E-6	5.025520E-11	3.515625E+0
3.000000E-1	9.604341E-6	9.604341E-6	6.295339E-11	4.218750E+0
3.500000E-1	1.076734E-5	1.076734E-5	7.057649E-11	4.921875E+0
4.000000E-1	1.267096E-5	1.267096E-5	8.305412E-11	5.625000E+0
4.500000E-1	1.470849E-5	1.470849E-5	9.640948E-11	6.328125E+0
5.000000E-1	1.055383E-5	1.055383E-5	6.917700E-11	7.443359E+0
5.000000E-1	3.199433E-6	3.199433E-6	2.097126E-11	8.618164E+0
4.500000E-1	2.358727E-6	2.358727E-6	1.546070E-11	9.321289E+0
4.000000E-1	1.722654E-6	1.722654E-6	1.129145E-11	1.002441E+1
3.500000E-1	1.242712E-6	1.242712E-6	8.145581E-12	1.072754E+1
3.000000E-1	8.554807E-7	8.554807E-7	5.607403E-12	1.143066E+1
2.500000E-1	5.862238E-7	5.862238E-7	3.842510E-12	1.213379E+1
2.000000E-1	3.996806E-7	3.996806E-7	2.619779E-12	1.283691E+1
1.500000E-1	2.491517E-7	2.491517E-7	1.633110E-12	1.354004E+1
1.000000E-1	1.162827E-7	1.162827E-7	7.621959E-13	1.424316E+1
5.000000E-2	4.482393E-8	4.482393E-8	2.938066E-13	1.494629E+1
0.000000E+0	1.195453E-7	-1.195453E-7	-7.835815E-13	1.564941E+1
-5.000000E-2	1.181776E-7	-1.181776E-7	-7.746165E-13	1.635352E+1
-1.000000E-1	1.736702E-7	-1.736702E-7	-1.138353E-12	1.705664E+1
-1.500000E-1	2.698583E-7	-2.698583E-7	-1.768835E-12	1.775977E+1
-2.000000E-1	3.943750E-7	-3.943750E-7	-2.585002E-12	1.846289E+1
-2.500000E-1	7.406717E-7	-7.406717E-7	-4.854867E-12	1.916602E+1
-3.000000E-1	8.775974E-7	-8.775974E-7	-5.752371E-12	1.986914E+1
-3.500000E-1	1.333609E-6	-1.333609E-6	-8.741383E-12	2.057227E+1
-4.000000E-1	1.735305E-6	-1.735305E-6	-1.137437E-11	2.127539E+1
-4.500000E-1	2.533965E-6	-2.533965E-6	-1.660933E-11	2.197852E+1
-5.000000E-1	3.456974E-6	-3.456974E-6	-2.265936E-11	2.268164E+1
-5.000000E-1	3.511997E-6	-3.511997E-6	-2.302002E-11	2.338477E+1
-4.500000E-1	2.423338E-6	-2.423338E-6	-1.588421E-11	2.408789E+1
-4.000000E-1	1.988599E-6	-1.988599E-6	-1.303463E-11	2.479102E+1
-3.500000E-1	1.418991E-6	-1.418991E-6	-9.301032E-12	2.549414E+1
-3.000000E-1	1.029799E-6	-1.029799E-6	-6.750003E-12	2.619727E+1
-2.500000E-1	6.193372E-7	-6.193372E-7	-4.059558E-12	2.690039E+1
-2.000000E-1	3.570628E-7	-3.570628E-7	-2.340433E-12	2.760352E+1
-1.500000E-1	2.097056E-7	-2.097056E-7	-1.374553E-12	2.830664E+1
-1.000000E-1	1.024254E-7	-1.024254E-7	-6.713657E-13	2.900977E+1
-5.000000E-2	2.586201E-8	-2.586201E-8	-1.695172E-13	2.971289E+1
0.000000E+0	5.257937E-8	5.257937E-8	3.446410E-13	3.041602E+1
0.000000E+0	2.507651E-8	2.507651E-8	1.643685E-13	3.112012E+1
5.000000E-2	1.244086E-7	1.244086E-7	8.154588E-13	3.182324E+1
1.000000E-1	2.055494E-7	2.055494E-7	1.347311E-12	3.252637E+1
1.500000E-1	3.329413E-7	3.329413E-7	2.182324E-12	3.322949E+1
2.000000E-1	4.851449E-7	4.851449E-7	3.179970E-12	3.393262E+1
2.500000E-1	6.504648E-7	6.504648E-7	4.263589E-12	3.463574E+1
3.000000E-1	9.398334E-7	9.398334E-7	6.160308E-12	3.533887E+1
3.500000E-1	1.337471E-6	1.337471E-6	8.766696E-12	3.604199E+1
4.000000E-1	1.771499E-6	1.771499E-6	1.161161E-11	3.674512E+1
4.500000E-1	2.376808E-6	2.376808E-6	1.557922E-11	3.744824E+1
5.000000E-1	3.187488E-6	3.187488E-6	2.089297E-11	3.815137E+1
5.000000E-1	3.816509E-6	3.816509E-6	2.501600E-11	3.885449E+1
4.500000E-1	2.857485E-6	2.857485E-6	1.872990E-11	3.955762E+1
4.000000E-1	2.247908E-6	2.247908E-6	1.473432E-11	4.026074E+1
3.500000E-1	1.695861E-6	1.695861E-6	1.111583E-11	4.096387E+1
3.000000E-1	1.263182E-6	1.263182E-6	8.279752E-12	4.166699E+1
2.500000E-1	6.210565E-7	6.210565E-7	4.070827E-12	4.237012E+1
2.000000E-1	4.373908E-7	4.373908E-7	2.866957E-12	4.307324E+1
1.500000E-1	2.792356E-7	2.792356E-7	1.830300E-12	4.377637E+1
1.000000E-1	1.368389E-7	1.368389E-7	8.969353E-13	4.447949E+1
5.000000E-2	4.703857E-8	4.703857E-8	3.083228E-13	4.518262E+1
0.000000E+0	2.642307E-8	-2.642307E-8	-1.731948E-13	4.588574E+1
-5.000000E-2	9.267976E-8	-9.267976E-8	-6.074863E-13	4.658984E+1
-1.000000E-1	1.781525E-7	-1.781525E-7	-1.167733E-12	4.729297E+1
-1.500000E-1	2.682323E-7	-2.682323E-7	-1.758177E-12	4.799609E+1
-2.000000E-1	4.168514E-7	-4.168514E-7	-2.732328E-12	4.869922E+1
-2.500000E-1	6.064814E-7	-6.064814E-7	-3.975292E-12	4.940234E+1
-3.000000E-1	1.006431E-6	-1.006431E-6	-6.596834E-12	5.010547E+1
-3.500000E-1	1.369479E-6	-1.369479E-6	-8.976500E-12	5.080859E+1
-4.000000E-1	1.924882E-6	-1.924882E-6	-1.261699E-11	5.151172E+1
-4.500000E-1	3.286056E-6	-3.286056E-6	-2.153905E-11	5.221484E+1
-5.000000E-1	5.300180E-6	-5.300180E-6	-3.474099E-11	5.291797E+1
-5.000000E-1	6.537034E-6	-6.537034E-6	-4.284817E-11	5.362109E+1
