voltage_run_4_spot_1	absJ_run_4_spot_1	J_run_4_spot_1	current_run_4_spot_1	time_run_4_spot_1	
0.000000E+0	1.619054E-6	-1.619054E-6	-1.412891E-11	0.000000E+0
5.000000E-2	1.323304E-5	1.323304E-5	1.154801E-10	1.115234E+0
1.000000E-1	7.984540E-5	7.984540E-5	6.967825E-10	1.483398E+0
1.500000E-1	1.050966E-4	1.050966E-4	9.171404E-10	1.851563E+0
2.000000E-1	1.094818E-4	1.094818E-4	9.554089E-10	2.220703E+0
2.500000E-1	5.560917E-5	5.560917E-5	4.852816E-10	2.588867E+0
3.000000E-1	5.428446E-5	5.428446E-5	4.737213E-10	2.957031E+0
3.500000E-1	9.612922E-5	9.612922E-5	8.388857E-10	3.325195E+0
4.000000E-1	1.202952E-4	1.202952E-4	1.049774E-9	3.694336E+0
4.500000E-1	2.774163E-4	2.774163E-4	2.420914E-9	4.808594E+0
5.000000E-1	5.569480E-4	5.569480E-4	4.860288E-9	5.176758E+0
5.000000E-1	4.618431E-4	4.618431E-4	4.030341E-9	5.544922E+0
4.500000E-1	3.430479E-4	3.430479E-4	2.993658E-9	5.912109E+0
4.000000E-1	4.105832E-4	4.105832E-4	3.583014E-9	6.280273E+0
3.500000E-1	3.134853E-4	3.134853E-4	2.735675E-9	6.648438E+0
3.000000E-1	1.451241E-4	1.451241E-4	1.266447E-9	7.015625E+0
2.500000E-1	1.210135E-4	1.210135E-4	1.056042E-9	7.383789E+0
2.000000E-1	9.131621E-5	9.131621E-5	7.968843E-10	8.125000E+0
1.500000E-1	9.037707E-5	9.037707E-5	7.886887E-10	8.493164E+0
1.000000E-1	4.347364E-5	4.347364E-5	3.793791E-10	8.861328E+0
5.000000E-2	2.218212E-5	2.218212E-5	1.935755E-10	9.230469E+0
0.000000E+0	2.959029E-8	-2.959029E-8	-2.582240E-13	1.040527E+1
-5.000000E-2	2.158577E-5	-2.158577E-5	-1.883714E-10	1.152051E+1
-1.000000E-1	6.001511E-5	-6.001511E-5	-5.237306E-10	1.188867E+1
-1.500000E-1	1.149346E-4	-1.149346E-4	-1.002994E-9	1.300293E+1
-2.000000E-1	1.504263E-4	-1.504263E-4	-1.312717E-9	1.337109E+1
-2.500000E-1	2.204288E-4	-2.204288E-4	-1.923604E-9	1.373926E+1
-3.000000E-1	2.777274E-4	-2.777274E-4	-2.423629E-9	1.410645E+1
-3.500000E-1	2.898211E-4	-2.898211E-4	-2.529166E-9	1.447461E+1
-4.000000E-1	3.509376E-4	-3.509376E-4	-3.062508E-9	1.484180E+1
-4.500000E-1	4.422922E-4	-4.422922E-4	-3.859727E-9	1.520996E+1
-5.000000E-1	5.787266E-4	-5.787266E-4	-5.050342E-9	1.557813E+1
-5.000000E-1	6.364205E-4	-6.364205E-4	-5.553817E-9	1.594531E+1
-4.500000E-1	5.079923E-4	-5.079923E-4	-4.433069E-9	1.631348E+1
-4.000000E-1	4.372489E-4	-4.372489E-4	-3.815716E-9	1.668066E+1
-3.500000E-1	3.497513E-4	-3.497513E-4	-3.052156E-9	1.704883E+1
-3.000000E-1	2.783016E-4	-2.783016E-4	-2.428640E-9	1.741699E+1
-2.500000E-1	2.276736E-4	-2.276736E-4	-1.986827E-9	1.778418E+1
-2.000000E-1	1.922611E-4	-1.922611E-4	-1.677795E-9	1.815234E+1
-1.500000E-1	1.263434E-4	-1.263434E-4	-1.102554E-9	1.852051E+1
-1.000000E-1	8.498366E-5	-8.498366E-5	-7.416223E-10	1.926074E+1
-5.000000E-2	3.067513E-5	-3.067513E-5	-2.676910E-10	1.962988E+1
0.000000E+0	6.031127E-8	-6.031127E-8	-5.263151E-13	2.080469E+1
