voltage_run_5_spot_2	absJ_run_5_spot_2	J_run_5_spot_2	current_run_5_spot_2	time_run_5_spot_2	
0.000000E+0	1.091480E-5	-1.091480E-5	-1.371594E-10	0.000000E+0
5.000000E-2	4.400522E-3	4.400522E-3	5.529859E-8	1.115234E+0
1.000000E-1	1.349035E-2	1.349035E-2	1.695248E-7	2.235352E+0
1.500000E-1	2.117108E-2	2.117108E-2	2.660436E-7	2.602539E+0
2.000000E-1	3.041838E-2	3.041838E-2	3.822486E-7	2.970703E+0
2.500000E-1	4.023369E-2	4.023369E-2	5.055915E-7	3.337891E+0
3.000000E-1	5.078788E-2	5.078788E-2	6.382194E-7	3.706055E+0
3.500000E-1	6.312344E-2	6.312344E-2	7.932325E-7	4.074219E+0
4.000000E-1	7.867512E-2	7.867512E-2	9.886608E-7	4.441406E+0
4.500000E-1	1.178644E-1	1.178644E-1	1.481128E-6	5.568359E+0
5.000000E-1	1.298724E-1	1.298724E-1	1.632025E-6	5.936523E+0
5.000000E-1	1.286251E-1	1.286251E-1	1.616351E-6	6.303711E+0
4.500000E-1	1.098459E-1	1.098459E-1	1.380364E-6	6.671875E+0
4.000000E-1	9.382566E-2	9.382566E-2	1.179048E-6	7.040039E+0
3.500000E-1	8.046540E-2	8.046540E-2	1.011158E-6	7.407227E+0
3.000000E-1	6.742386E-2	6.742386E-2	8.472732E-7	8.148438E+0
2.500000E-1	5.443614E-2	5.443614E-2	6.840647E-7	8.516602E+0
2.000000E-1	4.209824E-2	4.209824E-2	5.290221E-7	8.884766E+0
1.500000E-1	3.073470E-2	3.073470E-2	3.862237E-7	9.251953E+0
1.000000E-1	2.005904E-2	2.005904E-2	2.520693E-7	9.620117E+0
5.000000E-2	9.823712E-3	9.823712E-3	1.234484E-7	9.987305E+0
0.000000E+0	1.616660E-5	-1.616660E-5	-2.031555E-10	1.072852E+1
-5.000000E-2	9.825725E-3	-9.825725E-3	-1.234737E-7	1.147070E+1
-1.000000E-1	1.962074E-2	-1.962074E-2	-2.465615E-7	1.183887E+1
-1.500000E-1	2.889554E-2	-2.889554E-2	-3.631121E-7	1.220605E+1
-2.000000E-1	3.745459E-2	-3.745459E-2	-4.706682E-7	1.257422E+1
-2.500000E-1	4.561521E-2	-4.561521E-2	-5.732176E-7	1.294238E+1
-3.000000E-1	5.423900E-2	-5.423900E-2	-6.815874E-7	1.330957E+1
-3.500000E-1	6.213068E-2	-6.213068E-2	-7.807571E-7	1.367773E+1
-4.000000E-1	7.100827E-2	-7.100827E-2	-8.923162E-7	1.404492E+1
-4.500000E-1	7.892295E-2	-7.892295E-2	-9.917751E-7	1.441309E+1
-5.000000E-1	7.936175E-2	-7.936175E-2	-9.972891E-7	1.554004E+1
-5.000000E-1	7.748663E-2	-7.748663E-2	-9.737257E-7	1.628125E+1
-4.500000E-1	6.851249E-2	-6.851249E-2	-8.609534E-7	1.664844E+1
-4.000000E-1	6.104346E-2	-6.104346E-2	-7.670947E-7	1.701660E+1
-3.500000E-1	5.302751E-2	-5.302751E-2	-6.663633E-7	1.738477E+1
-3.000000E-1	4.679228E-2	-4.679228E-2	-5.880091E-7	1.775195E+1
-2.500000E-1	4.085659E-2	-4.085659E-2	-5.134191E-7	1.812012E+1
-2.000000E-1	3.374257E-2	-3.374257E-2	-4.240216E-7	1.848730E+1
-1.500000E-1	2.661888E-2	-2.661888E-2	-3.345027E-7	1.885547E+1
-1.000000E-1	1.882423E-2	-1.882423E-2	-2.365523E-7	1.922363E+1
-5.000000E-2	9.961507E-3	-9.961507E-3	-1.251800E-7	1.959082E+1
0.000000E+0	1.791037E-5	-1.791037E-5	-2.250683E-10	2.033203E+1
