voltage_run_2_spot_2	absJ_run_2_spot_2	J_run_2_spot_2	current_run_2_spot_2	time_run_2_spot_2	
0.000000E+0	7.587317E-8	7.587317E-8	4.973244E-13	0.000000E+0
5.000000E-2	1.535936E-6	1.535936E-6	1.006757E-11	7.031250E-1
1.000000E-1	3.042856E-6	3.042856E-6	1.994495E-11	1.406250E+0
1.500000E-1	5.392641E-6	5.392641E-6	3.534704E-11	2.109375E+0
2.000000E-1	6.909587E-6	6.909587E-6	4.529014E-11	2.812500E+0
2.500000E-1	8.346219E-6	8.346219E-6	5.470680E-11	3.515625E+0
3.000000E-1	1.265628E-5	1.265628E-5	8.295787E-11	4.218750E+0
3.500000E-1	1.523421E-5	1.523421E-5	9.985541E-11	4.921875E+0
4.000000E-1	1.424886E-5	1.424886E-5	9.339673E-11	6.404297E+0
4.500000E-1	1.862240E-5	1.862240E-5	1.220639E-10	6.772461E+0
5.000000E-1	2.467138E-5	2.467138E-5	1.617130E-10	7.141602E+0
5.000000E-1	2.484415E-5	2.484415E-5	1.628455E-10	7.509766E+0
4.500000E-1	2.397718E-5	2.397718E-5	1.571628E-10	7.877930E+0
4.000000E-1	1.536557E-5	1.536557E-5	1.007164E-10	8.246094E+0
3.500000E-1	1.108128E-5	1.108128E-5	7.263427E-11	9.420898E+0
3.000000E-1	7.105435E-6	7.105435E-6	4.657386E-11	1.012500E+1
2.500000E-1	5.199533E-6	5.199533E-6	3.408128E-11	1.082715E+1
2.000000E-1	3.800708E-6	3.800708E-6	2.491243E-11	1.153027E+1
1.500000E-1	2.509597E-6	2.509597E-6	1.644961E-11	1.223340E+1
1.000000E-1	1.460861E-6	1.460861E-6	9.575479E-12	1.293652E+1
5.000000E-2	6.754820E-7	6.754820E-7	4.427569E-12	1.363965E+1
0.000000E+0	6.303851E-8	6.303851E-8	4.131973E-13	1.434277E+1
-5.000000E-2	5.285356E-7	-5.285356E-7	-3.464382E-12	1.504687E+1
-1.000000E-1	1.246595E-6	-1.246595E-6	-8.171033E-12	1.575000E+1
-1.500000E-1	2.112054E-6	-2.112054E-6	-1.384384E-11	1.645313E+1
-2.000000E-1	3.066094E-6	-3.066094E-6	-2.009727E-11	1.715625E+1
-2.500000E-1	4.314976E-6	-4.314976E-6	-2.828329E-11	1.785938E+1
-3.000000E-1	5.878198E-6	-5.878198E-6	-3.852971E-11	1.856250E+1
-3.500000E-1	7.705512E-6	-7.705512E-6	-5.050717E-11	1.926563E+1
-4.000000E-1	9.970985E-6	-9.970985E-6	-6.535662E-11	1.996875E+1
-4.500000E-1	1.240069E-5	-1.240069E-5	-8.128254E-11	2.067188E+1
-5.000000E-1	1.529566E-5	-1.529566E-5	-1.002582E-10	2.137500E+1
-5.000000E-1	1.559653E-5	-1.559653E-5	-1.022303E-10	2.207813E+1
-4.500000E-1	1.247320E-5	-1.247320E-5	-8.175784E-11	2.278125E+1
-4.000000E-1	9.863113E-6	-9.863113E-6	-6.464956E-11	2.348438E+1
-3.500000E-1	7.793764E-6	-7.793764E-6	-5.108564E-11	2.418750E+1
-3.000000E-1	5.980746E-6	-5.980746E-6	-3.920188E-11	2.489063E+1
-2.500000E-1	4.461046E-6	-4.461046E-6	-2.924073E-11	2.559375E+1
-2.000000E-1	3.138197E-6	-3.138197E-6	-2.056988E-11	2.629688E+1
-1.500000E-1	2.080223E-6	-2.080223E-6	-1.363520E-11	2.700000E+1
-1.000000E-1	1.182411E-6	-1.182411E-6	-7.750328E-12	2.770313E+1
-5.000000E-2	4.580845E-7	-4.580845E-7	-3.002598E-12	2.840625E+1
0.000000E+0	1.429048E-7	1.429048E-7	9.366952E-13	2.910938E+1
