voltage_run_5_spot_1	absJ_run_5_spot_1	J_run_5_spot_1	current_run_5_spot_1	time_run_5_spot_1	
0.000000E+0	3.208063E-6	-3.208063E-6	-4.031371E-11	0.000000E+0
5.000000E-2	2.260000E-4	2.260000E-4	2.840000E-9	1.115234E+0
1.000000E-1	4.395737E-4	4.395737E-4	5.523846E-9	1.483398E+0
1.500000E-1	6.806929E-4	6.806929E-4	8.553839E-9	1.850586E+0
2.000000E-1	1.837315E-4	1.837315E-4	2.308838E-9	2.964844E+0
2.500000E-1	2.529025E-4	2.529025E-4	3.178066E-9	3.706055E+0
3.000000E-1	3.668334E-4	3.668334E-4	4.609764E-9	4.073242E+0
3.500000E-1	5.274523E-4	5.274523E-4	6.628161E-9	4.441406E+0
4.000000E-1	6.949880E-4	6.949880E-4	8.733476E-9	4.809570E+0
4.500000E-1	1.662248E-3	1.662248E-3	2.088842E-8	5.923828E+0
5.000000E-1	5.720601E-3	5.720601E-3	7.188719E-8	6.291016E+0
5.000000E-1	1.895551E-2	1.895551E-2	2.382020E-7	7.411133E+0
4.500000E-1	1.740358E-2	1.740358E-2	2.186998E-7	7.779297E+0
4.000000E-1	1.568749E-2	1.568749E-2	1.971348E-7	8.146484E+0
3.500000E-1	1.420595E-2	1.420595E-2	1.785172E-7	8.514648E+0
3.000000E-1	1.218772E-2	1.218772E-2	1.531554E-7	8.881836E+0
2.500000E-1	9.863230E-3	9.863230E-3	1.239450E-7	9.250000E+0
2.000000E-1	9.604571E-3	9.604571E-3	1.206946E-7	1.074316E+1
1.500000E-1	6.748542E-3	6.748542E-3	8.480468E-8	1.148438E+1
1.000000E-1	4.265026E-3	4.265026E-3	5.359590E-8	1.185156E+1
5.000000E-2	2.056688E-3	2.056688E-3	2.584511E-8	1.221973E+1
0.000000E+0	2.783382E-6	-2.783382E-6	-3.497701E-11	1.339355E+1
-5.000000E-2	1.989680E-3	-1.989680E-3	-2.500306E-8	1.413574E+1
-1.000000E-1	4.081093E-3	-4.081093E-3	-5.128453E-8	1.450391E+1
-1.500000E-1	6.046908E-3	-6.046908E-3	-7.598769E-8	1.487207E+1
-2.000000E-1	7.929210E-3	-7.929210E-3	-9.964140E-8	1.523926E+1
-2.500000E-1	8.704351E-3	-8.704351E-3	-1.093821E-7	1.635938E+1
-3.000000E-1	1.049703E-2	-1.049703E-2	-1.319096E-7	1.672656E+1
-3.500000E-1	1.213818E-2	-1.213818E-2	-1.525329E-7	1.709473E+1
-4.000000E-1	1.472619E-2	-1.472619E-2	-1.850548E-7	1.746289E+1
-4.500000E-1	1.722551E-2	-1.722551E-2	-2.164621E-7	1.783008E+1
-5.000000E-1	1.877956E-2	-1.877956E-2	-2.359909E-7	1.819824E+1
-5.000000E-1	1.798618E-2	-1.798618E-2	-2.260210E-7	1.856543E+1
-4.500000E-1	1.628153E-2	-1.628153E-2	-2.045998E-7	1.893359E+1
-4.000000E-1	1.475853E-2	-1.475853E-2	-1.854612E-7	1.930176E+1
-3.500000E-1	1.321042E-2	-1.321042E-2	-1.660070E-7	1.966895E+1
-3.000000E-1	1.194508E-2	-1.194508E-2	-1.501063E-7	2.003711E+1
-2.500000E-1	1.020162E-2	-1.020162E-2	-1.281973E-7	2.040430E+1
-2.000000E-1	8.311867E-3	-8.311867E-3	-1.044500E-7	2.077246E+1
-1.500000E-1	6.967831E-3	-6.967831E-3	-8.756035E-8	2.151367E+1
-1.000000E-1	5.167313E-3	-5.167313E-3	-6.493437E-8	2.188086E+1
-5.000000E-2	2.913145E-3	-2.913145E-3	-3.660766E-8	2.224902E+1
0.000000E+0	9.212819E-6	-9.212819E-6	-1.157717E-10	2.299023E+1
