voltage_run_6_spot_1	absJ_run_6_spot_1	J_run_6_spot_1	current_run_6_spot_1	time_run_6_spot_1	
0.000000E+0	1.047702E-5	-1.047702E-5	-1.625409E-10	0.000000E+0
5.000000E-2	4.146205E-3	4.146205E-3	6.432438E-8	1.114258E+0
1.000000E-1	5.828103E-4	5.828103E-4	9.041742E-9	2.234375E+0
1.500000E-1	1.671004E-3	1.671004E-3	2.592402E-8	2.975586E+0
2.000000E-1	4.706788E-3	4.706788E-3	7.302128E-8	3.342773E+0
2.500000E-1	2.291055E-3	2.291055E-3	3.554351E-8	4.462891E+0
3.000000E-1	3.541523E-3	3.541523E-3	5.494332E-8	5.204102E+0
3.500000E-1	5.354852E-3	5.354852E-3	8.307537E-8	5.572266E+0
4.000000E-1	9.143106E-3	9.143106E-3	1.418465E-7	6.691406E+0
4.500000E-1	1.192533E-2	1.192533E-2	1.850100E-7	7.059570E+0
5.000000E-1	2.163736E-2	2.163736E-2	3.356828E-7	7.427734E+0
5.000000E-1	2.824109E-2	2.824109E-2	4.381333E-7	7.794922E+0
4.500000E-1	3.884515E-2	3.884515E-2	6.026452E-7	8.163086E+0
4.000000E-1	4.099457E-2	4.099457E-2	6.359913E-7	8.531250E+0
3.500000E-1	3.657040E-2	3.657040E-2	5.673546E-7	8.898438E+0
3.000000E-1	3.655991E-2	3.655991E-2	5.671919E-7	9.266602E+0
2.500000E-1	3.228665E-2	3.228665E-2	5.008963E-7	9.633789E+0
2.000000E-1	2.921710E-2	2.921710E-2	4.532752E-7	1.000195E+1
1.500000E-1	2.323710E-2	2.323710E-2	3.605012E-7	1.037012E+1
1.000000E-1	1.324058E-2	1.324058E-2	2.054148E-7	1.073730E+1
5.000000E-2	6.466621E-3	6.466621E-3	1.003234E-7	1.110547E+1
0.000000E+0	1.219239E-5	-1.219239E-5	-1.891532E-10	1.184668E+1
-5.000000E-2	6.797457E-3	-6.797457E-3	-1.054560E-7	1.258887E+1
-1.000000E-1	1.279255E-2	-1.279255E-2	-1.984641E-7	1.295605E+1
-1.500000E-1	2.130462E-2	-2.130462E-2	-3.305206E-7	1.332422E+1
-2.000000E-1	2.962093E-2	-2.962093E-2	-4.595402E-7	1.369141E+1
-2.500000E-1	3.719043E-2	-3.719043E-2	-5.769738E-7	1.405957E+1
-3.000000E-1	4.603073E-2	-4.603073E-2	-7.141225E-7	1.442773E+1
-3.500000E-1	5.175667E-2	-5.175667E-2	-8.029549E-7	1.479492E+1
-4.000000E-1	5.799921E-2	-5.799921E-2	-8.998020E-7	1.516309E+1
-4.500000E-1	3.140352E-2	-3.140352E-2	-4.871954E-7	1.629004E+1
-5.000000E-1	3.662186E-2	-3.662186E-2	-5.681530E-7	1.703027E+1
-5.000000E-1	3.522968E-2	-3.522968E-2	-5.465546E-7	1.739844E+1
-4.500000E-1	3.010401E-2	-3.010401E-2	-4.670347E-7	1.776660E+1
-4.000000E-1	2.600862E-2	-2.600862E-2	-4.034987E-7	1.813379E+1
-3.500000E-1	2.254848E-2	-2.254848E-2	-3.498180E-7	1.850195E+1
-3.000000E-1	1.903208E-2	-1.903208E-2	-2.952644E-7	1.886914E+1
-2.500000E-1	1.579391E-2	-1.579391E-2	-2.450274E-7	1.923730E+1
-2.000000E-1	1.276113E-2	-1.276113E-2	-1.979766E-7	1.960547E+1
-1.500000E-1	9.681819E-3	-9.681819E-3	-1.502041E-7	1.997266E+1
-1.000000E-1	7.046373E-3	-7.046373E-3	-1.093177E-7	2.034082E+1
-5.000000E-2	4.109306E-3	-4.109306E-3	-6.375193E-8	2.108203E+1
0.000000E+0	1.024390E-5	-1.024390E-5	-1.589243E-10	2.182227E+1
