voltage_run_1_spot_2	absJ_run_1_spot_2	J_run_1_spot_2	current_run_1_spot_2	time_run_1_spot_2	
0.000000E+0	3.978593E-6	-3.978593E-6	-1.388791E-10	0.000000E+0
5.000000E-2	1.489704E-3	1.489704E-3	5.200049E-8	1.115234E+0
1.000000E-1	1.119669E-3	1.119669E-3	3.908383E-8	2.235352E+0
1.500000E-1	1.619565E-3	1.619565E-3	5.653347E-8	2.975586E+0
2.000000E-1	2.018587E-3	2.018587E-3	7.046198E-8	3.343750E+0
2.500000E-1	2.428814E-3	2.428814E-3	8.478160E-8	3.711914E+0
3.000000E-1	1.339450E-3	1.339450E-3	4.675564E-8	4.831055E+0
3.500000E-1	1.641648E-3	1.641648E-3	5.730432E-8	5.572266E+0
4.000000E-1	1.933358E-3	1.933358E-3	6.748694E-8	5.940430E+0
4.500000E-1	2.243852E-3	2.243852E-3	7.832519E-8	6.307617E+0
5.000000E-1	2.674867E-3	2.674867E-3	9.337048E-8	6.675781E+0
5.000000E-1	2.643995E-3	2.643995E-3	9.229282E-8	7.043945E+0
4.500000E-1	2.175324E-3	2.175324E-3	7.593314E-8	7.411133E+0
4.000000E-1	1.769762E-3	1.769762E-3	6.177633E-8	7.779297E+0
3.500000E-1	1.475036E-3	1.475036E-3	5.148848E-8	8.147461E+0
3.000000E-1	1.205843E-3	1.205843E-3	4.209186E-8	8.514648E+0
2.500000E-1	9.427393E-4	9.427393E-4	3.290781E-8	8.882813E+0
2.000000E-1	6.979001E-4	6.979001E-4	2.436131E-8	9.250000E+0
1.500000E-1	4.993932E-4	4.993932E-4	1.743211E-8	9.618164E+0
1.000000E-1	3.174355E-4	3.174355E-4	1.108059E-8	9.986328E+0
5.000000E-2	1.534809E-4	1.534809E-4	5.357493E-9	1.072656E+1
0.000000E+0	2.657731E-7	-2.657731E-7	-9.277232E-12	1.190137E+1
-5.000000E-2	1.411915E-4	-1.411915E-4	-4.928514E-9	1.301660E+1
-1.000000E-1	2.906644E-4	-2.906644E-4	-1.014610E-8	1.338477E+1
-1.500000E-1	6.989701E-4	-6.989701E-4	-2.439866E-8	1.449902E+1
-2.000000E-1	9.251862E-4	-9.251862E-4	-3.229509E-8	1.486621E+1
-2.500000E-1	1.138604E-3	-1.138604E-3	-3.974478E-8	1.523438E+1
-3.000000E-1	1.375996E-3	-1.375996E-3	-4.803131E-8	1.560156E+1
-3.500000E-1	1.687902E-3	-1.687902E-3	-5.891891E-8	1.596973E+1
-4.000000E-1	1.886641E-3	-1.886641E-3	-6.585618E-8	1.633789E+1
-4.500000E-1	2.151478E-3	-2.151478E-3	-7.510074E-8	1.670508E+1
-5.000000E-1	2.434795E-3	-2.434795E-3	-8.499036E-8	1.707324E+1
-5.000000E-1	2.362209E-3	-2.362209E-3	-8.245665E-8	1.744043E+1
-4.500000E-1	2.047279E-3	-2.047279E-3	-7.146352E-8	1.780859E+1
-4.000000E-1	1.719223E-3	-1.719223E-3	-6.001221E-8	1.817676E+1
-3.500000E-1	1.493819E-3	-1.493819E-3	-5.214412E-8	1.854395E+1
-3.000000E-1	1.243499E-3	-1.243499E-3	-4.340630E-8	1.891211E+1
-2.500000E-1	1.020388E-3	-1.020388E-3	-3.561827E-8	1.927930E+1
-2.000000E-1	8.337258E-4	-8.337258E-4	-2.910252E-8	1.964746E+1
-1.500000E-1	6.380123E-4	-6.380123E-4	-2.227083E-8	2.001562E+1
-1.000000E-1	4.211013E-4	-4.211013E-4	-1.469921E-8	2.038281E+1
-5.000000E-2	2.267755E-4	-2.267755E-4	-7.915959E-9	2.112402E+1
0.000000E+0	5.083703E-7	-5.083703E-7	-1.774547E-11	2.229785E+1
