voltage_spot_13_scan_1	absJ_spot_13_scan_1	J_spot_13_scan_1	current_spot_13_scan_1	time_spot_13_scan_1	
0.000000E+0	5.056783E-8	-5.056783E-8	-7.845113E-13	0.000000E+0
5.000000E-2	2.310816E-5	2.310816E-5	3.585008E-10	1.115234E+0
1.000000E-1	4.886718E-5	4.886718E-5	7.581273E-10	1.483398E+0
1.500000E-1	7.777201E-5	7.777201E-5	1.206558E-9	2.598633E+0
2.000000E-1	1.112626E-4	1.112626E-4	1.726132E-9	2.966797E+0
2.500000E-1	1.552481E-4	1.552481E-4	2.408525E-9	3.333984E+0
3.000000E-1	1.984996E-4	1.984996E-4	3.079530E-9	3.702148E+0
3.500000E-1	2.574528E-4	2.574528E-4	3.994133E-9	4.070313E+0
4.000000E-1	3.328556E-4	3.328556E-4	5.163935E-9	4.437500E+0
4.500000E-1	4.356352E-4	4.356352E-4	6.758461E-9	4.805664E+0
5.000000E-1	5.202545E-4	5.202545E-4	8.071249E-9	5.172852E+0
5.000000E-1	5.445785E-4	5.445785E-4	8.448612E-9	5.541016E+0
4.500000E-1	4.099363E-4	4.099363E-4	6.359767E-9	5.909180E+0
4.000000E-1	3.376117E-4	3.376117E-4	5.237720E-9	6.276367E+0
3.500000E-1	2.631230E-4	2.631230E-4	4.082100E-9	6.644531E+0
3.000000E-1	2.145151E-4	2.145151E-4	3.327995E-9	7.012695E+0
2.500000E-1	1.572129E-4	1.572129E-4	2.439007E-9	7.379883E+0
2.000000E-1	1.146321E-4	1.146321E-4	1.778406E-9	7.748047E+0
1.500000E-1	8.038739E-5	8.038739E-5	1.247133E-9	8.116211E+0
1.000000E-1	5.093436E-5	5.093436E-5	7.901975E-10	8.856445E+0
5.000000E-2	2.450586E-5	2.450586E-5	3.801848E-10	9.225586E+0
0.000000E+0	9.653245E-8	-9.653245E-8	-1.497608E-12	1.040039E+1
-5.000000E-2	2.254670E-5	-2.254670E-5	-3.497904E-10	1.151563E+1
-1.000000E-1	4.439486E-5	-4.439486E-5	-6.887435E-10	1.188477E+1
-1.500000E-1	6.565009E-5	-6.565009E-5	-1.018498E-9	1.225293E+1
-2.000000E-1	8.399116E-5	-8.399116E-5	-1.303042E-9	1.336816E+1
-2.500000E-1	1.116208E-4	-1.116208E-4	-1.731689E-9	1.373535E+1
-3.000000E-1	1.458870E-4	-1.458870E-4	-2.263297E-9	1.410352E+1
-3.500000E-1	1.998031E-4	-1.998031E-4	-3.099753E-9	1.447168E+1
-4.000000E-1	2.157828E-4	-2.157828E-4	-3.347663E-9	1.483887E+1
-4.500000E-1	2.852075E-4	-2.852075E-4	-4.424720E-9	1.520703E+1
-5.000000E-1	3.650611E-4	-3.650611E-4	-5.663571E-9	1.557422E+1
-5.000000E-1	3.567971E-4	-3.567971E-4	-5.535364E-9	1.594238E+1
-4.500000E-1	3.279951E-4	-3.279951E-4	-5.088529E-9	1.631055E+1
-4.000000E-1	2.330683E-4	-2.330683E-4	-3.615831E-9	1.667773E+1
-3.500000E-1	2.042491E-4	-2.042491E-4	-3.168728E-9	1.704590E+1
-3.000000E-1	1.716948E-4	-1.716948E-4	-2.663679E-9	1.741309E+1
-2.500000E-1	1.261405E-4	-1.261405E-4	-1.956948E-9	1.778125E+1
-2.000000E-1	1.110114E-4	-1.110114E-4	-1.722235E-9	1.814941E+1
-1.500000E-1	6.562618E-5	-6.562618E-5	-1.018127E-9	1.851660E+1
-1.000000E-1	4.489664E-5	-4.489664E-5	-6.965282E-10	1.925781E+1
-5.000000E-2	2.330825E-5	-2.330825E-5	-3.616050E-10	1.962695E+1
0.000000E+0	5.409945E-8	-5.409945E-8	-8.393009E-13	2.080176E+1
0.000000E+0	7.935651E-8	-7.935651E-8	-1.231140E-12	2.150488E+1
5.000000E-2	2.517066E-5	2.517066E-5	3.904986E-10	2.262012E+1
1.000000E-1	5.384370E-5	5.384370E-5	8.353332E-10	2.298828E+1
