voltage_14_2_16_3	absJ_14_2_16_3	J_14_2_16_3	current_14_2_16_3	time_14_2_16_3	
0.000000E+0	1.662049E-6	-1.662049E-6	-2.320658E-12	0.000000E+0
5.000000E-2	3.288193E-5	3.288193E-5	4.591184E-11	7.031250E-1
1.000000E-1	7.183924E-5	7.183924E-5	1.003065E-10	1.406250E+0
1.500000E-1	1.115537E-4	1.115537E-4	1.557584E-10	2.521484E+0
2.000000E-1	1.591987E-4	1.591987E-4	2.222833E-10	2.889648E+0
2.500000E-1	1.992282E-4	1.992282E-4	2.781750E-10	3.258789E+0
3.000000E-1	2.707898E-4	2.707898E-4	3.780939E-10	3.626953E+0
3.500000E-1	3.193226E-4	3.193226E-4	4.458585E-10	3.995117E+0
4.000000E-1	3.962797E-4	3.962797E-4	5.533108E-10	4.364258E+0
4.500000E-1	4.558024E-4	4.558024E-4	6.364202E-10	4.732422E+0
5.000000E-1	5.541443E-4	5.541443E-4	7.737314E-10	5.100586E+0
5.000000E-1	5.613198E-4	5.613198E-4	7.837503E-10	5.469727E+0
4.500000E-1	4.728160E-4	4.728160E-4	6.601757E-10	5.837891E+0
4.000000E-1	4.132344E-4	4.132344E-4	5.769840E-10	6.206055E+0
3.500000E-1	3.259368E-4	3.259368E-4	4.550936E-10	6.574219E+0
3.000000E-1	2.647955E-4	2.647955E-4	3.697243E-10	6.943359E+0
2.500000E-1	2.073195E-4	2.073195E-4	2.894726E-10	7.311523E+0
2.000000E-1	1.575069E-4	1.575069E-4	2.199211E-10	7.679688E+0
1.500000E-1	9.991252E-5	9.991252E-5	1.395042E-10	8.048828E+0
1.000000E-1	6.448654E-5	6.448654E-5	9.004019E-11	9.223633E+0
5.000000E-2	3.124115E-5	3.124115E-5	4.362088E-11	9.926758E+0
0.000000E+0	1.571055E-6	-1.571055E-6	-2.193606E-12	1.062988E+1
-5.000000E-2	3.153684E-5	-3.153684E-5	-4.403373E-11	1.133398E+1
-1.000000E-1	6.170428E-5	-6.170428E-5	-8.615543E-11	1.203711E+1
-1.500000E-1	8.956341E-5	-8.956341E-5	-1.250541E-10	1.315234E+1
-2.000000E-1	1.182061E-4	-1.182061E-4	-1.650468E-10	1.352051E+1
-2.500000E-1	1.466060E-4	-1.466060E-4	-2.047006E-10	1.388965E+1
-3.000000E-1	1.710934E-4	-1.710934E-4	-2.388914E-10	1.425781E+1
-3.500000E-1	1.981102E-4	-1.981102E-4	-2.766140E-10	1.462598E+1
-4.000000E-1	2.280260E-4	-2.280260E-4	-3.183843E-10	1.499512E+1
-4.500000E-1	2.598211E-4	-2.598211E-4	-3.627787E-10	1.536328E+1
-5.000000E-1	2.864335E-4	-2.864335E-4	-3.999366E-10	1.573145E+1
-5.000000E-1	3.010357E-4	-3.010357E-4	-4.203252E-10	1.610059E+1
-4.500000E-1	2.725090E-4	-2.725090E-4	-3.804943E-10	1.646875E+1
-4.000000E-1	2.381657E-4	-2.381657E-4	-3.325421E-10	1.683691E+1
-3.500000E-1	2.218805E-4	-2.218805E-4	-3.098036E-10	1.720605E+1
-3.000000E-1	1.957666E-4	-1.957666E-4	-2.733418E-10	1.757422E+1
-2.500000E-1	1.601378E-4	-1.601378E-4	-2.235946E-10	1.794238E+1
-2.000000E-1	1.295954E-4	-1.295954E-4	-1.809493E-10	1.831152E+1
-1.500000E-1	1.006930E-4	-1.006930E-4	-1.405940E-10	1.867969E+1
-1.000000E-1	6.598385E-5	-6.598385E-5	-9.213083E-11	1.985449E+1
-5.000000E-2	3.540201E-5	-3.540201E-5	-4.943053E-11	2.055762E+1
0.000000E+0	2.649204E-6	-2.649204E-6	-3.698986E-12	2.126074E+1
0.000000E+0	2.301559E-6	-2.301559E-6	-3.213582E-12	2.196484E+1
5.000000E-2	3.136930E-5	3.136930E-5	4.379981E-11	2.266797E+1
1.000000E-1	6.778588E-5	6.778588E-5	9.464695E-11	2.337109E+1
1.500000E-1	1.105516E-4	1.105516E-4	1.543591E-10	2.448633E+1
2.000000E-1	1.560609E-4	1.560609E-4	2.179021E-10	2.485449E+1
2.500000E-1	2.062967E-4	2.062967E-4	2.880445E-10	2.522363E+1
3.000000E-1	2.443826E-4	2.443826E-4	3.412224E-10	2.559180E+1
3.500000E-1	3.000281E-4	3.000281E-4	4.189182E-10	2.595996E+1
4.000000E-1	3.578613E-4	3.578613E-4	4.996686E-10	2.632910E+1
4.500000E-1	4.328659E-4	4.328659E-4	6.043948E-10	2.669727E+1
5.000000E-1	5.221284E-4	5.221284E-4	7.290287E-10	2.706543E+1
5.000000E-1	5.368602E-4	5.368602E-4	7.495982E-10	2.743457E+1
4.500000E-1	4.631024E-4	4.631024E-4	6.466129E-10	2.780273E+1
4.000000E-1	3.850942E-4	3.850942E-4	5.376929E-10	2.817090E+1
3.500000E-1	3.000994E-4	3.000994E-4	4.190178E-10	2.854004E+1
3.000000E-1	2.397548E-4	2.397548E-4	3.347609E-10	2.890820E+1
2.500000E-1	1.944978E-4	1.944978E-4	2.715702E-10	2.927637E+1
2.000000E-1	1.460560E-4	1.460560E-4	2.039326E-10	2.964551E+1
1.500000E-1	1.023213E-4	1.023213E-4	1.428675E-10	3.001367E+1
1.000000E-1	6.425335E-5	6.425335E-5	8.971460E-11	3.118848E+1
5.000000E-2	3.136716E-5	3.136716E-5	4.379682E-11	3.189160E+1
0.000000E+0	1.466236E-6	-1.466236E-6	-2.047251E-12	3.259473E+1
-5.000000E-2	3.165270E-5	-3.165270E-5	-4.419551E-11	3.329883E+1
-1.000000E-1	5.917545E-5	-5.917545E-5	-8.262452E-11	3.400195E+1
-1.500000E-1	8.531306E-5	-8.531306E-5	-1.191195E-10	3.511719E+1
-2.000000E-1	1.148848E-4	-1.148848E-4	-1.604095E-10	3.548535E+1
-2.500000E-1	1.420313E-4	-1.420313E-4	-1.983131E-10	3.585449E+1
-3.000000E-1	1.704877E-4	-1.704877E-4	-2.380458E-10	3.622266E+1
-3.500000E-1	1.936153E-4	-1.936153E-4	-2.703380E-10	3.659082E+1
-4.000000E-1	2.177689E-4	-2.177689E-4	-3.040628E-10	3.695996E+1
-4.500000E-1	2.508050E-4	-2.508050E-4	-3.501898E-10	3.732813E+1
-5.000000E-1	2.653532E-4	-2.653532E-4	-3.705030E-10	3.769629E+1
-5.000000E-1	2.710934E-4	-2.710934E-4	-3.785178E-10	3.806543E+1
