J	logJ	Histogram	Fit				
1.2589e-08	-7.9	3	10.353
1.9953e-08	-7.7	2	13.462
3.1623e-08	-7.5	4	17.087
5.0119e-08	-7.3	20	21.172
7.9433e-08	-7.1	38	25.609
1.2589e-07	-6.9	30	30.239
1.9953e-07	-6.7	32	34.857
3.1623e-07	-6.5	28	39.223
5.0119e-07	-6.3	57	43.087
7.9433e-07	-6.1	45	46.204
1.2589e-06	-5.9	78	48.368
1.9953e-06	-5.7	61	49.428
3.1623e-06	-5.5	51	49.31
5.0119e-06	-5.3	22	48.021
7.9433e-06	-5.1	42	45.653
1.2589e-05	-4.9	23	42.368
1.9953e-05	-4.7	27	38.385
3.1623e-05	-4.5	20	33.948
5.0119e-05	-4.3	50	29.31
7.9433e-05	-4.1	51	24.703
0.00012589	-3.9	12	20.325
0.00019953	-3.7	14	16.324
0.00031623	-3.5	10	12.799
0.00050119	-3.3	20	9.7969
0.00079433	-3.1	30	7.3202
0.0012589	-2.9	0	5.3395
0.0019953	-2.7	0	3.802
0.0031623	-2.5	0	2.6428
0.0050119	-2.3	0	1.7933
0.0079433	-2.1	0	1.1879
0.012589	-1.9	0	0.76819
0.019953	-1.7	0	0.48493
0.031623	-1.5	0	0.29884
0.050119	-1.3	0	0.17977
0.079433	-1.1	0	0.10558
0.12589	-0.9	0	0.060525
0.19953	-0.7	0	0.033873
0.31623	-0.5	0	0.018505
0.50119	-0.3	0	0.0098695
0.79433	-0.1	0	0.0051384
1.2589	0.1	0	0.0026115
1.9953	0.3	0	0.0012957
3.1623	0.5	0	0.00062757
5.0119	0.7	0	0.00029672
7.9433	0.9	0	0.00013696
12.589	1.1	0	6.171e-05
19.953	1.3	0	2.7144e-05
31.623	1.5	0	1.1655e-05
50.119	1.7	0	4.8855e-06
79.433	1.9	2	1.9991e-06
