J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	3.5999
1.9953e-08	-7.7	0	5.1844
3.1623e-08	-7.5	0	7.2687
5.0119e-08	-7.3	3	9.9216
7.9433e-08	-7.1	5	13.185
1.2589e-07	-6.9	7	17.058
1.9953e-07	-6.7	23	21.485
3.1623e-07	-6.5	26	26.346
5.0119e-07	-6.3	18	31.452
7.9433e-07	-6.1	45	36.556
1.2589e-06	-5.9	40	41.364
1.9953e-06	-5.7	72	45.567
3.1623e-06	-5.5	77	48.87
5.0119e-06	-5.3	47	51.027
7.9433e-06	-5.1	69	51.87
1.2589e-05	-4.9	19	51.334
1.9953e-05	-4.7	18	49.459
3.1623e-05	-4.5	42	46.393
5.0119e-05	-4.3	45	42.367
7.9433e-05	-4.1	22	37.667
0.00012589	-3.9	47	32.603
0.00019953	-3.7	60	27.474
0.00031623	-3.5	8	22.539
0.00050119	-3.3	16	18.002
0.00079433	-3.1	15	13.998
0.0012589	-2.9	30	10.597
0.0019953	-2.7	16	7.8103
0.0031623	-2.5	0	5.6041
0.0050119	-2.3	0	3.9148
0.0079433	-2.1	0	2.6624
0.012589	-1.9	0	1.7628
0.019953	-1.7	0	1.1363
0.031623	-1.5	0	0.71309
0.050119	-1.3	0	0.43568
0.079433	-1.1	0	0.25915
0.12589	-0.9	0	0.15007
0.19953	-0.7	0	0.084605
0.31623	-0.5	0	0.046437
0.50119	-0.3	0	0.024814
0.79433	-0.1	0	0.012909
1.2589	0.1	0	0.0065381
1.9953	0.3	0	0.0032238
3.1623	0.5	0	0.0015476
5.0119	0.7	0	0.00072328
7.9433	0.9	0	0.00032909
12.589	1.1	0	0.00014578
19.953	1.3	0	6.2868e-05
31.623	1.5	0	2.6395e-05
50.119	1.7	0	1.0789e-05
79.433	1.9	2	4.2936e-06
