J	logJ	Histogram	Fit				
1.2589e-08	-7.9	17	20.172
1.9953e-08	-7.7	8	24.412
3.1623e-08	-7.5	26	28.884
5.0119e-08	-7.3	47	33.413
7.9433e-08	-7.1	21	37.791
1.2589e-07	-6.9	46	41.791
1.9953e-07	-6.7	38	45.183
3.1623e-07	-6.5	88	47.762
5.0119e-07	-6.3	45	49.363
7.9433e-07	-6.1	74	49.88
1.2589e-06	-5.9	39	49.28
1.9953e-06	-5.7	19	47.601
3.1623e-06	-5.5	48	44.955
5.0119e-06	-5.3	34	41.51
7.9433e-06	-5.1	9	37.474
1.2589e-05	-4.9	50	33.077
1.9953e-05	-4.7	36	28.545
3.1623e-05	-4.5	32	24.084
5.0119e-05	-4.3	17	19.868
7.9433e-05	-4.1	18	16.025
0.00012589	-3.9	10	12.637
0.00019953	-3.7	11	9.7431
0.00031623	-3.5	36	7.3445
0.00050119	-3.3	1	5.413
0.00079433	-3.1	0	3.9006
0.0012589	-2.9	1	2.7481
0.0019953	-2.7	0	1.8929
0.0031623	-2.5	0	1.2748
0.0050119	-2.3	0	0.83943
0.0079433	-2.1	0	0.54041
0.012589	-1.9	0	0.34015
0.019953	-1.7	0	0.20933
0.031623	-1.5	0	0.12595
0.050119	-1.3	0	0.074095
0.079433	-1.1	0	0.042617
0.12589	-0.9	0	0.023966
0.19953	-0.7	0	0.013177
0.31623	-0.5	0	0.0070832
0.50119	-0.3	0	0.0037228
0.79433	-0.1	0	0.001913
1.2589	0.1	0	0.0009611
1.9953	0.3	0	0.0004721
3.1623	0.5	0	0.00022673
5.0119	0.7	0	0.00010646
7.9433	0.9	0	4.8877e-05
12.589	1.1	0	2.1939e-05
19.953	1.3	0	9.628e-06
31.623	1.5	0	4.1311e-06
50.119	1.7	0	1.733e-06
79.433	1.9	1	7.1082e-07
