J	logJ	Histogram	Fit				
1.2589e-08	-7.9	2	13.596
1.9953e-08	-7.7	6	17.341
3.1623e-08	-7.5	16	21.576
5.0119e-08	-7.3	31	26.185
7.9433e-08	-7.1	41	30.999
1.2589e-07	-6.9	22	35.796
1.9953e-07	-6.7	35	40.321
3.1623e-07	-6.5	50	44.303
5.0119e-07	-6.3	70	47.483
7.9433e-07	-6.1	59	49.642
1.2589e-06	-5.9	69	50.624
1.9953e-06	-5.7	45	50.359
3.1623e-06	-5.5	20	48.864
5.0119e-06	-5.3	49	46.25
7.9433e-06	-5.1	36	42.701
1.2589e-05	-4.9	19	38.457
1.9953e-05	-4.7	20	33.784
3.1623e-05	-4.5	44	28.95
5.0119e-05	-4.3	48	24.198
7.9433e-05	-4.1	15	19.73
0.00012589	-3.9	17	15.692
0.00019953	-3.7	7	12.174
0.00031623	-3.5	20	9.2127
0.00050119	-3.3	29	6.8006
0.00079433	-3.1	0	4.8968
0.0012589	-2.9	0	3.4393
0.0019953	-2.7	1	2.3564
0.0031623	-2.5	0	1.5748
0.0050119	-2.3	0	1.0266
0.0079433	-2.1	0	0.6528
0.012589	-1.9	0	0.40492
0.019953	-1.7	0	0.24499
0.031623	-1.5	0	0.14459
0.050119	-1.3	0	0.083242
0.079433	-1.1	0	0.046746
0.12589	-0.9	0	0.025606
0.19953	-0.7	0	0.013682
0.31623	-0.5	0	0.0071313
0.50119	-0.3	0	0.0036256
0.79433	-0.1	0	0.001798
1.2589	0.1	0	0.0008698
1.9953	0.3	0	0.00041044
3.1623	0.5	0	0.00018892
5.0119	0.7	0	8.4822e-05
7.9433	0.9	0	3.7149e-05
12.589	1.1	0	1.587e-05
19.953	1.3	0	6.6135e-06
31.623	1.5	0	2.6883e-06
50.119	1.7	0	1.0659e-06
79.433	1.9	1	4.1227e-07
