J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	6.214
1.9953e-08	-7.7	2	8.5242
3.1623e-08	-7.5	0	11.396
5.0119e-08	-7.3	4	14.849
7.9433e-08	-7.1	7	18.856
1.2589e-07	-6.9	40	23.337
1.9953e-07	-6.7	19	28.148
3.1623e-07	-6.5	41	33.09
5.0119e-07	-6.3	17	37.91
7.9433e-07	-6.1	65	42.33
1.2589e-06	-5.9	59	46.064
1.9953e-06	-5.7	69	48.855
3.1623e-06	-5.5	52	50.498
5.0119e-06	-5.3	65	50.871
7.9433e-06	-5.1	22	49.945
1.2589e-05	-4.9	32	47.79
1.9953e-05	-4.7	30	44.567
3.1623e-05	-4.5	35	40.506
5.0119e-05	-4.3	17	35.879
7.9433e-05	-4.1	51	30.974
0.00012589	-3.9	57	26.06
0.00019953	-3.7	10	21.369
0.00031623	-3.5	18	17.077
0.00050119	-3.3	9	13.3
0.00079433	-3.1	29	10.096
0.0012589	-2.9	19	7.4689
0.0019953	-2.7	1	5.3851
0.0031623	-2.5	1	3.784
0.0050119	-2.3	0	2.5914
0.0079433	-2.1	0	1.7296
0.012589	-1.9	0	1.1251
0.019953	-1.7	0	0.71328
0.031623	-1.5	0	0.44071
0.050119	-1.3	0	0.26538
0.079433	-1.1	0	0.15575
0.12589	-0.9	0	0.089081
0.19953	-0.7	0	0.049657
0.31623	-0.5	0	0.026978
0.50119	-0.3	0	0.014284
0.79433	-0.1	0	0.0073711
1.2589	0.1	0	0.0037071
1.9953	0.3	0	0.001817
3.1623	0.5	0	0.00086799
5.0119	0.7	0	0.00040411
7.9433	0.9	0	0.00018336
12.589	1.1	0	8.1084e-05
19.953	1.3	0	3.4946e-05
31.623	1.5	0	1.4678e-05
50.119	1.7	0	6.0088e-06
79.433	1.9	1	2.3973e-06
